Unnamed: 0,data,day,uid,week_per_uid
217,"I think I spent less time calling my parents. But that is because I was able to see them in person this weekend, which is very rare, and boosted my social battery. As such, in this case I do not believe I need to recharge this connection. in fact I improved upon this familial connection as in person interaction was able to supplant digital interactions. It is however possible I reached out to my extended family (sister and grandmother less) as I had a busier work week. Hence, I should call them.",2024-02-19,t0018@sreflect,2
218,"I got some good news from my meeting to talk over the reusable mug and tumbler plan, and that gave me some hope that I could continue the project and bring it to a close.",2024-02-19,t0022@sreflect,1
219,"I'm currently busy with paper submissions. So, I haven't had a chance to interact much on social media. However, I've engaged in more in person conversations than usual, which is great!",2024-02-19,t0003@sreflect,3
220,I like to listen to Zach Bryan or Noah Kahan or other slow chill music. Helps me stay calm and isn't the kind of music that draws my attention away from what I'm doing,2024-02-19,t0010@sreflect,2
221,"I use my online 'activities' to communicate with my loved ones, I don't really feel like I need to rebalance anything in that regard",2024-02-19,t0011@sreflect,2
222,"I feel better today, more balanced overall. it made the last hour of my day drag less too. hoping it translates to falling asleep fast tonight.",2024-02-19,t0019@sreflect,1
223,Today I texted a friend the picture of a dog that I saw when I went for a walk. it led to such an interesting conversation with my friend.,2024-02-19,t0006@sreflect,3
224,"The change of scene is been good. I got to interact with a new group of people today, there is a meeting of the local leftist organization, so I stopped by to see what they were about and got to hang out with my friends who were there. The change of scenery has been good because it's nice to interact with different people and shake things up every once in a while. I'm hoping to keep doing that because it's nice connecting with different groups of people and making sure things aren't repetitive",2024-02-19,t0014@sreflect,2
225,It reminds me that I have friends that I can engage with remotely and that there are people who are physically distant from me that are relying on me.,2024-02-19,t0020@sreflect,1
226,Uhh conversations about hating myself and my friends hating themselves were pretty funny,2024-02-19,t0007@sreflect,3
227,"Many situations that require conversations have been popping up recently (the online conversations still exist, however). It is good to be able to talk to people around and find solutions to problems, instead of just wonder by myself about things.",2024-02-19,t0008@sreflect,2
228,"i am just walking more because I need to walk around more places, though it probably is good exercise. i do like going on walks and it's something I should find time for more especially when the weather is good.",2024-02-19,t0005@sreflect,3
229,"I find myself more focused on work, which is a good thing because I want to graduate next year.",2024-02-19,t0009@sreflect,2
230,"I have been decorating my room more which has made it a more welcoming space for me, and I have had the heating fixed which allows me to have a cozier feel. Additionally more time in my dorm let's me sleep more which allows me to catch up in the sleep I've lost and increase my physical well-being.",2024-02-19,t0018@sreflect,2
231,I had to spend more time in my dorm room today. Emotionally it was really tough. I was glad to have a space that I could go back to to be alone for a while,2024-02-20,t0022@sreflect,1
232,"Some conversations with my lab mates and family have been helpful and nicely distracting from my own problems. However, some conversations have left me with a very difficult decision regarding financial matters. I need to consult a few more people before I make a decision.",2024-02-20,t0017@sreflect,2
233,"i think it's just best if I keep talking to people. it feels like I've had more in person interactions this week, which is good.",2024-02-20,t0019@sreflect,1
234,"I've been participating in an initiation ritual for a secret society, so that explains why I have been around campus so much. I've also been really busy with my on campus jobs so I have not been able to call people as often. Some of these changes are welcome, but also stressful.",2024-02-20,t0002@sreflect,3
235,I think that leaving my phone on the other side of the room keeps me from using it late into the night. I would benefit from keeping my phone notifications off and emotionally disconnecting as well.,2024-02-20,t0004@sreflect,3
236,i like taking the yoga class and it definitely has benefitted me this term and inspired me to do more yoga and calisthenics on my off term.,2024-02-20,t0005@sreflect,3
237,That made my day. I believe that a day wasted on others is not wasted at all. I am going to try to do even better tomorrow,2024-02-20,t0015@sreflect,2
238,"It hasn't affected my social interactions in any way. I have a good balance between calls and texts and in-person conversations. so if I text more in one day, I call or socialise more the next.",2024-02-20,t0006@sreflect,3
239,"Getting home and having a coffee and taking a shower made me feel happy. My day was not the best, and at some point I just felt I had to come back home. I was not feeling me, I was really upset about how things are going in my lab right now. But getting home as resetting gave me a little bit of happiness, even though I still have a lot of things to do until tomorrow, and I don't feel any of these things will be done with great quality. But I'm trying to be nice to myself and respect my limits.",2024-02-20,t0008@sreflect,3
240,I have been a little down recently and as such have spent less phone time calling people. But visiting new places has helped me get out of my head a bit.,2024-02-20,t0018@sreflect,2
241,"They make my college life more interesting, seeing new things",2024-02-20,t0007@sreflect,3
242,"I wouldn't say I'm embracing calls, I got a lot of spam calls today. I'm very busy with qual and writing class homework so really just had less time to be on my phone today.",2024-02-20,t0010@sreflect,3
243,Yeah. It's hard to switch over schedule for telescope observing,2024-02-20,t0009@sreflect,3
244,"Indeed, I got to connect with my brothers and discussed various things transpiring at home. I think it's affected me very positively.",2024-02-20,t0003@sreflect,3
245,"I use my walks as an opportunity to meditate. Feeling the weight of my foot hitting the ground, the rustle of my hand on the inside of my pocket, the cool air entering my lungs. It's not easy to do, and I often get distracted, but it serves as an important reset for me during the day.",2024-02-21,t0022@sreflect,1
246,I like reading and playing video games. I have been trying to finish up my work early so that I can play a bit before bed time to relax before sleep. Otherwise I feel too tense to sleep. I have deleted my Instagram account which was wasting a lot of my time. Hopefully I will be able to be more productive during the day so that I can de-stress at night.,2024-02-21,t0002@sreflect,3
247,It's kept me so busy but it's always good to help whenever needed. I hope to do more work in the night.,2024-02-21,t0003@sreflect,3
248,They really add to the anger issues that I've been having hahaha,2024-02-21,t0007@sreflect,3
249,I felt like I mostly hit my usual haunts today. did go for a walk midday cause it got up to 40° and that was very nice. good to get fresh air and a change from sitting.,2024-02-21,t0019@sreflect,2
250,"No, on walks, I like to clear my head or if there is a lot going on in my life at the time, I pray.",2024-02-21,t0020@sreflect,2
251,Watching TV and reading books helped me enjoy my downtime.,2024-02-21,t0006@sreflect,3
252,I've been working a lot. it's been good for my productivity. but also the reduced is likely a necessity at this point,2024-02-21,t0010@sreflect,3
253,"I'm happy my screen usage is down, I'm trying to live more in the moment and put down my phone more.",2024-02-21,t0005@sreflect,3
254,"This has been something to help me keep feeling ok during more intense moments. After some exam or presentation, I've been trying to go out and do something nice to myself, or maybe just go home and rest. This is making me go through this almost end of term moment.",2024-02-21,t0008@sreflect,3
255,I mean it's not that im at home. its more that im observing at a telescope but i find myself becoming interested more in research,2024-02-21,t0009@sreflect,3
256,"I didn't go to gym today, I spent all my day in my apartment lobby doing work.",2024-02-21,t0012@sreflect,3
257,"Moving more, lets me spend less time in my head and more in the present moment. This is beneficial for both my physical and mental health. I am happy to see I am able to maintain a level of baseline physical activity despite being more busy with the end of term.",2024-02-22,t0018@sreflect,2
258,"exploring new places inspired a very good date that I went on today. we explored a little fire tower at a state park in Vermont, and watch the sunset. we also walked a dog which is very cute. it was very refreshing to explore a new place, and it also made the date very fun and spontaneous",2024-02-22,t0014@sreflect,3
259,"More time in different parts of campus is reflective of how my occupation has increased in recent days. As such, because I am moving around due to being busy and not necessarily wanting to, I think my outings reflect a decrease in my moods as they signify all the preoccupations I have.",2024-02-22,t0018@sreflect,2
260,"To be honest, I'm not sure I see changes in how I'm interacting socially. This, I feel, is the normal amount of social interactions I have. It does make me wonder, however, why I continue to feel lonely sometimes even when I'm still, on paper, having many social interactions.",2024-02-22,t0022@sreflect,2
261,"I feel better and accomplished that my screen time is down because that has been a goal of mine. I wish I could spend more time reading or doing stuff other than work, but I feel more productive at work too.",2024-02-22,t0002@sreflect,4
262,I think that more walking means more visiting with other people. Maybe I should walk more so that I can see Brooke Medley more often. :),2024-02-22,t0004@sreflect,4
263,The only adventure I'm on right now is navigating the advance transit system from Lebanon to West Lebanon. And this is due to my car being damaged in an accident. I've been travelling up and down to get it checked out in different garages and try to diagnose what the problem is.,2024-02-22,t0017@sreflect,2
264,"I've been doing a little bit less bench work in the lab and more computer work, which ends up leading to more scrolling. I should put my phone somewhere else when I'm on my computer. but as I get back to more bench work I think things will switch back.",2024-02-22,t0019@sreflect,2
265,"When I reduce screen time, that usually means that I'm doing other productive things and am probably more busy.",2024-02-22,t0020@sreflect,2
266,I have made new friends and have a lot of lovely conversations with them regularly. It makes me happy to text people and connect with them.,2024-02-22,t0006@sreflect,3
267,I've been working hard on my qualifying exam prep. wish I were reading more.,2024-02-22,t0010@sreflect,3
268,"I haven't visited new spots recently really except Rockefeller. i really like the natural light in there and noisiness, makes it a good study spot.",2024-02-22,t0005@sreflect,3
269,we played king on the hill in tkd and it was fun to kick and get kicked,2024-02-22,t0007@sreflect,3
270,It's refreshing to be active after a long day. It's helping me prepare my mind to do more research tonight.,2024-02-22,t0003@sreflect,4
271,I think by putting my phone in my pocket and sitting by my friends letting them talk. I'm always afraid of missing out something online but I should focus more on what's in front of me sometimes,2024-02-22,t0009@sreflect,3
272,"I had an active day today, with lots of moving around, but not with a specific running involved. But in general I can say that moving makes my day better.",2024-02-22,t0008@sreflect,3
273,"I'm really mostly a texter, sometimes I do like to call people but I only have a few friends that I do that with and infrequently. I like texting just because talking on the phone is a bit scary, and it's a bit easier for me to think out words when I'm writing down. I've also been texting more because I've been talking to someone that I went on a date with. and I've been talking to some friends organizing some actions for my undergraduated advisor who was denied tenure",2024-02-22,t0014@sreflect,3
274,"I suppose I'm using texts more to coordinate with people on the projects that I'm working on. Texting relieves the pressure that can sometimes come with a phone call, and allows me to think more about my replies.",2024-02-23,t0022@sreflect,2
275,They are very fun and helpful! I enjoy talking to many people throughout the day.,2024-02-23,t0004@sreflect,4
276,"today I went to the BEMA lights event. I found it very mesmerising and calming. I went with my closest friends, so it was an opportunity to spend time with them.",2024-02-23,t0006@sreflect,4
277,"I don't think you got that right, I've not visited any new places today, so I don't know how to answer this",2024-02-23,t0011@sreflect,3
278,"I think the running leads to better quality sleep, ie falling asleep faster.",2024-02-23,t0019@sreflect,2
279,They are okay I suppose. I need to start doing more physical activities though. The in-person conversations are better than the online ones and they are my preferred method of communication. It's been more of that today because I was at home instead of College.,2024-02-23,t0017@sreflect,2
280,"I called a lot of restaurants tonight looking for a last minute table for 7. most had crazy long waits, but ultimately found a good spot and had a good night",2024-02-23,t0010@sreflect,3
281,Uhh negatively because it is annoying to have to all over the place and have my mom always watching,2024-02-23,t0007@sreflect,4
282,"It's more diverse and broad. I've been talking to different people, going to different places, enjoying different activities. But at same time I miss some phone call interactions, for instance, talking more with my family. It's hard to do both at same time - live in the present and talk with those that are way.",2024-02-23,t0008@sreflect,3
283,I will attend on Monday. unfortunately I will be very busy until then.,2024-02-23,t0009@sreflect,3
284,I've just really been tired lateky and needing rest and sad so I stay at home.,2024-02-23,t0005@sreflect,4
285,"Hands down my video call with the people that I had met out in Costa Rica. I'm not entirely sure what it is about the group: maybe it's the fact that we bonded a lot over a short period of time, but whenever I catch up with them I always end up laughing and feeling warm. They're the first group of people that I've really, dearly missed. I caught up with them right before an exam, and it gave me the energy I needed to do well",2024-02-24,t0022@sreflect,2
286,"early morning yesterday,  everything clicked. I finally started cleaning data which really needs to get done and now I'm on a roll of early morning study time!",2024-02-24,t0016@sreflect,3
287,"The other day, Vasanta talked about how she has no friends on Facebook because she is only there to sell things to people. That stuck with me because it was funny.",2024-02-24,t0004@sreflect,4
288,"Hanging out with Elliott has been a meaningful connection throughout the week. Not a new connection I made this week, but he's been very supportive and nice to me as I've been overwhelmed.",2024-02-24,t0010@sreflect,3
289,"I was really nervous about asking my professor about thesis advising, but after I talked with him I realized I've been exaggerating my worries in my head. He was actually very willing to help and I feel more at ease now.",2024-02-24,t0002@sreflect,4
290,I've been doing more studying this week that I am proud of. I'm hoping it will help me to do better on my final exam in bio.,2024-02-24,t0005@sreflect,4
291,A movie that inspired me this week was Kaathal. it talks about being true to yourself ànd how supportive people can be if u share your troubles with them!,2024-02-24,t0006@sreflect,4
292,I did not tackle any tasks as I was unproductive and did nothing,2024-02-24,t0007@sreflect,4
293,"My biggest challenge this week has been to learn to compartmentalize, not be consumed by the problems and instead learn how to come out of it. I think this will be a very useful skill to have in the future which will allow to me to stand up for myself. Next few weeks, I need to put this in practice and start to solve my issues one by one.",2024-02-24,t0017@sreflect,2
294,"This week's workload has not been much, but going into the next 2 weeks will be prepping for finals and papers. I try to get any pressing work done at the library because I know it will be hard for me to get it done at home",2024-02-24,t0020@sreflect,2
295,I had a conversation with a friend who was having a hard time and for the first time I could relate. we both feel alone sometimes. and it's heartbreaking.,2024-02-24,t0009@sreflect,3
296,My boyfriend leaving after his visit was particularly painful for me. I had so much work going on which I thought was energizing me but I was doing very little towards things that actually mattered. I don't know if I'm still out of the difficult period but I have been taking on more and more work to fill my time,2024-02-25,t0013@sreflect,3
297,A lecture that stuck with me was the discussion of the lack of cooperation on climate change in my Govt 5 class. It was bleak and both pointed out the lack of study of climate change in IR and a global failure to cooperate. As such it made me reflect on personal and academic priorities and why people seldom study such diffuse fields despite their saliance.,2024-02-25,t0018@sreflect,2
298,"I'm quite busy with a paper submission and my girlfriend, who I reach out to on a daily basis has traveled abroad.",2024-02-25,t0003@sreflect,4
299,"This has helped me get work done and enjoy more activities! That doesn't mean I don't procrastinate, though...",2024-02-25,t0004@sreflect,4
300,i haven't done any running at all it makes my chest hurt.,2024-02-25,t0005@sreflect,4
301,"I really enjoyed my quiet weekend. I like seeing my friends, but it's good to have some time alone. I got a lot of chores done, including my taxes, which felt really good. this week will be hectic so I gotta soak it in now.",2024-02-25,t0019@sreflect,2
302,"I enjoyed a meaningful conversation with my dad this week. I talked about my life in the US. It was very special because I got to connect with my dad after coming here, after a long time. I let happy and content!",2024-02-25,t0006@sreflect,4
303,better sleep. but not long enough due to external factors,2024-02-25,t0009@sreflect,3
304,I watched a TV show and exercised. The exercise more so felt rewarding because I knew I was doing something good for my body. Watching the TV show was a nice way to relax however,2024-02-25,t0020@sreflect,2
305,"Stress levels are definitely higher, but that's not necessarily due to me visiting more places. I do feel more connected in the sense that I'm interacting with more people though.",2024-02-25,t0022@sreflect,2
306,"I have been really busy past week with work, so I did not have time to spend with friends face-to-face, so I tried to stay connected with them through texts. I hope it worked, but also I want to spend more time with them in person.",2024-02-25,t0002@sreflect,4
307,Taekwondo and a dance group have taken up a lot of time and let me exercise,2024-02-25,t0007@sreflect,4
308,"Time walking around or exercising has been a refresher for my mind. Sun is starting to show up again, so I feel motivated to go out and enjoy nature, as well as appreciate the campus. I've also trying to exercise more, so going out feels like a motivation to walk.",2024-02-25,t0008@sreflect,3
309,Texting is easier for me. Today I was texting a lot to communicate with my ski group. Had a great time with the ski group once we were all at the mountain,2024-02-25,t0010@sreflect,3
310,I have been having more meetings than usual I guess. It has made me more connected to some people but also has left me with drained with little energy and time for reflection. I also got my period so I'm struggling to assess my feelings,2024-02-25,t0013@sreflect,3
311,"I think my digital habits and screen time have increased significantly in the past 10 days. I often find myself scrolling Instagram to distract myself from worrying or getting anxious by constantly thinking about something. In the next week, I want to reduce this. I want to put my time to more productive use like taking a walk or working out.",2024-02-25,t0017@sreflect,2
312,I think I just need to sleep more consistently and my pattern will go back to normal soon after finals. As such I will focus on sleeping at a more consistent time and wake up at better hours.,2024-02-26,t0018@sreflect,3
313,Not really. I am trying to cut my screen time but it is difficult because I am really stressed throughout the day and need an outlet to let out any emotions,2024-02-26,t0002@sreflect,4
314,"Yes, a few connections from my people from the past. It was nice catching up with them and reinforcing our connections.",2024-02-26,t0003@sreflect,4
315,I feel like having in-person conversations leaves me a lot more fulfilled than digital conversations ever could.,2024-02-26,t0004@sreflect,4
316,I might go to late night foco and/or stargazing with a friend or a few,2024-02-26,t0007@sreflect,4
317,"I don't think it has effected my digital habits, but I do enjoy connecting with people more in person",2024-02-26,t0011@sreflect,3
318,"going for walks is good for me. the weather today was really nice, which felt good to be in. I also tend to go with people, which also means socializing.",2024-02-26,t0019@sreflect,2
319,"I think I might reach out through text to grab a meal, but since she's really busy this term, it might be hard to schedule a time as seen in the past.",2024-02-26,t0020@sreflect,2
320,"yeah, but there's no one for me to catch up with except k and I don't want to bother him.",2024-02-26,t0005@sreflect,4
321,I had a meaningful conversation with a new person today! It helped me understand them better and make our bond stronger! it was special because they could confide in me even though we only met recently. some bonds are formed randomly and make way to our hearts!,2024-02-26,t0006@sreflect,4
322,"This week has been different from my usual weeks, because I'm in the final step in my current lab, so I don't have to work too much and can enjoy better social events around campus, like lunches with my house, events around etc. Also, I've been having meetings with some mentees, so this also counts as more conversations happening, even though those are on Zoom",2024-02-26,t0008@sreflect,3
323,"I've been running all winter just on the treadmill. But I'm very happy it was warm enough to run outside, I very much prefer running outside. Made me feel great, I love starting my day with a workout",2024-02-26,t0010@sreflect,3
324,"it's been really good. I always do better with face to face interactions, because it's nice to just get to know someone that's sitting in front of you. I've had good discussions this weekend with friends , nice interactions with union folks in person as well, and interactions with someone that I'm sort of dating. overall, the in-person thing has been good because I don't like relying on technology. too much all the time.",2024-02-26,t0014@sreflect,3
325,"I try to keep my sleep routine consistent, so I don't think changing it as this point would serve any benefit. Sometimes my schedule demands that I go to bed a little bit earlier or later",2024-02-26,t0022@sreflect,2
326,they're making me feel supported. especially when I am very tired and cranky.,2024-02-26,t0009@sreflect,3
327,I've been working in person since yesterday so that's probably why I wasn't on my phone as much. It's been really busy with end of the term right around the corner. It's not having a positive impact on sleep or physical activity. It has been pretty hectic.,2024-02-27,t0017@sreflect,3
328,"I don't think so, to be honest. There hasn't been much of a long term shift, and so I wouldn't expect to see a change in outlook or comfort levels as a result quite yet.",2024-02-27,t0022@sreflect,2
329,"A nightly ritual is not the cause of my sleep patern, being overworked and not having enough hours in the day is. I am very tired during the day as a result and have taken to drinking more caffeine. I would prefer not to but I see this as temporary measure to tide me over before the end of the term. Once that is over I hope to get back to regular sleep scehdule and back to the norm of caffeine non-consumumption. On a positive note I have been eating better recently.",2024-02-27,t0018@sreflect,3
330,I tried chicken dumpling soup for the first time and it just reminded me how much good food makes me happy. I should start healing my relationship with food instead of restricting my food intake due to body image concerns.,2024-02-27,t0002@sreflect,4
331,I think that walking to more places throughout the day makes me feel generally happier than when I stay inside.,2024-02-27,t0004@sreflect,4
332,I shared a video of a friend singing with many people. The video made me think about my home and friends and I was happy to share it with many people!,2024-02-27,t0006@sreflect,4
333,"I talked a lot about fat biking today,  which was fun to discuss",2024-02-27,t0016@sreflect,3
334,"today I drove down to Boston for a concert. didn't have time to work out, which is a bummer but I did walk a few miles to get to a ramen place. fitness goals still need some work, just gotta take it one day at a time.",2024-02-27,t0019@sreflect,2
335,"I don't think I've found phone conversations more rewarding, I've just been kind of isolated the past few days except for talking to brian.",2024-02-27,t0005@sreflect,4
336,"Getting work done, but taking breaks to get away from my screen. like washed dishes during a break, took my dog out, etc",2024-02-27,t0010@sreflect,4
337,I've been working a lot to meet a paper submission deadline. I definitely need some sleep but I think it'll have to wait for now.,2024-02-27,t0003@sreflect,4
338,"why it's fun to see new places, it's also exhausting, too. I am looking forward to being back to campus and relaxing",2024-02-27,t0009@sreflect,4
339,"I wouldn't say that any of my SMS conversations added value to my day, but rather were things I needed to check off of a to do list",2024-02-27,t0020@sreflect,2
340,It drains my energy a lot faster because I am tired more often,2024-02-27,t0007@sreflect,4
341,"I have been more stressed out recently so have spent more time trying to stay awake shifting my sleep patterns. As such, I am more tired during the day. My caffeine intake has increased, which is not ideal given caffeine boosts my anxiety. Additionally I am not fulfilling my night and morning routines and some days forgetting to shower. I am trying to be better about that despite the added pressure. I hope these are all just temporary changes.",2024-02-27,t0018@sreflect,3
342,"In my opinion, I have not been exploring more places. But if I was, I would love to take pictures of wherever I went to commemorate those memories. Maybe even share them on social media.",2024-02-28,t0017@sreflect,3
343,"When I'm out of my room more, I'm typically socializing more, which means that my connection level tends to go up. At the same time, when I'm out in public more, I also noticed that my anxiety levels tend to go up, which sometimes impedes my ability to connect with others. There's a balance that needs to be established.",2024-02-28,t0022@sreflect,2
344,Face to face interactions have helped me understand people better and read body language. it also opens more possibilities to meet new people and fun conversations!,2024-02-28,t0006@sreflect,4
345,it's something in the background I sometimes put in order to work.,2024-02-28,t0009@sreflect,4
346,"I have found that walking and working out help me get in a positive mood and increases my productivity levels. Though my screen time has declined, I haven't been able to do the above mentioned things more frequently because my workload has significantly increased because of end of term deadlines.",2024-02-28,t0017@sreflect,3
347,"It is too muddy to be walking outside. Plus, I walk enough all day because I live quite far away from my classes.",2024-02-28,t0002@sreflect,4
348,I think less phone time is the best option. maybe if I listen to music while running outside that'll motivate me,2024-02-28,t0019@sreflect,3
349,"I think that, in general, I don't call frequently enough for there to be an impact on my sleep.",2024-02-28,t0004@sreflect,4
350,"I was carrying my phone in my hand a lot today, so the phone kept getting unlocked. I have been connected to friends in other places more recently through my phone. No effect on sleep. My sleep is erratic because of workload and finals week. Lesser distractions, meetings and working with more focus can improve time management and probably increase rest time",2024-02-28,t0013@sreflect,4
351,"I've been trying to exercise more, as well as enjoy more the weather outside with some walks. This has definitely improved my mood. I feel more energized. I guess this is due to the spring of fools, and I really hope the winter don't come back haha",2024-02-28,t0008@sreflect,4
352,"With the practice qual done, I have some free time. I have been able to book more time with equipment and making progress.",2024-02-28,t0010@sreflect,4
353,It hasn't? just because I happen to have more in person conversations today does not mean my perspective must have changed,2024-02-28,t0011@sreflect,4
354,"I have met a few friends in the past few days, and it helped me think about things that I don't usually contemplate or reflect on; for example, life in campuses in california and how it compares to mine.",2024-02-28,t0012@sreflect,4
355,"I had a dream that my brother was acting like a child which reflects how I see him; I'm the eldest child and he is a teenager, but I still see him as a little boy",2024-02-28,t0020@sreflect,3
356,"i liked talking to a today in lab and then my ekt initiation was nice, I don't feel awkward talking to people there.",2024-02-28,t0005@sreflect,4
357,It boosts social interactions but damages my sleep schedule,2024-02-28,t0007@sreflect,4
358,"Today a conversation with my professor assuring me I will not fail my class stood out to me because he was nicer about it than expect and also that had been a constant source of stress for me, so I was very pleased to have that burden lifted off my shoulders. Additionally I have been picking up more shifts at work so it is possible I have interacted with more people there.",2024-02-29,t0018@sreflect,3
359,"I have still been texting the person I've started seeing. we've been texting waaaay too much, but it's also been so wonderful to be into someone as much as they are into me. the texting keeps the flames alive while we navigate our busy schedules and seeing each other.",2024-02-29,t0014@sreflect,4
360,It's been mostly customer calls. But I have real good in person chats that have helped me gain clarity on some of my ideas.,2024-02-29,t0003@sreflect,5
361,"I definitely prefer outdoor activities over gym activities, so it may very well be that that is my focus during the spring.",2024-02-29,t0004@sreflect,5
362,I feel like I do not have enough time to try a new sport because finals are starting.,2024-02-29,t0002@sreflect,5
363,I have enriched my social interactions by talking and texting other people,2024-02-29,t0007@sreflect,4
364,I am more focused on other things and baking again. But I am very busy so that's why it wasn't that great a day.,2024-02-29,t0009@sreflect,4
365,"I hit some different places on campus today, no where I feel like I need to go back to though. I think I'm doing ok with communication but I'm getting tired of meetings every week. very ready to no longer be student council president",2024-02-29,t0019@sreflect,3
366,"It definitely makes me feel more accomplished at the end of the day, but it can be draining in its own way. Hasn't had much impact on my routine or relations with others yet thoufh",2024-02-29,t0022@sreflect,3
367,"I typically am not much of a caller, so fade probably just means I had a weird uptick in calls lately. when my texting is increasing, it's probably relating to planning things. which means I have actually had the chance to do fun things lately.",2024-02-29,t0010@sreflect,4
368,"I work as a classroom aide at a daycare and one of the children started singing the song ""Rosanna"" by Toto which he learned from his dad. it was the cutest thing ever and I was glad to see that little kids are getting exposed to the hits from the 80s",2024-02-29,t0020@sreflect,3
369,There's no new insight. just normal day to day fluctuations,2024-02-29,t0011@sreflect,4
370,"It's fun to have time outside of work to have chats and do exercises, but it's counterproductive when that time gets too long and I spend too much energy on leisures",2024-02-29,t0012@sreflect,4
371,talking to people in person has been helpful. i like face to face conversations,2024-02-29,t0005@sreflect,4
372,"At this point, I'm trying to shift my habits a little bit, to have a more balanced and healthy life. The need to change and stop feeling tired all the time is what motivated me to make these changes. I'm trying to allow my body and mind to rest way before exhaustion.",2024-02-29,t0008@sreflect,4
373,"I don't know that has specific advantages, definitely not over in person. sometimes calls are difficult because I'm not in the place where I can be talking to someone at the moment, so texting can be nice because then I can just respond to them wherever I happen to be or whatever happened to be doing. I always prefer in person communication over texting or calls though.",2024-02-29,t0014@sreflect,4
374,"My screen time has reduced, but it was really because I was incredibly busy with meetings and research work. Currently, most of my work is computational and most meetings are on Zoom, because I'm working with collaborators from other institutions. So, overall my screen time has increased but my phone usage has declined.",2024-03-01,t0017@sreflect,3
375,"Staying inside has been great for recharging both my personal and social battery because I have not had as much time recently. As such if I am staying in my dorm I am less likely to be busy and being in my dorm grants me the ability to catch up on sleep, which I sorely need.",2024-03-01,t0018@sreflect,3
376,my friend checking in on me because they know how busy I am. but also reminding of things that are due. i appreciate their support even though they arent in astronomy,2024-03-01,t0009@sreflect,4
377,I think it's going decently. it's nice to be around people more. I'm worried about the next few weeks when there's less people around but I'll figure it out.,2024-03-01,t0019@sreflect,3
378,I've connected to fellow dartmouth students with face to face talking,2024-03-01,t0007@sreflect,5
379,"I go on apps when I want to take a break in between working or when I'm eating or at the end of the day. It's currently finals season, so I might be using apps less.",2024-03-01,t0020@sreflect,3
380,"It's a bit hard to manage my screen time right now. I'm more stressed because of work, which means I'm more susceptible to bad habits. I don't find that it's majorly impacted my fitness goals, however, as I'm still exercising frequently",2024-03-01,t0022@sreflect,3
381,I enjoyed having a conversation with my significant other! I enjoy being vulnerable around him and feeling loved.,2024-03-01,t0004@sreflect,5
382,I've realised that in-person talks help me connect with the people more and convey my emotions properly. it helps me stay rooted and happy.,2024-03-01,t0006@sreflect,5
383,"Trying to establish a night routine and sleeping schedule has been really good for me. This past week I've been trying to go to bed before 22h30, so I can wake up early not feeling tired, and then have time to exercise or have a longer breakfast. This definitely added some calm to my routine.",2024-03-01,t0008@sreflect,4
384,"it is a habit for me to open Instagram all the time, for no reason. I really should try to stop that.",2024-03-01,t0010@sreflect,4
385,"Face to face interactions have been extremely helpful for me to feel good. It reminds that I have a great support system that I can leverage, as long as I reach out. It's also a great feeling to have something to do outside of work.",2024-03-01,t0017@sreflect,3
386,i didn't want to do my problem set but I did most of it the night before and also I read some of my textbook and watched the biology pre lecture.,2024-03-02,t0005@sreflect,5
387,I've felt good this week when I'm spending time with the animals. I think being around them just makes me happy. time with friends was good too.,2024-03-02,t0019@sreflect,3
388,"I move on to preparing for a different final when I get tired of the one I'm  working on. That way, I won't waste my time trying to do one thing when I've reached the point where it's going nowhere.",2024-03-02,t0020@sreflect,3
389,I had to have a conversation with my significant other about what we both we concerned about with our relationship and I think we both came out as better people.,2024-03-02,t0004@sreflect,5
390,I had a deep conversation with one of my closest friends this week! I felt heard and supported. I felt like my views mattered and I could make a difference!,2024-03-02,t0006@sreflect,5
391,"I was quite nervous to attend the rally supporting two Dartmouth students who were arrested recently. Doing so not only allowed me to support a cause I care about, but finished the cognitive dissonance I had been feeling really intensely these past couple weeks. It allowed me to realize that I have to follow my conscience.",2024-03-02,t0022@sreflect,3
392,I had a conversation with my friend about life and living,2024-03-02,t0007@sreflect,5
393,"motivation for a second project but as i started to get the results and they weren't horrible, i felt better",2024-03-02,t0009@sreflect,4
394,"I did my practice qual publicly and survived. This was big milestone for second year of graduate school, feels good to have it done and out of the way. And also helps that most of the feedback was positive",2024-03-02,t0010@sreflect,4
395,"I was feeling a bit down since not many people came to my birthday party. but the friends who didn't make it organized a surprise party, which I didn't expect and defiantly made me appreciate them more",2024-03-02,t0011@sreflect,4
396,"Today I overcame my fear of role skating, and that made me realize how many things in life are about practice and guidance.",2024-03-02,t0008@sreflect,4
397,"Unfortunately, I cannot remember a specific moment where I felt understood this week. It was a hectic week with a lot of time by myself on the desk doing work.",2024-03-03,t0012@sreflect,4
398,I feel I've started balancing out my social life pretty well. I call people and text people and also spend time with people in real life.,2024-03-03,t0006@sreflect,5
399,It goes against my goals because I would like to cut down on electronics usage,2024-03-03,t0007@sreflect,5
400,"I will going to campus most of the week, so I'll see people in person",2024-03-03,t0009@sreflect,4
401,"Not really, there are just natural fluctuations between how many calls I receive and texts that I get. I can't clearly distinguish any particular change unfortunately.",2024-03-03,t0022@sreflect,3
402,"how much I'm talking to people seems to be pretty dependent on what day of the week it is. weekends are a lot quieter than weekdays, but I have more time to go outside and qorkout",2024-03-03,t0019@sreflect,3
