uid,day,prompt,category
t0009@sreflect,2024-02-16 21:01:57.453,Your in-person conversations are on the rise — any recent heartwarming or noteworthy chats?,social_interaction
t0014@sreflect,2024-02-16 23:15:36.131,"With SMS and screen time up, what's one convo that stands out today and why?",digital_habits
t0014@sreflect,2024-02-16 23:15:36.131,Your messages and meet-ups are on the rise! How is this influencing your everyday rhythm?,social_interaction
t0014@sreflect,2024-02-16 23:15:36.131,"With SMS and screen time up, what's one convo that stands out today and why?",digital_habits
t0018@sreflect,2024-02-17 12:35:22.174,"Noticing you're unlocking your phone more often, how might setting specific times for checking it enhance your focus and relaxation today?",digital_habits
t0018@sreflect,2024-02-17 12:35:22.174,"Noticing you're unlocking your phone more often, how might setting specific times for checking it enhance your focus and relaxation today?",digital_habits
t0018@sreflect,2024-02-17 12:35:22.174,"Noticing you're unlocking your phone more often, how might setting specific times for checking it enhance your focus and relaxation today?",digital_habits
t0016@sreflect,2024-02-17 20:28:47.864,Recall a study session that really clicked for you this week. What made it effective? Keep up the great work!,physical_fitness
t0016@sreflect,2024-02-17 20:28:47.864,How did embracing silence or music this week amplify your study sessions? Keep up the great work; each step is progress.,social_interaction
t0016@sreflect,2024-02-17 20:28:47.864,Recall a study session that really clicked for you this week. What made it effective? Keep up the great work!,physical_fitness
t0022@sreflect,2024-02-17 20:35:39.378,Reflect on a recent challenge you conquered this week and how it has propelled your personal growth. Keep thriving!,physical_fitness
t0022@sreflect,2024-02-17 20:35:39.378,Reflect on a recent small victory or progress in your studies that gave you a sense of achievement this week. Appreciate your efforts!,physical_fitness
t0022@sreflect,2024-02-17 20:35:39.378,Reflect on a recent challenge you conquered this week and how it has propelled your personal growth. Keep thriving!,physical_fitness
t0006@sreflect,2024-02-17 21:10:26.494,"Reflect on a time this week when your spirit felt fully charged. Who or what contributed to that vibe? Always here to celebrate your wins, keep going!",sleep
t0006@sreflect,2024-02-17 21:10:26.494,Reflect on a conversation this week that uplifted your spirits. What was special about it? Keep embracing your journey!,social_interaction
t0006@sreflect,2024-02-17 21:10:26.494,"Reflect on a time this week when your spirit felt fully charged. Who or what contributed to that vibe? Always here to celebrate your wins, keep going!",sleep
t0002@sreflect,2024-02-17 21:11:08.892,Reflect on a challenge from the past week. How did you adapt or overcome it? Keep up the great work on your journey!,physical_fitness
t0002@sreflect,2024-02-17 21:11:08.892,Reflect on a challenge from this week and how it helped you grow. Thank yourself for persevering!,physical_fitness
t0002@sreflect,2024-02-17 21:11:08.892,Reflect on a challenge from the past week. How did you adapt or overcome it? Keep up the great work on your journey!,physical_fitness
t0004@sreflect,2024-02-17 21:03:05.973,"Reflecting on the week, what single experience gave you the most strength and why? Appreciate your strides and keep it up!",physical_fitness
t0004@sreflect,2024-02-17 21:03:05.973,"Reflect on a recent setback and what you learned from it. How will you apply this insight next week? Keep growing, you're doing great!",physical_fitness
t0004@sreflect,2024-02-17 21:03:05.973,"Reflecting on the week, what single experience gave you the most strength and why? Appreciate your strides and keep it up!",physical_fitness
t0020@sreflect,2024-02-17 21:08:42.976,Reflect on a particular challenge this week and how it's shaped your understanding of resilience or personal growth. Thanks for sharing your journey!,social_interaction
t0020@sreflect,2024-02-17 21:08:42.976,"Reflect on a study strategy that really clicked for you this week and how it improved your understanding of a tough subject. Thanks for sharing, keep going!",physical_fitness
t0020@sreflect,2024-02-17 21:08:42.976,Reflect on a particular challenge this week and how it's shaped your understanding of resilience or personal growth. Thanks for sharing your journey!,social_interaction
t0010@sreflect,2024-02-17 21:55:17.657,Reflect on a moment this week when you felt truly listened to. How did that impact your day? Keep championing your story!,sleep
t0010@sreflect,2024-02-17 21:55:17.657,Reflect on a moment this week that gave you a sense of accomplishment. What did it teach you? Thanks for sharing your journey!,physical_fitness
t0010@sreflect,2024-02-17 21:55:17.657,Reflect on a moment this week when you felt truly listened to. How did that impact your day? Keep championing your story!,sleep
t0005@sreflect,2024-02-17 22:32:09.790,Reflect on one interpersonal challenge from the past week. Did it spark personal growth? Keep shining!,social_interaction
t0005@sreflect,2024-02-17 22:32:09.790,What small triumph did you have this week that feels like a win? Reflect on this moment and give thanks to yourself for it. Keep going!,physical_fitness
t0005@sreflect,2024-02-17 22:32:09.790,Reflect on one interpersonal challenge from the past week. Did it spark personal growth? Keep shining!,social_interaction
t0008@sreflect,2024-02-17 22:52:07.950,Reflect on a friendship that grew stronger this week and why it's been a highlight. Thanks for opening up! Keep thriving!,social_interaction
t0008@sreflect,2024-02-17 22:52:07.950,"Reflect on a specific moment this week that made you smile, and how it reflects the beauty in your routine. Keep shining!",sleep
t0008@sreflect,2024-02-17 22:52:07.950,Reflect on a friendship that grew stronger this week and why it's been a highlight. Thanks for opening up! Keep thriving!,social_interaction
t0009@sreflect,2024-02-17 21:02:35.448,"Reflect on a personal challenge you overcame this week; what did it teach you about your resilience? Thanks for sharing, keep soaring!",social_interaction
t0009@sreflect,2024-02-17 21:02:35.448,"Reflect on a time this week when you overcame an obstacle. What did it teach you? Stay strong, your journey is inspiring!",physical_fitness
t0009@sreflect,2024-02-17 21:02:35.448,"Reflect on a personal challenge you overcame this week; what did it teach you about your resilience? Thanks for sharing, keep soaring!",social_interaction
t0012@sreflect,2024-02-17 23:49:27.667,Reflect on a moment this week where you felt especially proud of your achievements. What sparked that feeling? Keep up the great work!,physical_fitness
t0012@sreflect,2024-02-17 23:49:27.667,Reflect on one strategy that helped you stay focused this week. Thanks for sharing your journey!,physical_fitness
t0012@sreflect,2024-02-17 23:49:27.667,Reflect on a moment this week where you felt especially proud of your achievements. What sparked that feeling? Keep up the great work!,physical_fitness
t0019@sreflect,2024-02-18 07:28:37.384,Reflect on a skill or topic you delved into this week. How has it enhanced your perspective or academic journey? Keep exploring and growing!,digital_habits
t0019@sreflect,2024-02-18 07:28:37.384,Reflect on a skill or topic you delved into this week. How has it enhanced your perspective or academic journey? Keep exploring and growing!,digital_habits
t0019@sreflect,2024-02-18 07:28:37.384,Reflect on a skill or topic you delved into this week. How has it enhanced your perspective or academic journey? Keep exploring and growing!,digital_habits
t0007@sreflect,2024-02-18 14:11:36.698,Reflect on this week's turning points that nudged you toward balance. What did you learn and how do you feel about it? Thanks for sharing your journey!,physical_fitness
t0007@sreflect,2024-02-18 14:11:36.698,Reflect on this week's turning points that nudged you toward balance. What did you learn and how do you feel about it? Thanks for sharing your journey!,physical_fitness
t0007@sreflect,2024-02-18 14:11:36.698,Reflect on this week's turning points that nudged you toward balance. What did you learn and how do you feel about it? Thanks for sharing your journey!,physical_fitness
t0018@sreflect,2024-02-18 14:36:08.809,"Reflect on a self-care practice you've found valuable this week, and how it's helped you navigate your days. Thanks for sharing your journey!",physical_fitness
t0018@sreflect,2024-02-18 14:36:08.809,"Reflect on a self-care practice you've found valuable this week, and how it's helped you navigate your days. Thanks for sharing your journey!",physical_fitness
t0018@sreflect,2024-02-18 14:36:08.809,"Reflect on a self-care practice you've found valuable this week, and how it's helped you navigate your days. Thanks for sharing your journey!",physical_fitness
t0016@sreflect,2024-02-18 20:04:10.415,Your exploration seems to be on an uptick with more new places visited! Reflect on a spot that stood out and why it captured your interest.,physical_fitness
t0016@sreflect,2024-02-18 20:04:10.415,You've been stepping out more and trying new spaces. What new place did you explore this week and how did it shape your day?,physical_fitness
t0016@sreflect,2024-02-18 20:04:10.415,Your exploration seems to be on an uptick with more new places visited! Reflect on a spot that stood out and why it captured your interest.,physical_fitness
t0022@sreflect,2024-02-18 20:23:55.645,"Lately, you're exploring quieter moments. Could you share what these slices of solitude have brought to your life?",social_interaction
t0022@sreflect,2024-02-18 20:23:55.645,Notice any changes to your routine when screen time reduced? What will you do differently next week?,digital_habits
t0022@sreflect,2024-02-18 20:23:55.645,"Lately, you're exploring quieter moments. Could you share what these slices of solitude have brought to your life?",social_interaction
t0015@sreflect,2024-02-18 21:06:49.403,"Lately, you've been more walkative than usual! How does this uptick in perambulation serve you?",physical_fitness
t0015@sreflect,2024-02-18 21:06:49.403,Your phone calls have shortened while texts are on the rise. Reflect on how text conversations compare to calls in conveying emotions this past week.,digital_habits
t0015@sreflect,2024-02-18 21:06:49.403,"Lately, you've been more walkative than usual! How does this uptick in perambulation serve you?",physical_fitness
t0006@sreflect,2024-02-18 21:27:07.963,Your increased phone calls suggest more chats. Could you share how one of these conversations positively impacted your week?,digital_habits
t0006@sreflect,2024-02-18 21:27:07.963,Your phone calls are up – how does this shift in communication impact your sense of connection this week?,digital_habits
t0006@sreflect,2024-02-18 21:27:07.963,Your increased phone calls suggest more chats. Could you share how one of these conversations positively impacted your week?,digital_habits
t0012@sreflect,2024-02-18 21:04:33.967,"Lately, your digital exchanges are on the upswing. Can you share how this has impacted your daily routine or study habits?",digital_habits
t0012@sreflect,2024-02-18 21:04:33.967,Your increased outgoing calls suggest reaching out more. What's a call you made this week that added a dash of joy to your day?,digital_habits
t0012@sreflect,2024-02-18 21:04:33.967,"Lately, your digital exchanges are on the upswing. Can you share how this has impacted your daily routine or study habits?",digital_habits
t0019@sreflect,2024-02-18 21:04:49.973,You've been less active physically this past week. What's a new activity you're planning to try to move more?,physical_fitness
t0019@sreflect,2024-02-18 21:04:49.973,Seems like you've dialed back on screen time. How might this change benefit your physical fitness goals?,physical_fitness
t0019@sreflect,2024-02-18 21:04:49.973,You've been less active physically this past week. What's a new activity you're planning to try to move more?,physical_fitness
t0002@sreflect,2024-02-18 21:29:25.858,"Noticed your time at the gym is up. What new workout or routine inspired this change, and how does it feel integrating it?",physical_fitness
t0002@sreflect,2024-02-18 21:29:25.858,Noticed you've been spending more time at the gym. How is this impacting your routine and feelings?,physical_fitness
t0002@sreflect,2024-02-18 21:29:25.858,"Noticed your time at the gym is up. What new workout or routine inspired this change, and how does it feel integrating it?",physical_fitness
t0003@sreflect,2024-02-18 21:32:08.743,Your decreased screen time suggests more space for other activities. Could you pinpoint how this has influenced your social interactions this past week?,social_interaction
t0003@sreflect,2024-02-18 21:32:08.743,You've been partaking in more walks recently. How has this change contributed to your social interactions and overall mood?,physical_fitness
t0003@sreflect,2024-02-18 21:32:08.743,Your decreased screen time suggests more space for other activities. Could you pinpoint how this has influenced your social interactions this past week?,social_interaction
t0020@sreflect,2024-02-18 21:34:31.049,You've been clocking less screen time lately. What have you been doing instead that you've found rewarding or enjoyable?,digital_habits
t0020@sreflect,2024-02-18 21:34:31.049,Your quieter phone activity suggests you're having less chatter. Could focusing on quality conversations be a silver lining in this?,digital_habits
t0020@sreflect,2024-02-18 21:34:31.049,You've been clocking less screen time lately. What have you been doing instead that you've found rewarding or enjoyable?,digital_habits
t0008@sreflect,2024-02-18 21:54:30.420,You're visiting new places more these days. What's a memorable spot from last week and how did being there make you feel?,digital_habits
t0008@sreflect,2024-02-18 21:54:30.420,"Choosing a bedtime that's earlier than last week, how might this impact your sleep and energy levels?",sleep
t0008@sreflect,2024-02-18 21:54:30.420,You're visiting new places more these days. What's a memorable spot from last week and how did being there make you feel?,digital_habits
t0005@sreflect,2024-02-18 22:44:53.151,"Your texts have been more frequent lately. What prompted this shift, and how do you feel about the change in your digital communication?",digital_habits
t0005@sreflect,2024-02-18 22:44:53.151,"Noticing more time texting and less time on calls, how has this shift in communication impacted your daily interactions?",digital_habits
t0005@sreflect,2024-02-18 22:44:53.151,"Your texts have been more frequent lately. What prompted this shift, and how do you feel about the change in your digital communication?",digital_habits
t0010@sreflect,2024-02-18 22:17:05.903,"You're phoning out more lately! Who's the lucky person who gets to hear your voice, and how does that make you feel?",digital_habits
t0010@sreflect,2024-02-18 22:17:05.903,Notice you're picking up the phone more for outgoing calls. What's the reason behind this swap from texts and who's on the other end?,digital_habits
t0010@sreflect,2024-02-18 22:17:05.903,"You're phoning out more lately! Who's the lucky person who gets to hear your voice, and how does that make you feel?",digital_habits
t0014@sreflect,2024-02-18 22:20:30.164,Your walks are longer lately; how does that resonate with your mood and social interactions?,physical_fitness
t0014@sreflect,2024-02-18 22:20:30.164,Your increased walks seem refreshing. Could you share how changing up your routine impacted your week?,physical_fitness
t0014@sreflect,2024-02-18 22:20:30.164,Your walks are longer lately; how does that resonate with your mood and social interactions?,physical_fitness
t0007@sreflect,2024-02-18 22:48:07.236,"With phone calls down and social app use up, reflect on how this shift impacts your social connections.",social_interaction
t0007@sreflect,2024-02-18 22:48:07.236,You've curtailed screen time lately. How might this help you continue to foster mindful digital usage?,digital_habits
t0007@sreflect,2024-02-18 22:48:07.236,"With phone calls down and social app use up, reflect on how this shift impacts your social connections.",social_interaction
t0009@sreflect,2024-02-18 21:01:59.546,"Your screen time is up, what new app made your week better, and how might it help with future tasks?",digital_habits
t0009@sreflect,2024-02-18 21:01:59.546,You're chatting more on the go but seldom at home. How could finding a cozy spot for calls improve your week?,digital_habits
t0009@sreflect,2024-02-18 21:01:59.546,"Your screen time is up, what new app made your week better, and how might it help with future tasks?",digital_habits
t0018@sreflect,2024-02-19 16:07:41.312,"Your social call duration dropped last week. Who did you catch up with less, and what might recharge those connections?",social_interaction
t0018@sreflect,2024-02-19 16:07:41.312,"Your social call duration dropped last week. Who did you catch up with less, and what might recharge those connections?",social_interaction
t0018@sreflect,2024-02-19 16:07:41.312,"Your social call duration dropped last week. Who did you catch up with less, and what might recharge those connections?",social_interaction
t0016@sreflect,2024-02-19 20:33:02.611,You've been visiting more places but home time's decreased. How will you balance adventure with downtime this coming week?,social_interaction
t0016@sreflect,2024-02-19 20:33:02.611,You've been exploring more and spending less time at home. Share about a recent meaningful interaction you had while out.,social_interaction
t0016@sreflect,2024-02-19 20:33:02.611,You've been visiting more places but home time's decreased. How will you balance adventure with downtime this coming week?,social_interaction
t0022@sreflect,2024-02-19 20:32:59.976,Reflect on how a specific social interaction today brought you a moment of joy or comfort.,social_interaction
t0022@sreflect,2024-02-19 20:32:59.976,Your call patterns suggest less receiving but more initiating. How does yo'tur balance of reaching out and being reached to shape your social experience?,social_interaction
t0022@sreflect,2024-02-19 20:32:59.976,Reflect on how a specific social interaction today brought you a moment of joy or comfort.,social_interaction
t0003@sreflect,2024-02-19 21:05:04.792,Your phone calls have dwindled recently. How have changes in your communicative behavior touched your daily interactions or mood?,digital_habits
t0003@sreflect,2024-02-19 21:05:04.792,Noticing more in-person chit-chat lately? Reflect on a memorable conversation and how it uplifted your spirits.,social_interaction
t0003@sreflect,2024-02-19 21:05:04.792,Your phone calls have dwindled recently. How have changes in your communicative behavior touched your daily interactions or mood?,digital_habits
t0010@sreflect,2024-02-19 21:13:23.190,Craft a perfect study playlist for your next session; how does it boost your concentration?,sleep
t0010@sreflect,2024-02-19 21:13:23.190,Seems like you're texting more but spending less time in person. Consider how this shift affects your social fulfillment?,social_interaction
t0010@sreflect,2024-02-19 21:13:23.190,Craft a perfect study playlist for your next session; how does it boost your concentration?,sleep
t0011@sreflect,2024-02-19 21:09:06.961,Your increase in screen time suggests a digital-heavy routine. How might balancing online and offline activities improve your day?,digital_habits
t0011@sreflect,2024-02-19 21:09:06.961,"Your roaming has ramped up—what new place ignited your curiosity, and how did it impact you?",digital_habits
t0011@sreflect,2024-02-19 21:09:06.961,Your increase in screen time suggests a digital-heavy routine. How might balancing online and offline activities improve your day?,digital_habits
t0019@sreflect,2024-02-19 21:19:20.346,Noticed you've been running more lately. How's it boosting your energy levels?,physical_fitness
t0019@sreflect,2024-02-19 21:19:20.346,It looks like your running duration has had a significant uptick! How are you finding the balance between this new energy in fitness and your screen time?,physical_fitness
t0019@sreflect,2024-02-19 21:19:20.346,Noticed you've been running more lately. How's it boosting your energy levels?,physical_fitness
t0006@sreflect,2024-02-19 21:34:56.812,You’ve been texting more but having fewer calls. What's the coolest thing you've texted about recently?,digital_habits
t0006@sreflect,2024-02-19 21:34:56.812,"Your SMS messages are up! Who have you connected with recently, and how did this texting bring a bright spot to your day?",digital_habits
t0006@sreflect,2024-02-19 21:34:56.812,You’ve been texting more but having fewer calls. What's the coolest thing you've texted about recently?,digital_habits
t0014@sreflect,2024-02-19 22:10:55.621,"As you're visiting more places, how has the change of scenery impacted your day?",digital_habits
t0014@sreflect,2024-02-19 22:10:55.621,You’re chatting more in person and visiting new spots! How’s this change shaping your thoughts and mood?,social_interaction
t0014@sreflect,2024-02-19 22:10:55.621,"As you're visiting more places, how has the change of scenery impacted your day?",digital_habits
t0020@sreflect,2024-02-19 21:58:23.832,"Your SMS activity is up, suggesting more remote connections. How do those conversations support your sense of community during a quiet academic term?",social_interaction
t0020@sreflect,2024-02-19 21:58:23.832,It seems you're texting more and calling less. Consider how this shift impacts your connections with friends and family.,digital_habits
t0020@sreflect,2024-02-19 21:58:23.832,"Your SMS activity is up, suggesting more remote connections. How do those conversations support your sense of community during a quiet academic term?",social_interaction
t0007@sreflect,2024-02-19 22:14:59.045,"Noticing more in-person chats recently, what new connections or conversations sparked joy for you?",social_interaction
t0007@sreflect,2024-02-19 22:14:59.045,Seeing more faces lately? Share how in-person interactions are boosting your mood.,social_interaction
t0007@sreflect,2024-02-19 22:14:59.045,"Noticing more in-person chats recently, what new connections or conversations sparked joy for you?",social_interaction
t0008@sreflect,2024-02-19 22:35:31.545,"Your in-person chats are up, even as digital pings slide; how's this shift shaping your day-to-day?",social_interaction
t0008@sreflect,2024-02-19 22:35:31.545,Consider one self-care action to enhance your sleep tonight. What will it be?,sleep
t0008@sreflect,2024-02-19 22:35:31.545,"Your in-person chats are up, even as digital pings slide; how's this shift shaping your day-to-day?",social_interaction
t0005@sreflect,2024-02-19 23:11:56.332,"Your walking duration is up. What's motivating this change, and how does it align with your fitness goals?",physical_fitness
t0005@sreflect,2024-02-19 23:11:56.332,You seem to be walking more lately. How has this shift in physical activity influenced your daily routine?,physical_fitness
t0005@sreflect,2024-02-19 23:11:56.332,"Your walking duration is up. What's motivating this change, and how does it align with your fitness goals?",physical_fitness
t0009@sreflect,2024-02-19 21:32:42.450,You've dialed back on apps lately; how's that shaped your focus or relaxation?,digital_habits
t0009@sreflect,2024-02-19 21:32:42.450,You've been dialing out more often. Who did you call recently and how did that conversation uplift you?,social_interaction
t0009@sreflect,2024-02-19 21:32:42.450,You've dialed back on apps lately; how's that shaped your focus or relaxation?,digital_habits
t0018@sreflect,2024-02-19 23:05:39.848,Noticed your time at dorm has spiked. How might you make your space more supportive of your wellness and sleep priorities?,sleep
t0018@sreflect,2024-02-19 23:05:39.848,You've been texting more lately. How does this form of connecting with friends align with your ideal social interactions?,social_interaction
t0018@sreflect,2024-02-19 23:05:39.848,Noticed your time at dorm has spiked. How might you make your space more supportive of your wellness and sleep priorities?,sleep
t0012@sreflect,2024-02-20 00:10:14.125,Your increased outgoing calls suggest strengthened connections. How has this shift affected your mood or daily patterns?,social_interaction
t0012@sreflect,2024-02-20 00:10:14.125,Your increased outgoing calls suggest strengthened connections. How has this shift affected your mood or daily patterns?,social_interaction
t0012@sreflect,2024-02-20 00:10:14.125,Your increased outgoing calls suggest strengthened connections. How has this shift affected your mood or daily patterns?,social_interaction
t0022@sreflect,2024-02-20 20:07:26.724,You've visited new places but spent more time in the dorm. How has this shift in environment influenced your daily routine?,physical_fitness
t0022@sreflect,2024-02-20 20:07:26.724,"You’re visiting more places but seem less chatty on calls. What new spot did you find, and how did it shape your day?",digital_habits
t0022@sreflect,2024-02-20 20:07:26.724,You've visited new places but spent more time in the dorm. How has this shift in environment influenced your daily routine?,physical_fitness
t0016@sreflect,2024-02-20 21:14:13.319,Noticed you're texting more but calling less. Try calling a friend today & share how it differed from texting.,digital_habits
t0016@sreflect,2024-02-20 21:14:13.319,Your SMS conversation is rising! Who made you thankful with their messages today?,digital_habits
t0016@sreflect,2024-02-20 21:14:13.319,Noticed you're texting more but calling less. Try calling a friend today & share how it differed from texting.,digital_habits
t0017@sreflect,2024-02-20 21:04:18.418,"Reflecting on the upward trend in your social interactions, how have these conversations and meet-ups enriched your day?",social_interaction
t0017@sreflect,2024-02-20 21:04:18.418,Your increased social interactions lately are impressive! Reflect on how this shift has influenced your outlook or energy levels.,social_interaction
t0017@sreflect,2024-02-20 21:04:18.418,"Reflecting on the upward trend in your social interactions, how have these conversations and meet-ups enriched your day?",social_interaction
t0019@sreflect,2024-02-20 21:02:24.056,You're reaching out less via calls but more in person and through texts. What benefits have you noticed with this shift in how you communicate?,digital_habits
t0019@sreflect,2024-02-20 21:02:24.056,Seeing a shift toward texting over calls lately. How do you feel this has affected your relationships?,digital_habits
t0019@sreflect,2024-02-20 21:02:24.056,You're reaching out less via calls but more in person and through texts. What benefits have you noticed with this shift in how you communicate?,digital_habits
t0002@sreflect,2024-02-20 21:12:42.153,I see you've been visiting new places but your calls and texts have dropped. Can you share what's drawing you to these spots and how it's impacting you?,digital_habits
t0002@sreflect,2024-02-20 21:12:42.153,Your increased time at dorm and gym suggests indoor socializing. How did a recent indoor hangout contrast with previous digital catch-ups?,social_interaction
t0002@sreflect,2024-02-20 21:12:42.153,I see you've been visiting new places but your calls and texts have dropped. Can you share what's drawing you to these spots and how it's impacting you?,digital_habits
t0004@sreflect,2024-02-20 21:08:59.555,Reflect on how your current digital habits are contributing to better sleep and how you might further enhance this balance.,sleep
t0004@sreflect,2024-02-20 21:08:59.555,Facing a dip in social interactions can be tough. How might reengaging through texts or calls benefit your sleep rhythm and overall well-being?,social_interaction
t0004@sreflect,2024-02-20 21:08:59.555,Reflect on how your current digital habits are contributing to better sleep and how you might further enhance this balance.,sleep
t0005@sreflect,2024-02-20 21:02:29.292,You've been spending more time at the gym lately. Reflect on how this shift is supporting your wellness journey.,physical_fitness
t0005@sreflect,2024-02-20 21:02:29.292,You're engaging with entertainment apps more. How are they adding value to your daily routine?,digital_habits
t0005@sreflect,2024-02-20 21:02:29.292,You've been spending more time at the gym lately. Reflect on how this shift is supporting your wellness journey.,physical_fitness
t0015@sreflect,2024-02-20 21:11:24.006,"Your in-person chatter has spiked, which is fab! How has this shift to face-to-face impacted your daily vibe and connections?",social_interaction
t0015@sreflect,2024-02-20 21:11:24.006,Noticing any changes in your dream content as your sleep shifts? How might you recapture those lost Z's tonight?,sleep
t0015@sreflect,2024-02-20 21:11:24.006,"Your in-person chatter has spiked, which is fab! How has this shift to face-to-face impacted your daily vibe and connections?",social_interaction
t0006@sreflect,2024-02-20 21:17:25.321,You're opting for calls over texts lately. How has this shift affected your social interactions?,digital_habits
t0006@sreflect,2024-02-20 21:17:25.321,"Seeing a shift in screen time, could you explore one benefit of unplugging for a bit?",digital_habits
t0006@sreflect,2024-02-20 21:17:25.321,You're opting for calls over texts lately. How has this shift affected your social interactions?,digital_habits
t0008@sreflect,2024-02-20 21:38:40.522,Reflect on one positive moment from today that made you smile or feel at peace.,sleep
t0008@sreflect,2024-02-20 21:38:40.522,Reflect on one positive experience you had while being at home more lately.,sleep
t0008@sreflect,2024-02-20 21:38:40.522,Reflect on one positive moment from today that made you smile or feel at peace.,sleep
t0018@sreflect,2024-02-20 21:35:19.404,"Your texts are up, but in-person chats and visits to new places are down. Got thoughts on balancing digital and real-world socializing?",social_interaction
t0018@sreflect,2024-02-20 21:35:19.404,Your increased screen time suggests more digital engagement. What steps can you take to balance this with your sleep and social goals?,digital_habits
t0018@sreflect,2024-02-20 21:35:19.404,"Your texts are up, but in-person chats and visits to new places are down. Got thoughts on balancing digital and real-world socializing?",social_interaction
t0007@sreflect,2024-02-20 21:41:52.364,Reflect on increasing visits to new locations; how do these experiences enrich your college life?,digital_habits
t0007@sreflect,2024-02-20 21:41:52.364,"Spending less time on calls and more in person, how are these real-world interactions affecting your wellbeing?",digital_habits
t0007@sreflect,2024-02-20 21:41:52.364,Reflect on increasing visits to new locations; how do these experiences enrich your college life?,digital_habits
t0010@sreflect,2024-02-20 22:03:50.769,Been reaching out less via text but still embracing calls. How has this switch impacted your daily connections?,digital_habits
t0010@sreflect,2024-02-20 22:03:50.769,"Based on your digital habits, you're unlocking your phone more. What's the new routine prompting this?",digital_habits
t0010@sreflect,2024-02-20 22:03:50.769,Been reaching out less via text but still embracing calls. How has this switch impacted your daily connections?,digital_habits
t0012@sreflect,2024-02-20 22:33:53.983,Your gym time is up! How has that influenced your study time or relaxation moments?,physical_fitness
t0012@sreflect,2024-02-20 22:33:53.983,"Noticing your screen time is stable, but your phone unlocks have lessened. How has this shift affected the quality of your focused activities?",digital_habits
t0012@sreflect,2024-02-20 22:33:53.983,Your gym time is up! How has that influenced your study time or relaxation moments?,physical_fitness
t0009@sreflect,2024-02-20 21:01:47.243,Noticing fewer calls and texts but stable in-person chats; has this changed how you connect with friends?,social_interaction
t0009@sreflect,2024-02-20 21:01:47.243,"Noticed less walking lately; could a short, daily outdoor stroll boost your mood or creativity?",physical_fitness
t0009@sreflect,2024-02-20 21:01:47.243,Noticing fewer calls and texts but stable in-person chats; has this changed how you connect with friends?,social_interaction
t0003@sreflect,2024-02-20 22:28:27.220,Your recent calls show a shift towards outgoing more than incoming. Has initiating conversations affected your relationships or wellbeing?,social_interaction
t0003@sreflect,2024-02-20 22:28:27.220,Reflect on one way to enhance in-person connections without increasing your time at home.,social_interaction
t0003@sreflect,2024-02-20 22:28:27.220,Your recent calls show a shift towards outgoing more than incoming. Has initiating conversations affected your relationships or wellbeing?,social_interaction
t0022@sreflect,2024-02-21 20:16:46.677,"Your walks are up, but distances traveled have plunged. Could you map out how your walks are fostering your well-being amidst the academic hustle?",physical_fitness
t0022@sreflect,2024-02-21 20:16:46.677,Your increased screen time suggests a digital heavy routine. How might curtailing this tonight positively shape your day tomorrow?,digital_habits
t0022@sreflect,2024-02-21 20:16:46.677,"Your walks are up, but distances traveled have plunged. Could you map out how your walks are fostering your well-being amidst the academic hustle?",physical_fitness
t0002@sreflect,2024-02-21 21:17:43.134,Reflect on a hobby that uplifts you and how you could make time for it this week.,sleep
t0002@sreflect,2024-02-21 21:17:43.134,You're finding value in direct interactions lately. How do you feel these face-to-face conversations have benefited you?,social_interaction
t0002@sreflect,2024-02-21 21:17:43.134,Reflect on a hobby that uplifts you and how you could make time for it this week.,sleep
t0003@sreflect,2024-02-21 21:11:29.647,You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?,digital_habits
t0003@sreflect,2024-02-21 21:11:29.647,Notice any positive moments or encounters you've recently experienced despite cutbacks in digital communication?,digital_habits
t0003@sreflect,2024-02-21 21:11:29.647,You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?,digital_habits
t0016@sreflect,2024-02-21 21:09:18.630,"Reflect on a recent walk you took. What inspired the journey, and how did it influence your sense of well-being?",physical_fitness
t0016@sreflect,2024-02-21 21:09:18.630,Your walks seem more frequent lately; who's your go-to walking buddy or soundtrack?,physical_fitness
t0016@sreflect,2024-02-21 21:09:18.630,"Reflect on a recent walk you took. What inspired the journey, and how did it influence your sense of well-being?",physical_fitness
t0007@sreflect,2024-02-21 21:12:19.470,"With fewer calls and less screen time, how might offline activities or passion projects enhance your daily routine?",digital_habits
t0007@sreflect,2024-02-21 21:12:19.470,"Despite a decrease in digital screen time, have you found yourself feeling more at peace or perhaps missing the connection?",social_interaction
t0007@sreflect,2024-02-21 21:12:19.470,"With fewer calls and less screen time, how might offline activities or passion projects enhance your daily routine?",digital_habits
t0019@sreflect,2024-02-21 21:07:44.875,"With more visits to new places, how is exploring different environments enriching your life?",digital_habits
t0019@sreflect,2024-02-21 21:07:44.875,"With an uptick in entertainment app usage, how could balancing this with outdoor activities benefit you?",digital_habits
t0019@sreflect,2024-02-21 21:07:44.875,"With more visits to new places, how is exploring different environments enriching your life?",digital_habits
t0020@sreflect,2024-02-21 21:32:46.821,Walking more lately—any favorite routes or thoughts collected during these walks?,physical_fitness
t0020@sreflect,2024-02-21 21:32:46.821,"Reflect on one thing you cherished today, no matter how small, and why it matters to you.",sleep
t0020@sreflect,2024-02-21 21:32:46.821,Walking more lately—any favorite routes or thoughts collected during these walks?,physical_fitness
