,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
143,Your patterns show a trend towards more face-to-face interactions. Can you share how this shift has impacted your social wellness recently?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.9848330792597596,False
144,Seems like in-person chats are up! How does this shift reflect on your social interactions?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
145,"Reflect on a meaningful conversation from the week and how it impacted your perspective. As always, appreciate your openness!",2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
146,Your outgoing calls have surged while time at home lessened. How has this influenced your social life recently?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
147,"With a busy academic term, have you thought of a new routine to maintain your sleep schedule?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
148,"Noticing more texts and fewer calls, what's one message you received that stood out and why?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.9299716302846429,False
149,Noticed a dip in in-person chats recently. How might you re-engage with your pals face-to-face this week?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
150,Your running time has spiked impressively; what inspired this increase and how do you feel after those runs?,5,"5_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",1.0,False
151,Exploring new spots around town can be thrilling! Can you share how discovering these places influences your daily routine?,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.9912893484845441,False
152,Reflect on a recent academic challenge you overcame this week. How has this shaped your approach to learning? Keep up the great work!,2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
153,"Noticing more calls coming in than out lately. Reflect on who's reaching out to you more, and how do those interactions boost your week?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
154,Your walks are on the upswing! What's one new thing you noticed on your route that made your day a little brighter?,4,"4_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","[""Your walks have picked up pace lately. What's motivating you to step out more, and how does it boost your day?"", 'Your walking time is up. How does this new pace support your physical fitness goals?', ""You've been walking more lately. How does this change of pace impact your daily routine and focus?""]","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.6030868033335901,False
155,You've been a homebody lately. Share how creating a cozy nook at home has helped you unwind or stay focused.,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
156,"Your in-person chats have grown, yet the places you visit have shrunk. How might diversifying your hangout spots enhance your already buzzing social life?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.8268419075372626,False
157,You've been less chatty on calls and texts lately. Got any new methods for staying connected with friends without screen time?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.9079630387569984,False
158,Reflect on a conversation this week that uplifted you and why it stood out. Thanks for sharing your journey!,2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
159,Your screen time and app usage are on the rise. What are ways you could unplug for brief moments throughout the day?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
160,"Noticing you're calling more but meeting less, who made you feel most connected this week during a call?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
161,"Your gym visits are up. What's new in your workout routine, and how does it impact your day?",6,"6_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",1.0,False
162,"Your screen time's steady, but unlocks and social app use soared. How might moderating these affect tomorrow's focus?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
163,Your digital habits look quite dynamic! Could refining your screen time routine help with sleep or enhance tomorrow's productivity?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
164,"Reflect on a study session that really clicked this week. Why do you think it went so well? Thanks for sharing, keep up the great work!",2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
165,Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,True
166,Noticing more time at the gym lately; how is that refining your well-being?,6,"6_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.9909202487258522,False
167,"Your decreased screen time suggests a shift; what’s your new favorite offline activity, and how does it feel?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
168,You've been unlocking your phone more. How does this align with your goal for better digital habits?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
169,"With phone calls down and social app use up, reflect on how this shift impacts your social connections.",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
170,"Noticing more in-person chats recently, what new connections or conversations sparked joy for you?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
171,Reflect on increasing visits to new locations; how do these experiences enrich your college life?,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.6672468578366015,False
172,"With fewer calls and less screen time, how might offline activities or passion projects enhance your daily routine?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
173,Your gym time is up lately. What new workout or activity there has caught your attention? How does it align with your fitness goals?,6,"6_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",1.0,False
174,You've been finding unique ways to travel more distances lately. How has this movement around campus impacted your daily well-being?,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.4468173972473617,False
175,"Reflect on a project or task you've tackled this week. How did you feel as you worked through it, and what's one lesson you've learned? Thanks for sharing your journey!",2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
176,Your screen time and social apps use have lessened recently. Got any cool hobbies that have taken their place? How do they fulfill you?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
177,"Noticing your in-person interactions have dwindled, how might you reconnect with friends this coming week?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.8234768001311823,False
178,Your recent gym time boost is impressive! How is this new routine helping with your daily energy and focus?,6,"6_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",1.0,False
179,You've been unlocking your phone more frequently. Reflect on how this might be influencing your sleep and social interactions.,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",0.9057673364937806,False
180,Your frequent social app usage contrasts with fewer phone calls. What shifts in social interactions have you noticed?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
181,"Considering your decreased phone calls, what are some other ways you’ve stayed connected with friends and family recently?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
182,Reflect on one conversation this week that uplifted you and share why it was meaningful. Keep growing and thank you for your insights!,2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
183,Reflect on your increased use of social apps last week. How can this habit be aligned more with your goals?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",0.7805164777135588,False
184,It looks like you’re making strides in fitness—how has the gym impacted your week?,6,"6_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",1.0,False
185,Noticed your texts are up while calls are down. How has texting helped you stay connected?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
186,Your travel distance is up! What new places did you explore and how did that experience feel?,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.9912893484845441,False
187,"Reflect on a key lesson this week that has shaped your perspective, and how might you apply it moving forward? Keep shining!",2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,0.7688478784724136,False
188,"Reflect on a key lesson this week that has shaped your perspective, and how might you apply it moving forward? Keep shining!",2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,0.715631273818863,False
189,Your travels seem to have skyrocketed recently! Consider how this change in scenery has influenced your creativity or perspective.,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.9912893484845441,False
190,You've been catching more z's lately. What changes have you noticed during your day because of this?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
191,You're dialing down on screen time and phone unlocks lately. How is this affecting your focus or stress levels?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
192,Noticing some more quiet evenings? Consider creating a wind-down routine centered around a restful night's sleep. What might that look like for you?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
193,"With your evenings getting quieter, how might a little stretching or yoga add to your wind-down routine tonight?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
194,You've been exploring more places recently! How does being in different environments impact your energy and mood?,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,1.0,False
