,Unnamed: 0.1,Unnamed: 0,data,day,uid,week_per_uid,sentiment,phase,top_emotion,top_emotion_score,all_top_emotions
128,322,356,"i liked talking to a today in lab and then my ekt initiation was nice, I don't feel awkward talking to people there.",2024-02-28,t0005@sreflect,4,0.7222,contextual,admiration,0.32048213481903076,"[('admiration', 0.32048213481903076), ('love', 0.30360209941864014), ('approval', 0.26986756920814514)]"
129,337,371,talking to people in person has been helpful. i like face to face conversations,2024-02-29,t0005@sreflect,4,0.6486,contextual,approval,0.4961176812648773,"[('approval', 0.4961176812648773), ('love', 0.35443469882011414), ('admiration', 0.2941536009311676)]"
130,352,386,i didn't want to do my problem set but I did most of it the night before and also I read some of my textbook and watched the biology pre lecture.,2024-03-02,t0005@sreflect,5,-0.2408,contextual,neutral,0.524414598941803,"[('neutral', 0.524414598941803), ('disapproval', 0.40592336654663086), ('realization', 0.07450476288795471)]"
131,374,408,"my boyfriend, he always listens to my complaints and I appreciate it",2024-03-03,t0005@sreflect,5,0.0,contextual,admiration,0.7905736565589905,"[('admiration', 0.7905736565589905), ('approval', 0.23496532440185547), ('gratitude', 0.11150427907705307)]"
132,386,420,to accept rejection and imperfection and be willing to work at it anyway,2024-03-04,t0005@sreflect,5,-0.2263,contextual,neutral,0.5667858123779297,"[('neutral', 0.5667858123779297), ('approval', 0.5000802874565125), ('optimism', 0.0627841204404831)]"
133,410,444,"I've just been walking more and that is enjoyable, I should continue going on regular walks and hikes in spring term.",2024-03-06,t0005@sreflect,5,0.4404,contextual,joy,0.8920746445655823,"[('joy', 0.8920746445655823), ('approval', 0.07591673731803894), ('admiration', 0.06360048055648804)]"
134,416,450,I got the same question yesterday and I haven't been running. I've just gone on a couple walks.,2024-03-07,t0005@sreflect,5,0.0,contextual,neutral,0.8468186855316162,"[('neutral', 0.8468186855316162), ('realization', 0.09342073649168015), ('approval', 0.037426840513944626)]"
135,428,462,I've gotten the same prompt 3 days in a row and I've never gone running. i just wander around campus.,2024-03-08,t0005@sreflect,6,0.0,contextual,neutral,0.8223398327827454,"[('neutral', 0.8223398327827454), ('disapproval', 0.059519533067941666), ('annoyance', 0.05778808519244194)]"
136,461,495,"my parents, I enjoy seeing them again and also Jasper the dog. I'm glad he likes me again now.",2024-03-11,t0005@sreflect,6,0.8402,contextual,joy,0.9021297693252563,"[('joy', 0.9021297693252563), ('love', 0.11950447410345078), ('admiration', 0.06583663821220398)]"
137,472,506,this is pretty hilarious honestly. don't know what else to say.,2024-03-12,t0005@sreflect,6,0.836,contextual,amusement,0.9239112734794617,"[('amusement', 0.9239112734794617), ('admiration', 0.27590882778167725), ('confusion', 0.16237010061740875)]"
138,12,46,"Loved today! had an amazing day with friends with a road trip and then movie night. The moment that made me feel on top of the world was when my experiment worked so beautifully and my PI was proud, made me feel accomplished.",2024-02-03,t0006@sreflect,1,0.9739,contextual,admiration,0.5499008893966675,"[('admiration', 0.5499008893966675), ('love', 0.5472345948219299), ('joy', 0.24043172597885132)]"
139,17,51,"Sunday is the day I take to rest and reset, so I have enough energy for my friend and family tomorrow. next week I plan on hanging out with a few new friends and getting to know them better, so I expect my social circle to diversify.",2024-02-04,t0006@sreflect,1,0.8834,contextual,optimism,0.5340790152549744,"[('optimism', 0.5340790152549744), ('desire', 0.2554484009742737), ('neutral', 0.19154247641563416)]"
140,23,57,"walking helps me clear my head and get some fresh air. I also enjoy the company of friends while walking. When feeling overwhelmed with work or when I need a change of scene, I tend to take a light stroll which helps me a lot.",2024-02-05,t0006@sreflect,1,0.9442,contextual,joy,0.8619263172149658,"[('joy', 0.8619263172149658), ('approval', 0.08242087066173553), ('relief', 0.043073106557130814)]"
141,31,65,"I will try to finish up my work early tonight and go to bed soon. So, when I wake up tomorrow for class, I will get around 8 hours of sleep. This should help make me feel refreshed tomorrow for a new set of experiments I'm planning on doing tomorrow!",2024-02-06,t0006@sreflect,1,0.4574,contextual,optimism,0.7679606080055237,"[('optimism', 0.7679606080055237), ('desire', 0.291226327419281), ('neutral', 0.08787848055362701)]"
142,41,75,A cafe in downtown. Met a dog there that made me forget all the worries of the day. helped me realise that it's the little things in life that matter the most.,2024-02-07,t0006@sreflect,1,-0.5574,contextual,realization,0.8306859135627747,"[('realization', 0.8306859135627747), ('neutral', 0.11001715064048767), ('approval', 0.09059137105941772)]"
143,50,84,"More walking keeps me energetic and busy. if I just sit in one place, I tend to get tired of my work and eventually get distracted. So taking a small walk around the lab or house helps me stay focused and more productive.",2024-02-08,t0006@sreflect,1,0.4215,contextual,approval,0.33515429496765137,"[('approval', 0.33515429496765137), ('neutral', 0.2141038328409195), ('joy', 0.19434118270874023)]"
144,63,97,I only called 1 person for an urgent thing. But had regular conversations with my friends and family.,2024-02-09,t0006@sreflect,2,0.6757,contextual,neutral,0.8500126004219055,"[('neutral', 0.8500126004219055), ('approval', 0.10887417197227478), ('realization', 0.0376502089202404)]"
145,77,111,a challenging task this week was to sit and study for the exam I had. I found it difficult to focus because I wanted to finish experiments. But I gave myself breaks and rewards for completing segments of the portion which helped me focus.,2024-02-10,t0006@sreflect,2,0.5719,contextual,neutral,0.41619786620140076,"[('neutral', 0.41619786620140076), ('desire', 0.2559203803539276), ('approval', 0.11632973700761795)]"
146,86,120,"Over the weekend I tend to spend more time with myself. I remain mostly at home and only interact with close friends and room mates only. in the coming week, I plan on spending more time with my classmates and exploring more friendships.",2024-02-11,t0006@sreflect,2,0.7178,contextual,optimism,0.7340230941772461,"[('optimism', 0.7340230941772461), ('desire', 0.3605673909187317), ('neutral', 0.0961533859372139)]"
147,91,125,"I hung out with a lot more people  today than last week. But I am also virtually active and keeping up with my friends and family far and wide. so I feel, my screen time and real-time hang is pretty well balanced.",2024-02-12,t0006@sreflect,2,0.9398,contextual,approval,0.5038268566131592,"[('approval', 0.5038268566131592), ('neutral', 0.25130122900009155), ('admiration', 0.12118259072303772)]"
148,106,140,"Meeting new people ultimately means walking over to talk to them, so it has been pretty fun. I also get steps in so it's pretty healthy as well.",2024-02-13,t0006@sreflect,2,0.933,contextual,joy,0.8673455715179443,"[('joy', 0.8673455715179443), ('amusement', 0.15801580250263214), ('admiration', 0.10420992225408554)]"
149,119,153,using my phone helps me keep connected to my friends in different states. it also helps me to chat with people when I'm stuck somewhere and can't meet them in person.,2024-02-14,t0006@sreflect,2,0.743,contextual,neutral,0.4414805471897125,"[('neutral', 0.4414805471897125), ('approval', 0.28437870740890503), ('realization', 0.07710305601358414)]"
150,136,170,"I feel my in-person chats have increased. I called only one person today, but met with 9-10 people today and talked a good amount with them. I've started to spend less time on social media and am actively socialising with people. it has helped me become less stressed and more happy.",2024-02-15,t0006@sreflect,2,0.9038,contextual,joy,0.6885755062103271,"[('joy', 0.6885755062103271), ('approval', 0.27014264464378357), ('relief', 0.17044514417648315)]"
151,148,182,my in-person chats have only increased. so I'm having so many meaningful conversations with people.,2024-02-16,t0006@sreflect,3,0.5688,contextual,joy,0.5887515544891357,"[('joy', 0.5887515544891357), ('approval', 0.2041204571723938), ('excitement', 0.1607365608215332)]"
152,158,192,"I felt fully recharged yesterday after the lab, when I went to the recruitment tgif. I could reconnect with most of my friends and tell them about things happening in my life.",2024-02-17,t0006@sreflect,3,0.7693,contextual,neutral,0.36600634455680847,"[('neutral', 0.36600634455680847), ('approval', 0.25103771686553955), ('joy', 0.22659224271774292)]"
153,171,205,"I got to connect with a friend who lives very far from me, after a long time. it put me in a better mood. I was able to appreciate how some people just bring the best in you and make you happy.",2024-02-18,t0006@sreflect,3,0.9493,contextual,joy,0.6836926937103271,"[('joy', 0.6836926937103271), ('admiration', 0.36919304728507996), ('approval', 0.14599956572055817)]"
154,189,223,Today I texted a friend the picture of a dog that I saw when I went for a walk. it led to such an interesting conversation with my friend.,2024-02-19,t0006@sreflect,3,0.8442,contextual,excitement,0.33371713757514954,"[('excitement', 0.33371713757514954), ('joy', 0.1836826652288437), ('admiration', 0.1660488396883011)]"
155,204,238,"It hasn't affected my social interactions in any way. I have a good balance between calls and texts and in-person conversations. so if I text more in one day, I call or socialise more the next.",2024-02-20,t0006@sreflect,3,0.5178,contextual,approval,0.5405745506286621,"[('approval', 0.5405745506286621), ('neutral', 0.3459230661392212), ('realization', 0.07508007436990738)]"
156,217,251,Watching TV and reading books helped me enjoy my downtime.,2024-02-21,t0006@sreflect,3,0.4939,contextual,joy,0.8576502203941345,"[('joy', 0.8576502203941345), ('approval', 0.06333103030920029), ('neutral', 0.038746051490306854)]"
157,232,266,I have made new friends and have a lot of lovely conversations with them regularly. It makes me happy to text people and connect with them.,2024-02-22,t0006@sreflect,3,0.891,contextual,joy,0.8735700845718384,"[('joy', 0.8735700845718384), ('admiration', 0.08479903638362885), ('approval', 0.06358238309621811)]"
158,242,276,"today I went to the BEMA lights event. I found it very mesmerising and calming. I went with my closest friends, so it was an opportunity to spend time with them.",2024-02-23,t0006@sreflect,4,0.8344,contextual,joy,0.6214026212692261,"[('joy', 0.6214026212692261), ('admiration', 0.35744836926460266), ('excitement', 0.11808564513921738)]"
159,257,291,A movie that inspired me this week was Kaathal. it talks about being true to yourself ànd how supportive people can be if u share your troubles with them!,2024-02-24,t0006@sreflect,4,0.7712,contextual,approval,0.3748813271522522,"[('approval', 0.3748813271522522), ('neutral', 0.37474337220191956), ('admiration', 0.20174971222877502)]"
160,268,302,"I enjoyed a meaningful conversation with my dad this week. I talked about my life in the US. It was very special because I got to connect with my dad after coming here, after a long time. I let happy and content!",2024-02-25,t0006@sreflect,4,0.9115,contextual,joy,0.9066493511199951,"[('joy', 0.9066493511199951), ('admiration', 0.08852288126945496), ('approval', 0.04382611811161041)]"
161,287,321,I had a meaningful conversation with a new person today! It helped me understand them better and make our bond stronger! it was special because they could confide in me even though we only met recently. some bonds are formed randomly and make way to our hearts!,2024-02-26,t0006@sreflect,4,0.9401,contextual,joy,0.36171141266822815,"[('joy', 0.36171141266822815), ('approval', 0.2420196384191513), ('admiration', 0.21554037928581238)]"
162,298,332,I shared a video of a friend singing with many people. The video made me think about my home and friends and I was happy to share it with many people!,2024-02-27,t0006@sreflect,4,0.9312,contextual,joy,0.8998490571975708,"[('joy', 0.8998490571975708), ('excitement', 0.04408835247159004), ('approval', 0.04025670140981674)]"
163,310,344,Face to face interactions have helped me understand people better and read body language. it also opens more possibilities to meet new people and fun conversations!,2024-02-28,t0006@sreflect,4,0.7574,contextual,joy,0.6562169790267944,"[('joy', 0.6562169790267944), ('approval', 0.27031952142715454), ('neutral', 0.077398382127285)]"
164,348,382,I've realised that in-person talks help me connect with the people more and convey my emotions properly. it helps me stay rooted and happy.,2024-03-01,t0006@sreflect,5,0.8402,contextual,realization,0.6312923431396484,"[('realization', 0.6312923431396484), ('joy', 0.31640031933784485), ('approval', 0.20557422935962677)]"
165,356,390,I had a deep conversation with one of my closest friends this week! I felt heard and supported. I felt like my views mattered and I could make a difference!,2024-03-02,t0006@sreflect,5,0.8168,contextual,approval,0.6549504995346069,"[('approval', 0.6549504995346069), ('neutral', 0.14235877990722656), ('admiration', 0.12440592795610428)]"
166,364,398,I feel I've started balancing out my social life pretty well. I call people and text people and also spend time with people in real life.,2024-03-03,t0006@sreflect,5,0.6486,contextual,approval,0.5313988924026489,"[('approval', 0.5313988924026489), ('neutral', 0.25876009464263916), ('realization', 0.1662832498550415)]"
167,381,415,"I plan to sleep at 11pm every night and wake up at 7am, so I get 8 hrs of sleep every night. I have plenty of time when at college to manage my work and studies. so I believe I have planned it out well",2024-03-04,t0006@sreflect,5,0.2732,contextual,approval,0.49051162600517273,"[('approval', 0.49051162600517273), ('optimism', 0.2768521010875702), ('neutral', 0.1498880386352539)]"
168,393,427,A text I received today that stood out was a text from my best friend. His text made me smile during a stressful period of the day! Made me enjoy the little things in life.,2024-03-05,t0006@sreflect,5,0.8777,contextual,joy,0.8945355415344238,"[('joy', 0.8945355415344238), ('admiration', 0.0582742802798748), ('relief', 0.044142674654722214)]"
169,409,443,I plan to hangout with my friends during the weekend to connect more because I have been busy this week and need a break!,2024-03-06,t0006@sreflect,5,0.5255,contextual,desire,0.7178246378898621,"[('desire', 0.7178246378898621), ('neutral', 0.18609380722045898), ('optimism', 0.08991888910531998)]"
170,412,446,"I shifted from labs and so now I have to walk extra everyday!. I am enjoying the physical exercise and walking briskly to the lab. 
I feel fresh and energetic after the walks and get more work done!",2024-03-07,t0006@sreflect,5,0.8475,contextual,joy,0.910124659538269,"[('joy', 0.910124659538269), ('approval', 0.056609995663166046), ('admiration', 0.04298634082078934)]"
171,422,456,Walking around and finding new places keeps me excited. So I have something to look forward to everyday! I enjoy finding new things and exploring.,2024-03-08,t0006@sreflect,6,0.7088,contextual,excitement,0.6795640587806702,"[('excitement', 0.6795640587806702), ('joy', 0.5364986658096313), ('admiration', 0.027457183226943016)]"
172,435,469,"Joining a lab with no experience in the field was a difficult experience for me. I found myself confused a lot of times and wondered what others were talking about during lab meetings. so to overcome this problem, I started reading more papers relevant to the work and slowly am finding my place!",2024-03-09,t0006@sreflect,6,-0.8561,contextual,confusion,0.8948160409927368,"[('confusion', 0.8948160409927368), ('realization', 0.2000371664762497), ('approval', 0.0843949168920517)]"
173,444,478,The only people who call me are my parents and closest friends. During weekends I talk to them more as I have more time in hand. it helps me catch up with their lives and them with mine. and I enjoy the conversations every week.,2024-03-10,t0006@sreflect,6,0.9074,contextual,joy,0.9020482897758484,"[('joy', 0.9020482897758484), ('approval', 0.0649663582444191), ('admiration', 0.03793628513813019)]"
174,452,486,I saw 2 puppies playing around at the green today! they were so cute and fun to watch. I loved watching them enjoying their time!,2024-03-11,t0006@sreflect,6,0.9525,contextual,love,0.6742425560951233,"[('love', 0.6742425560951233), ('joy', 0.5857062935829163), ('admiration', 0.46845486760139465)]"
175,467,501,It's my personal space and I feel content staying in my room.,2024-03-12,t0006@sreflect,6,0.0,contextual,joy,0.6645965576171875,"[('joy', 0.6645965576171875), ('approval', 0.3626224100589752), ('neutral', 0.09064323455095291)]"
176,474,508,diversifying my hangout spots will help me meet new people. Lately I've not had enough time to go to different places and meet new people. so I tend to hang out with my existing groups of friends and comfortable places.,2024-03-13,t0006@sreflect,6,0.8442,contextual,neutral,0.42869833111763,"[('neutral', 0.42869833111763), ('approval', 0.17284320294857025), ('realization', 0.15650610625743866)]"
177,484,518,Today I feel conflicted about a lot of things. I miss home and feel a little lonely. I feel a bit under the weather and just want to relax and be peaceful. I also talked a lot with my new friends and really enjoyed their company. Looking forward to more opportunities to open up to my friends !,2024-03-14,t0006@sreflect,6,0.9483,contextual,joy,0.6401210427284241,"[('joy', 0.6401210427284241), ('sadness', 0.19314438104629517), ('disappointment', 0.08970656245946884)]"
178,497,531,"today was fun..I enjoyed it, I. got to spend time with my friends and talk to family. can't ask for more!",2024-03-15,t0006@sreflect,7,0.7712,generic,joy,0.9106711149215698,"[('joy', 0.9106711149215698), ('amusement', 0.07349204272031784), ('admiration', 0.05092930421233177)]"
179,503,537,Today was a very fun day and I enjoyed spending time with my friends and exploring a new city.,2024-03-16,t0006@sreflect,7,0.8748,generic,joy,0.9156860113143921,"[('joy', 0.9156860113143921), ('amusement', 0.0796472504734993), ('admiration', 0.048117656260728836)]"
180,514,548,weekend is the time I relax and clean my house. I recharge for the week ahead,2024-03-17,t0006@sreflect,7,0.6808,generic,joy,0.502469003200531,"[('joy', 0.502469003200531), ('neutral', 0.15975232422351837), ('excitement', 0.13789252936840057)]"
181,523,558,good day with friends is always better than a normal day alone,2024-03-18,t0006@sreflect,7,0.7845,generic,joy,0.7893194556236267,"[('joy', 0.7893194556236267), ('admiration', 0.1779749095439911), ('approval', 0.15108834207057953)]"
182,541,576,A hectic day! finally got some peace and quiet in the evening after getting home!,2024-03-20,t0006@sreflect,7,0.6229,generic,joy,0.6709290742874146,"[('joy', 0.6709290742874146), ('excitement', 0.15851297974586487), ('neutral', 0.0817609503865242)]"
183,550,585,today was a good day even though it was pretty cold. had a good walk with friends and grabbed coffee,2024-03-21,t0006@sreflect,7,0.9022,generic,joy,0.8098767399787903,"[('joy', 0.8098767399787903), ('admiration', 0.20798984169960022), ('approval', 0.12905871868133545)]"
184,568,603,Today was an exciting day for my family as my dog gave birth to 8 puppies today! time to welcome new members to the family !!!,2024-03-22,t0006@sreflect,8,0.811,generic,excitement,0.7752065658569336,"[('excitement', 0.7752065658569336), ('joy', 0.24386005103588104), ('surprise', 0.04891730844974518)]"
185,572,607,A very snowy day. went out and played in the snow for a while!,2024-03-23,t0006@sreflect,8,0.4003,generic,joy,0.7292988300323486,"[('joy', 0.7292988300323486), ('excitement', 0.2998543083667755), ('neutral', 0.0524229072034359)]"
186,2,35,"I've been doing alright, not so good on biology but I love working in the lab on cell biology.",2024-02-02,t0007@sreflect,1,0.7571,contextual,love,0.895783543586731,"[('love', 0.895783543586731), ('approval', 0.13913346827030182), ('joy', 0.12244240939617157)]"
187,6,39,"Yes, I am more of a listener when speaking to friends.",2024-02-02,t0007@sreflect,1,0.7003,contextual,approval,0.8044859766960144,"[('approval', 0.8044859766960144), ('neutral', 0.17607441544532776), ('realization', 0.05497300997376442)]"
188,9,43,"Yes, I tall to my floor mates in person and my classmates.",2024-02-03,t0007@sreflect,1,0.4019,contextual,approval,0.6125587821006775,"[('approval', 0.6125587821006775), ('neutral', 0.38344907760620117), ('excitement', 0.024505458772182465)]"
189,13,47,Talking about my high school exploits with friends,2024-02-03,t0007@sreflect,1,0.1779,contextual,neutral,0.9356080293655396,"[('neutral', 0.9356080293655396), ('realization', 0.02184375189244747), ('approval', 0.018274130299687386)]"
190,24,58,"Take a walk, talk to friends face to face. Go for a stroll to ID birds.",2024-02-05,t0007@sreflect,1,0.4767,contextual,neutral,0.9377463459968567,"[('neutral', 0.9377463459968567), ('approval', 0.03077980875968933), ('annoyance', 0.013058807700872421)]"
191,32,66,My mom. she knows all of my secrets and everything that I do. she always has my back.,2024-02-06,t0007@sreflect,1,0.0,contextual,caring,0.6422515511512756,"[('caring', 0.6422515511512756), ('neutral', 0.2518378496170044), ('approval', 0.18879181146621704)]"
192,46,80,"I am a part of Sugarplum and Club Taekwondo, so I go to the gym almost every day.",2024-02-07,t0007@sreflect,1,0.0,contextual,neutral,0.4293254017829895,"[('neutral', 0.4293254017829895), ('approval', 0.3353941738605499), ('joy', 0.13853880763053894)]"
193,56,90,"If I unlock my phone less and reduce social media app use, I will be able to get more work done and improve my focus",2024-02-08,t0007@sreflect,1,0.4404,contextual,optimism,0.5917786359786987,"[('optimism', 0.5917786359786987), ('approval', 0.22597551345825195), ('neutral', 0.1352262794971466)]"
194,68,102,"Definitely, using my phone less would allow me to sleep more and be more productive academically",2024-02-09,t0007@sreflect,2,0.5141,contextual,approval,0.7614940404891968,"[('approval', 0.7614940404891968), ('neutral', 0.23281578719615936), ('optimism', 0.053612109273672104)]"
195,74,108,I can't think of a study session that clicked because I haven't been studying; I've been wasting my time,2024-02-10,t0007@sreflect,2,-0.4019,contextual,disappointment,0.5064634680747986,"[('disappointment', 0.5064634680747986), ('annoyance', 0.4273720979690552), ('disapproval', 0.22690023481845856)]"
196,103,137,It will make me sleep less as I take more time to look at my phone instead of sleeping,2024-02-13,t0007@sreflect,2,0.0,contextual,neutral,0.34440454840660095,"[('neutral', 0.34440454840660095), ('disappointment', 0.3296220004558563), ('sadness', 0.17624978721141815)]"
197,123,157,It's a bit detrimental to my wellbeing because the number of social time that Sugarplum has stresses me out. It’s very much a sport of peer pressure.,2024-02-14,t0007@sreflect,2,-0.5994,contextual,sadness,0.4494073987007141,"[('sadness', 0.4494073987007141), ('disappointment', 0.44460755586624146), ('annoyance', 0.06680908799171448)]"
198,133,167,I just haven't time to use my phone and it feels exhausting,2024-02-15,t0007@sreflect,2,-0.3612,contextual,sadness,0.5506397485733032,"[('sadness', 0.5506397485733032), ('disappointment', 0.47119954228401184), ('annoyance', 0.07598941028118134)]"
199,149,183,"It does not align, in fact jt opposes my goals for digital habits",2024-02-16,t0007@sreflect,3,0.2263,contextual,disapproval,0.8250789046287537,"[('disapproval', 0.8250789046287537), ('neutral', 0.12159057706594467), ('annoyance', 0.08292442560195923)]"
200,167,201,I learned that it's better to talk to friends and socialize than study hahaha,2024-02-18,t0007@sreflect,3,0.8625,contextual,amusement,0.8575495481491089,"[('amusement', 0.8575495481491089), ('realization', 0.16281048953533173), ('joy', 0.12564018368721008)]"
201,181,215,it makes them not as meaningful because it's just texting and not face to face conversations,2024-02-18,t0007@sreflect,3,-0.2411,contextual,neutral,0.5556451678276062,"[('neutral', 0.5556451678276062), ('disapproval', 0.3433210849761963), ('annoyance', 0.09184418618679047)]"
202,192,226,Uhh conversations about hating myself and my friends hating themselves were pretty funny,2024-02-19,t0007@sreflect,3,0.3818,contextual,amusement,0.9063565135002136,"[('amusement', 0.9063565135002136), ('joy', 0.046264614909887314), ('annoyance', 0.036852139979600906)]"
203,207,241,"They make my college life more interesting, seeing new things",2024-02-20,t0007@sreflect,3,0.4576,contextual,approval,0.29001545906066895,"[('approval', 0.29001545906066895), ('admiration', 0.27116385102272034), ('excitement', 0.24312099814414978)]"
204,214,248,They really add to the anger issues that I've been having hahaha,2024-02-21,t0007@sreflect,3,-0.0258,contextual,amusement,0.7922983765602112,"[('amusement', 0.7922983765602112), ('annoyance', 0.07874742895364761), ('neutral', 0.06508273631334305)]"
205,235,269,we played king on the hill in tkd and it was fun to kick and get kicked,2024-02-22,t0007@sreflect,3,0.6908,contextual,joy,0.7514736652374268,"[('joy', 0.7514736652374268), ('amusement', 0.44403353333473206), ('admiration', 0.032532770186662674)]"
206,247,281,Uhh negatively because it is annoying to have to all over the place and have my mom always watching,2024-02-23,t0007@sreflect,4,-0.4019,contextual,annoyance,0.7902971506118774,"[('annoyance', 0.7902971506118774), ('anger', 0.14110441505908966), ('neutral', 0.06309808790683746)]"
207,258,292,I did not tackle any tasks as I was unproductive and did nothing,2024-02-24,t0007@sreflect,4,0.0,contextual,disappointment,0.6343803405761719,"[('disappointment', 0.6343803405761719), ('neutral', 0.15643031895160675), ('annoyance', 0.1478666216135025)]"
208,273,307,Taekwondo and a dance group have taken up a lot of time and let me exercise,2024-02-25,t0007@sreflect,4,0.0,contextual,neutral,0.9109224081039429,"[('neutral', 0.9109224081039429), ('approval', 0.05213147774338722), ('realization', 0.025655213743448257)]"
209,282,316,I might go to late night foco and/or stargazing with a friend or a few,2024-02-26,t0007@sreflect,4,0.4939,contextual,neutral,0.8872982263565063,"[('neutral', 0.8872982263565063), ('approval', 0.05041343346238136), ('confusion', 0.03689425438642502)]"
210,306,340,It drains my energy a lot faster because I am tired more often,2024-02-27,t0007@sreflect,4,-0.2023,contextual,disappointment,0.36059701442718506,"[('disappointment', 0.36059701442718506), ('neutral', 0.2979636788368225), ('sadness', 0.14161497354507446)]"
211,323,357,It boosts social interactions but damages my sleep schedule,2024-02-28,t0007@sreflect,4,-0.4939,contextual,disappointment,0.7250291705131531,"[('disappointment', 0.7250291705131531), ('neutral', 0.16837477684020996), ('sadness', 0.13022825121879578)]"
212,329,363,I have enriched my social interactions by talking and texting other people,2024-02-29,t0007@sreflect,4,0.0,contextual,approval,0.5161287188529968,"[('approval', 0.5161287188529968), ('joy', 0.2635098397731781), ('neutral', 0.18671508133411407)]"
213,344,378,I've connected to fellow dartmouth students with face to face talking,2024-03-01,t0007@sreflect,5,0.0,contextual,neutral,0.7787702679634094,"[('neutral', 0.7787702679634094), ('approval', 0.31092727184295654), ('realization', 0.03218180313706398)]"
214,358,392,I had a conversation with my friend about life and living,2024-03-02,t0007@sreflect,5,0.4939,contextual,neutral,0.9019893407821655,"[('neutral', 0.9019893407821655), ('realization', 0.04240179806947708), ('approval', 0.03174060583114624)]"
215,365,399,It goes against my goals because I would like to cut down on electronics usage,2024-03-03,t0007@sreflect,5,0.1027,contextual,disapproval,0.45459800958633423,"[('disapproval', 0.45459800958633423), ('disappointment', 0.21866761147975922), ('neutral', 0.16249053180217743)]"
216,388,422,It has made me more active and impacted by academics negatively,2024-03-04,t0007@sreflect,5,0.4576,contextual,approval,0.3835831582546234,"[('approval', 0.3835831582546234), ('neutral', 0.2708147466182709), ('realization', 0.22113248705863953)]"
217,415,449,it has helped me feel connected to my friends and family in a text based format,2024-03-07,t0007@sreflect,5,0.4767,contextual,approval,0.4378717243671417,"[('approval', 0.4378717243671417), ('relief', 0.13056185841560364), ('caring', 0.1187157928943634)]"
218,425,459,"I did not explore any new places, just revisited the same old places over and over.",2024-03-08,t0007@sreflect,6,0.0,contextual,neutral,0.6912713646888733,"[('neutral', 0.6912713646888733), ('approval', 0.23383958637714386), ('realization', 0.08783260732889175)]"
219,432,466,"from my bio final, I learned that I need to prioritize my academics over my extracurriculars",2024-03-09,t0007@sreflect,6,0.0,contextual,realization,0.6030017137527466,"[('realization', 0.6030017137527466), ('approval', 0.2824091613292694), ('neutral', 0.24400213360786438)]"
220,447,481,"I have learned that it I'd nice to have friends, but ditch them the moment they come between you and your family because that is detrimental to everyone's mental health",2024-03-10,t0007@sreflect,6,0.4497,contextual,realization,0.25911083817481995,"[('realization', 0.25911083817481995), ('neutral', 0.17800119519233704), ('sadness', 0.1773712933063507)]"
221,453,487,It has mademe very very tired. I feel exhausted and feel no change in creativity,2024-03-11,t0007@sreflect,6,-0.6779,contextual,disappointment,0.37740448117256165,"[('disappointment', 0.37740448117256165), ('annoyance', 0.22933107614517212), ('sadness', 0.18261690437793732)]"
222,462,496,I have gotten a lot more sleep and supposedly feel more energized than before,2024-03-12,t0007@sreflect,6,0.5563,contextual,joy,0.5763211846351624,"[('joy', 0.5763211846351624), ('approval', 0.24680930376052856), ('neutral', 0.09952932596206665)]"
223,475,509,"I am on my spring break at home in Florida right now.   Instead of scrolling on my phone while procrastinating on my homework, I enjoyed outdoor birdwatching and shopping with my mom.  My stress level is down since I am on my break.",2024-03-13,t0007@sreflect,6,0.128,contextual,joy,0.8945673704147339,"[('joy', 0.8945673704147339), ('relief', 0.059520985931158066), ('approval', 0.05332690104842186)]"
224,486,520,I have been thinking very pessimistically and cynically because I have been feeling frustrated and angry,2024-03-14,t0007@sreflect,6,-0.9013,contextual,anger,0.6989891529083252,"[('anger', 0.6989891529083252), ('annoyance', 0.35260406136512756), ('disapproval', 0.06614253669977188)]"
225,498,532,"I was feeling very well today, so I slept during the day.   I hope I will feel better tomorrow.",2024-03-15,t0007@sreflect,7,0.8268,generic,optimism,0.8934088349342346,"[('optimism', 0.8934088349342346), ('caring', 0.09948157519102097), ('desire', 0.0854586586356163)]"
226,511,545,I was feeling really angry at the world in the afternoon. but I'm feeling better now,2024-03-16,t0007@sreflect,7,0.5504,generic,joy,0.29277780652046204,"[('joy', 0.29277780652046204), ('annoyance', 0.14399772882461548), ('approval', 0.10200615227222443)]"
227,522,557,"I have traveled to death valley and I am very tired, but it has been very cool to see",2024-03-18,t0007@sreflect,7,-0.0405,generic,admiration,0.5245091319084167,"[('admiration', 0.5245091319084167), ('joy', 0.42424705624580383), ('approval', 0.14365732669830322)]"
228,532,567,it was very cool to go stargazing tonight at death valley because the moonlight was bright,2024-03-19,t0007@sreflect,7,0.1513,generic,joy,0.5291922688484192,"[('joy', 0.5291922688484192), ('admiration', 0.4879493713378906), ('excitement', 0.15462175011634827)]"
229,540,575,It was fun to go stargazing again tonight in death valley,2024-03-20,t0007@sreflect,7,-0.1531,generic,joy,0.7939221858978271,"[('joy', 0.7939221858978271), ('amusement', 0.41433027386665344), ('excitement', 0.0451422743499279)]"
230,549,584,"Today I got to explore Las Vegas strip, and it was exciting but definitely overstimulating",2024-03-21,t0007@sreflect,7,0.6858,generic,excitement,0.8060185313224792,"[('excitement', 0.8060185313224792), ('joy', 0.08586270362138748), ('neutral', 0.041670940816402435)]"
