,Unnamed: 0,data,day,uid,data_test,Q3_question,Q3_response
1353,1353,"{""Q3: A cozy afternoon indoors paired with some screen time and friendly chatter might have been your jam! 👍👎"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708290582.825;1708290585.910"",""__user_triggered__"":""false""}",2024-02-18 16:09:45.910,t0016@sreflect,"{'Q3: A cozy afternoon indoors paired with some screen time and friendly chatter might have been your jam! 👍👎': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708290582.825;1708290585.910', '__user_triggered__': 'false'}",A cozy afternoon indoors paired with some screen time and friendly chatter might have been your jam! 👍👎,👍
1354,1354,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Enjoying an easy-going afternoon with a nice balance of walkabouts and app time, it seems! 👍 or 👎?"":""👍"",""RespTime_0"":""1708289879.106;1708289881.499"",""__user_triggered__"":""false""}",2024-02-18 15:58:01.500,t0018@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'Q3: Enjoying an easy-going afternoon with a nice balance of walkabouts and app time, it seems! 👍 or 👎?': '👍', 'RespTime_0': '1708289879.106;1708289881.499', '__user_triggered__': 'false'}","Enjoying an easy-going afternoon with a nice balance of walkabouts and app time, it seems! 👍 or 👎?",👍
1355,1355,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708290712,907;1708290715,863"",""Q3: You surely found value in sticking to one spot this afternoon!"":""👎"",""__user_triggered__"":""false""}",2024-02-18 16:11:55.862,t0022@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708290712,907;1708290715,863', 'Q3: You surely found value in sticking to one spot this afternoon!': '👎', '__user_triggered__': 'false'}",You surely found value in sticking to one spot this afternoon!,👎
1357,1357,"{""Q3: Switching between being on the move and screen time in the dorm this afternoon seems like a win for balance!"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708291897.637;1708291904.511"",""__user_triggered__"":""false""}",2024-02-18 16:31:44.510,t0002@sreflect,"{'Q3: Switching between being on the move and screen time in the dorm this afternoon seems like a win for balance!': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708291897.637;1708291904.511', '__user_triggered__': 'false'}",Switching between being on the move and screen time in the dorm this afternoon seems like a win for balance!,👍
1358,1358,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Hope your afternoon conversation was a refreshing switch from screen time!"":""👎"",""RespTime_0"":""1708291911,785;1708291914,652"",""__user_triggered__"":""false""}",2024-02-18 16:31:54.651,t0011@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'Q3: Hope your afternoon conversation was a refreshing switch from screen time!': '👎', 'RespTime_0': '1708291911,785;1708291914,652', '__user_triggered__': 'false'}",Hope your afternoon conversation was a refreshing switch from screen time!,👎
1360,1360,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708293106.171;1708293108.072"",""Q3: Chatting through your apps this afternoon must have been quite the social buzz! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-18 16:51:48.072,t0003@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708293106.171;1708293108.072', 'Q3: Chatting through your apps this afternoon must have been quite the social buzz! 👍👎': '👍', '__user_triggered__': 'false'}",Chatting through your apps this afternoon must have been quite the social buzz! 👍👎,👍
1361,1361,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708293501.668;1708293508.617"",""Q3: Looks like your afternoon was a mix of exploring spots and staying in touch on the go! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-18 16:58:28.619,t0013@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708293501.668;1708293508.617', 'Q3: Looks like your afternoon was a mix of exploring spots and staying in touch on the go! 👍👎': '👍', '__user_triggered__': 'false'}",Looks like your afternoon was a mix of exploring spots and staying in touch on the go! 👍👎,👍
1362,1362,"{""Q3: Socializing and app chatting in the dorm - a mix of old and new school communication! 👍 or 👎?"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708288239.602;1708288242.781"",""__user_triggered__"":""false""}",2024-02-18 15:30:42.780,t0004@sreflect,"{'Q3: Socializing and app chatting in the dorm - a mix of old and new school communication! 👍 or 👎?': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708288239.602;1708288242.781', '__user_triggered__': 'false'}",Socializing and app chatting in the dorm - a mix of old and new school communication! 👍 or 👎?,👍
1363,1363,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708295625.033;1708295626.527"",""Q3: Settling in one spot this afternoon could mean you're knocking out those to-dos! 📝👍"":""👍"",""__user_triggered__"":""false""}",2024-02-18 15:33:46.526,t0009@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708295625.033;1708295626.527', ""Q3: Settling in one spot this afternoon could mean you're knocking out those to-dos! 📝👍"": '👍', '__user_triggered__': 'false'}",Settling in one spot this afternoon could mean you're knocking out those to-dos! 📝👍,👍
1437,1437,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Switching between screen time and face-to-face chats at the dorm this afternoon keeps things dynamic! 👍 or 👎?"":""👍"",""RespTime_0"":""1708374677.139;1708374680.448"",""__user_triggered__"":""false""}",2024-02-19 15:31:20.447,t0004@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'Q3: Switching between screen time and face-to-face chats at the dorm this afternoon keeps things dynamic! 👍 or 👎?': '👍', 'RespTime_0': '1708374677.139;1708374680.448', '__user_triggered__': 'false'}",Switching between screen time and face-to-face chats at the dorm this afternoon keeps things dynamic! 👍 or 👎?,👍
1438,1438,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708374801,346;1708374805,031"",""Q3: Looks like you found time to chat both online and offline this afternoon!"":""👍"",""__user_triggered__"":""false""}",2024-02-19 15:33:25.030,t0008@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708374801,346;1708374805,031', 'Q3: Looks like you found time to chat both online and offline this afternoon!': '👍', '__user_triggered__': 'false'}",Looks like you found time to chat both online and offline this afternoon!,👍
1440,1440,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708374645.285;1708374647.828"",""Q3: Caught up on some one-on-one chats while keeping it stationary this afternoon?"":""👍"",""__user_triggered__"":""false""}",2024-02-19 15:30:47.828,t0012@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708374645.285;1708374647.828', 'Q3: Caught up on some one-on-one chats while keeping it stationary this afternoon?': '👍', '__user_triggered__': 'false'}",Caught up on some one-on-one chats while keeping it stationary this afternoon?,👍
1441,1441,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Bouncing between a couple of different spots this afternoon might have switched things up for you!"":""👍"",""RespTime_0"":""1708375255.944;1708375259.216"",""__user_triggered__"":""false""}",2024-02-19 15:40:59.216,t0016@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'Q3: Bouncing between a couple of different spots this afternoon might have switched things up for you!': '👍', 'RespTime_0': '1708375255.944;1708375259.216', '__user_triggered__': 'false'}",Bouncing between a couple of different spots this afternoon might have switched things up for you!,👍
1442,1442,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708374682.239;1708374697.069"",""Q3: Lingering in one spot this afternoon might mean you're in the zone with your tasks!"":""👍"",""__user_triggered__"":""false""}",2024-02-19 15:31:37.069,t0019@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708374682.239;1708374697.069', ""Q3: Lingering in one spot this afternoon might mean you're in the zone with your tasks!"": '👍', '__user_triggered__': 'false'}",Lingering in one spot this afternoon might mean you're in the zone with your tasks!,👍
1443,1443,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708374643.561;1708374649.432"",""__user_triggered__"":""false"",""Q3: Navigated your afternoon between just a couple of favorite spots, huh? 👍👎"":""👍""}",2024-02-19 15:30:49.433,t0020@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708374643.561;1708374649.432', '__user_triggered__': 'false', 'Q3: Navigated your afternoon between just a couple of favorite spots, huh? 👍👎': '👍'}","Navigated your afternoon between just a couple of favorite spots, huh? 👍👎",👍
1444,1444,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Relaxing in your favorite spots with occasional walks and good conversations sounds like a well-spent afternoon!"":""👍"",""RespTime_0"":""1708375162.050;1708375169.716"",""__user_triggered__"":""false""}",2024-02-19 15:39:29.716,t0002@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'Q3: Relaxing in your favorite spots with occasional walks and good conversations sounds like a well-spent afternoon!': '👍', 'RespTime_0': '1708375162.050;1708375169.716', '__user_triggered__': 'false'}",Relaxing in your favorite spots with occasional walks and good conversations sounds like a well-spent afternoon!,👍
1445,1445,"{""Q3: Maintaining that one favorite afternoon spot must feel like a recharge station by now! 👍👎"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708375714.995;1708375717.856"",""__user_triggered__"":""false""}",2024-02-19 15:48:37.855,t0003@sreflect,"{'Q3: Maintaining that one favorite afternoon spot must feel like a recharge station by now! 👍👎': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708375714.995;1708375717.856', '__user_triggered__': 'false'}",Maintaining that one favorite afternoon spot must feel like a recharge station by now! 👍👎,👍
1446,1446,"{""Q3: Catching up with buddies in their dorms must have made your afternoon sociable and cozy. 👍👎"":""👎"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708374791.180;1708374794.230"",""__user_triggered__"":""false""}",2024-02-19 15:33:14.230,t0005@sreflect,"{'Q3: Catching up with buddies in their dorms must have made your afternoon sociable and cozy. 👍👎': '👎', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708374791.180;1708374794.230', '__user_triggered__': 'false'}",Catching up with buddies in their dorms must have made your afternoon sociable and cozy. 👍👎,👎
1447,1447,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708375010.314;1708375025.136"",""__user_triggered__"":""false"",""Q3: Afternoon chats and timelines might keep things light between tasks!"":""👍""}",2024-02-19 15:37:05.138,t0006@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708375010.314;1708375025.136', '__user_triggered__': 'false', 'Q3: Afternoon chats and timelines might keep things light between tasks!': '👍'}",Afternoon chats and timelines might keep things light between tasks!,👍
1448,1448,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708374695.911;1708374698.101"",""Q3: Light chatter over a meal at the cafeteria might have spiced up your afternoon! 👎 if it didn't hit the spot."":""👍"",""__user_triggered__"":""false""}",2024-02-19 15:31:38.101,t0007@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708374695.911;1708374698.101', ""Q3: Light chatter over a meal at the cafeteria might have spiced up your afternoon! 👎 if it didn't hit the spot."": '👍', '__user_triggered__': 'false'}",Light chatter over a meal at the cafeteria might have spiced up your afternoon! 👎 if it didn't hit the spot.,👍
1449,1449,"{""Q3: Connecting with people at different spots this afternoon could have felt like a refreshing change of pace!"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708374881.396;1708374882.752"",""__user_triggered__"":""false""}",2024-02-19 15:34:42.752,t0010@sreflect,"{'Q3: Connecting with people at different spots this afternoon could have felt like a refreshing change of pace!': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708374881.396;1708374882.752', '__user_triggered__': 'false'}",Connecting with people at different spots this afternoon could have felt like a refreshing change of pace!,👍
1450,1450,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708375113.309;1708375122.774"",""Q3: Navigating different spots might have spiced up your afternoon with a dash of variety! 👍👎"":""👎"",""__user_triggered__"":""false""}",2024-02-19 15:38:42.775,t0013@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708375113.309;1708375122.774', 'Q3: Navigating different spots might have spiced up your afternoon with a dash of variety! 👍👎': '👎', '__user_triggered__': 'false'}",Navigating different spots might have spiced up your afternoon with a dash of variety! 👍👎,👎
1451,1451,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708374954.098;1708374960.799"",""Q3: Balanced screen and chit-chat time in the afternoon could be just what those brain cells ordered!"":""👍"",""__user_triggered__"":""false""}",2024-02-19 15:36:00.799,t0014@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708374954.098;1708374960.799', 'Q3: Balanced screen and chit-chat time in the afternoon could be just what those brain cells ordered!': '👍', '__user_triggered__': 'false'}",Balanced screen and chit-chat time in the afternoon could be just what those brain cells ordered!,👍
1452,1452,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708375140.947;1708375141.922"",""__user_triggered__"":""false"",""Q3: Afternoon looks like a medley of footsteps and lively convo. 👍 or 👎?"":""👍""}",2024-02-19 15:39:01.923,t0018@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708375140.947;1708375141.922', '__user_triggered__': 'false', 'Q3: Afternoon looks like a medley of footsteps and lively convo. 👍 or 👎?': '👍'}",Afternoon looks like a medley of footsteps and lively convo. 👍 or 👎?,👍
1455,1455,"{""Q3: Your afternoon might have felt like a walk-and-talk kind of chapter. 👍 or 👎?"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708376403,820;1708376408,138"",""__user_triggered__"":""false""}",2024-02-19 16:00:08.142,t0011@sreflect,"{'Q3: Your afternoon might have felt like a walk-and-talk kind of chapter. 👍 or 👎?': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708376403,820;1708376408,138', '__user_triggered__': 'false'}",Your afternoon might have felt like a walk-and-talk kind of chapter. 👍 or 👎?,👍
1456,1456,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708378227,251;1708378231,885"",""__user_triggered__"":""false"",""Q3: Catching up on digital chatter can sometimes feel like a marathon, huh?"":""👍""}",2024-02-19 16:30:31.885,t0022@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708378227,251;1708378231,885', '__user_triggered__': 'false', 'Q3: Catching up on digital chatter can sometimes feel like a marathon, huh?': '👍'}","Catching up on digital chatter can sometimes feel like a marathon, huh?",👍
1458,1458,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708381840.639;1708381841.894"",""__user_triggered__"":""false"",""Q3: Finding that sweet spot to hunker down this afternoon must have been satisfying, huh?"":""👍""}",2024-02-19 15:30:41.894,t0009@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708381840.639;1708381841.894', '__user_triggered__': 'false', 'Q3: Finding that sweet spot to hunker down this afternoon must have been satisfying, huh?': '👍'}","Finding that sweet spot to hunker down this afternoon must have been satisfying, huh?",👍
1459,1459,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708383310.674;1708383349.569"",""Q3: Caught up with someone special at your dorm recently?"":""👍"",""__user_triggered__"":""false""}",2024-02-19 17:55:49.569,t0015@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708383310.674;1708383349.569', 'Q3: Caught up with someone special at your dorm recently?': '👍', '__user_triggered__': 'false'}",Caught up with someone special at your dorm recently?,👍
1508,1508,"{""Q3: Caught up on your messages this afternoon?"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707862132.240;1707862145.670"",""__user_triggered__"":""false""}",2024-02-13 17:09:05.671,t0017@sreflect,"{'Q3: Caught up on your messages this afternoon?': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707862132.240;1707862145.670', '__user_triggered__': 'false'}",Caught up on your messages this afternoon?,👍
1532,1532,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708461167.911;1708461172.021"",""Q3: Caught yourself in deep focus while studying this afternoon?"":""👎"",""__user_triggered__"":""false""}",2024-02-20 15:32:52.020,t0017@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708461167.911;1708461172.021', 'Q3: Caught yourself in deep focus while studying this afternoon?': '👎', '__user_triggered__': 'false'}",Caught yourself in deep focus while studying this afternoon?,👎
1533,1533,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708461092.408;1708461095.719"",""Q3: Hope that one cozy spot during your gym break added a nice recharge to your afternoon!"":""👍"",""__user_triggered__"":""false""}",2024-02-20 15:31:35.719,t0002@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708461092.408;1708461095.719', 'Q3: Hope that one cozy spot during your gym break added a nice recharge to your afternoon!': '👍', '__user_triggered__': 'false'}",Hope that one cozy spot during your gym break added a nice recharge to your afternoon!,👍
1534,1534,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708461325.457;1708461330.793"",""Q3: Home sweet home this afternoon seems to be your hangout choice! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-20 15:35:30.792,t0003@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708461325.457;1708461330.793', 'Q3: Home sweet home this afternoon seems to be your hangout choice! 👍👎': '👍', '__user_triggered__': 'false'}",Home sweet home this afternoon seems to be your hangout choice! 👍👎,👍
1535,1535,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708461006.501;1708461009.200"",""Q3: Looks like screen time and personal interactions found a sweet balance in your afternoon."":""👍"",""__user_triggered__"":""false""}",2024-02-20 15:30:09.200,t0004@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708461006.501;1708461009.200', 'Q3: Looks like screen time and personal interactions found a sweet balance in your afternoon.': '👍', '__user_triggered__': 'false'}",Looks like screen time and personal interactions found a sweet balance in your afternoon.,👍
1536,1536,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Looks like your afternoon involved a good blend of staying put and stretching your legs! 👍👎"":""👍"",""RespTime_0"":""1708461004.345;1708461006.892"",""__user_triggered__"":""false""}",2024-02-20 15:30:06.891,t0005@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'Q3: Looks like your afternoon involved a good blend of staying put and stretching your legs! 👍👎': '👍', 'RespTime_0': '1708461004.345;1708461006.892', '__user_triggered__': 'false'}",Looks like your afternoon involved a good blend of staying put and stretching your legs! 👍👎,👍
1537,1537,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708461081.801;1708461092.328"",""Q3: Engaging with your favorite apps this afternoon kept the vibe light and easy-going! 👍 or 👎?"":""👍"",""__user_triggered__"":""false""}",2024-02-20 15:31:32.328,t0006@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708461081.801;1708461092.328', 'Q3: Engaging with your favorite apps this afternoon kept the vibe light and easy-going! 👍 or 👎?': '👍', '__user_triggered__': 'false'}",Engaging with your favorite apps this afternoon kept the vibe light and easy-going! 👍 or 👎?,👍
1538,1538,"{""Q3: Caught up in a good conversation at one of your favorite spots this afternoon could be a day-maker, huh?"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708461347.369;1708461352.726"",""__user_triggered__"":""false""}",2024-02-20 15:35:52.726,t0014@sreflect,"{'Q3: Caught up in a good conversation at one of your favorite spots this afternoon could be a day-maker, huh?': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708461347.369;1708461352.726', '__user_triggered__': 'false'}","Caught up in a good conversation at one of your favorite spots this afternoon could be a day-maker, huh?",👍
1539,1539,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708461003.675;1708461004.609"",""Q3: Chill afternoon at the dorm with screen time peppered in, that's the way, huh?"":""👍"",""__user_triggered__"":""false""}",2024-02-20 15:30:04.611,t0018@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708461003.675;1708461004.609', ""Q3: Chill afternoon at the dorm with screen time peppered in, that's the way, huh?"": '👍', '__user_triggered__': 'false'}","Chill afternoon at the dorm with screen time peppered in, that's the way, huh?",👍
1540,1540,"{""Q3: Looks like you struck a nice balance between screen time and real-time convos this afternoon! 👍 or 👎?"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708461804.823;1708461807.342"",""__user_triggered__"":""false""}",2024-02-20 15:43:27.342,t0019@sreflect,"{'Q3: Looks like you struck a nice balance between screen time and real-time convos this afternoon! 👍 or 👎?': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708461804.823;1708461807.342', '__user_triggered__': 'false'}",Looks like you struck a nice balance between screen time and real-time convos this afternoon! 👍 or 👎?,👍
1541,1541,"{""Q3: Bounced between different spots this afternoon, keeping the scenery fresh!"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708461085,489;1708461088,520"",""__user_triggered__"":""false""}",2024-02-20 15:31:28.519,t0022@sreflect,"{'Q3: Bounced between different spots this afternoon, keeping the scenery fresh!': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708461085,489;1708461088,520', '__user_triggered__': 'false'}","Bounced between different spots this afternoon, keeping the scenery fresh!",👍
1542,1542,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Sounds like your dorm room was today's main hub! 👍 if it felt like home base."":""👎"",""RespTime_0"":""1708463530.206;1708463532.181"",""__user_triggered__"":""false""}",2024-02-20 16:12:12.180,t0007@sreflect,"{'__name__': 'weekday_nudge_afternoon', ""Q3: Sounds like your dorm room was today's main hub! 👍 if it felt like home base."": '👎', 'RespTime_0': '1708463530.206;1708463532.181', '__user_triggered__': 'false'}",Sounds like your dorm room was today's main hub! 👍 if it felt like home base.,👎
1543,1543,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708462110.588;1708462117.108"",""Q3: Enjoying a focused afternoon with some screen time and brief chats could have been super productive! 👍 or 👎?"":""👍"",""__user_triggered__"":""false""}",2024-02-20 15:48:37.108,t0010@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708462110.588;1708462117.108', 'Q3: Enjoying a focused afternoon with some screen time and brief chats could have been super productive! 👍 or 👎?': '👍', '__user_triggered__': 'false'}",Enjoying a focused afternoon with some screen time and brief chats could have been super productive! 👍 or 👎?,👍
1544,1544,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708461747.303;1708461753.735"",""Q3: Home and communication apps seems to have been your afternoon companions!"":""👍"",""__user_triggered__"":""false""}",2024-02-20 15:42:33.736,t0012@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708461747.303;1708461753.735', 'Q3: Home and communication apps seems to have been your afternoon companions!': '👍', '__user_triggered__': 'false'}",Home and communication apps seems to have been your afternoon companions!,👍
1545,1545,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Caught up on socials while keeping it chill at a couple of favorite spots this afternoon? 👍👎"":""👍"",""RespTime_0"":""1708462490.380;1708462493.177"",""__user_triggered__"":""false""}",2024-02-20 15:54:53.177,t0013@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'Q3: Caught up on socials while keeping it chill at a couple of favorite spots this afternoon? 👍👎': '👍', 'RespTime_0': '1708462490.380;1708462493.177', '__user_triggered__': 'false'}",Caught up on socials while keeping it chill at a couple of favorite spots this afternoon? 👍👎,👍
1546,1546,"{""Q3: Looks like your afternoon might have struck a nice balance with some comfy spot time and app interactions! 👍👎"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708463522.673;1708463528.281"",""__user_triggered__"":""false""}",2024-02-20 16:12:08.283,t0016@sreflect,"{'Q3: Looks like your afternoon might have struck a nice balance with some comfy spot time and app interactions! 👍👎': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708463522.673;1708463528.281', '__user_triggered__': 'false'}",Looks like your afternoon might have struck a nice balance with some comfy spot time and app interactions! 👍👎,👍
1547,1547,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708463118.574;1708463154.625"",""Q3: Seems like your afternoon was spent mostly in one cozy place — feeling settled in? 👍👎"":""👎"",""__user_triggered__"":""false""}",2024-02-20 16:05:54.625,t0020@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708463118.574;1708463154.625', 'Q3: Seems like your afternoon was spent mostly in one cozy place — feeling settled in? 👍👎': '👎', '__user_triggered__': 'false'}",Seems like your afternoon was spent mostly in one cozy place — feeling settled in? 👍👎,👎
1548,1548,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708461043,482;1708461048,458"",""Q3: This afternoon's screen time might have fueled some productive work!"":""👎"",""__user_triggered__"":""false""}",2024-02-20 15:30:48.457,t0008@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708461043,482;1708461048,458', ""Q3: This afternoon's screen time might have fueled some productive work!"": '👎', '__user_triggered__': 'false'}",This afternoon's screen time might have fueled some productive work!,👎
1549,1549,"{""__name__"":""weekday_nudge_afternoon"",""Q3: A little bit of movement woven into your afternoon might have made all the difference!"":""👎"",""RespTime_0"":""1708464144,118;1708464149,250"",""__user_triggered__"":""false""}",2024-02-20 16:22:29.252,t0011@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'Q3: A little bit of movement woven into your afternoon might have made all the difference!': '👎', 'RespTime_0': '1708464144,118;1708464149,250', '__user_triggered__': 'false'}",A little bit of movement woven into your afternoon might have made all the difference!,👎
1551,1551,"{""Q3: Hope that staying put this afternoon is helping you recharge for a productive evening!"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708468241.619;1708468243.519"",""__user_triggered__"":""false""}",2024-02-20 15:30:43.519,t0009@sreflect,"{'Q3: Hope that staying put this afternoon is helping you recharge for a productive evening!': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708468241.619;1708468243.519', '__user_triggered__': 'false'}",Hope that staying put this afternoon is helping you recharge for a productive evening!,👍
1621,1621,"{""Q3: Hope your spot this afternoon has kept you productive and cozy!"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708547440.541;1708547444.741"",""__user_triggered__"":""false""}",2024-02-21 15:30:44.743,t0003@sreflect,"{'Q3: Hope your spot this afternoon has kept you productive and cozy!': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708547440.541;1708547444.741', '__user_triggered__': 'false'}",Hope your spot this afternoon has kept you productive and cozy!,👍
1622,1622,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708547414.562;1708547417.679"",""Q3: This afternoon's steps may have sparked some creative thoughts!"":""👍"",""__user_triggered__"":""false""}",2024-02-21 15:30:17.678,t0004@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708547414.562;1708547417.679', ""Q3: This afternoon's steps may have sparked some creative thoughts!"": '👍', '__user_triggered__': 'false'}",This afternoon's steps may have sparked some creative thoughts!,👍
1623,1623,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1708547448.370;1708547451.257"",""Q3: Sticking to one spot this afternoon could mean deep focus or chilling out! 👍 or 👎?"":""👍"",""__user_triggered__"":""false""}",2024-02-21 15:30:51.256,t0019@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1708547448.370;1708547451.257', 'Q3: Sticking to one spot this afternoon could mean deep focus or chilling out! 👍 or 👎?': '👍', '__user_triggered__': 'false'}",Sticking to one spot this afternoon could mean deep focus or chilling out! 👍 or 👎?,👍
