,data,day,uid
921,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707856208,099;1707856212,002"",""Q3: Staying in one place this afternoon feels quite cozy, doesn't it?"":""👍"",""__user_triggered__"":""false""}",2024-02-13 15:30:12.002,t0011@sreflect
922,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707856772.772;1707856776.268"",""Q3: Balancing quiet study time with a bustling backdrop this afternoon, that's quite the multitasking!"":""👍"",""__user_triggered__"":""false""}",2024-02-13 15:39:36.269,t0012@sreflect
923,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707858006.642;1707858012.366"",""__user_triggered__"":""false"",""Q3: Chatted with some pals during a study break this afternoon, I bet! 👍👎"":""👍""}",2024-02-13 16:00:12.365,t0013@sreflect
924,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707856535.129;1707856540.725"",""__user_triggered__"":""false"",""Q3: Engaging in those in-person chats while on the move this afternoon must've been refreshing!"":""👍""}",2024-02-13 15:35:40.724,t0016@sreflect
925,"{""Q3: Connecting with pals at their dorms in the afternoon might have been a highlight in your day!"":""👎"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707856892.587;1707856915.195"",""__user_triggered__"":""false""}",2024-02-13 15:41:55.197,t0006@sreflect
926,"{""Q3: Home seems to be your castle this afternoon, with digital and social worlds merging! 👎 if not quite right."":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707860180.893;1707860185.117"",""__user_triggered__"":""false""}",2024-02-13 16:36:25.118,t0007@sreflect
927,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Exploring new spots this afternoon could make things interesting! 🏞️👣"":""👎"",""RespTime_0"":""1707859817.157;1707859823.086"",""__user_triggered__"":""false""}",2024-02-13 16:30:23.086,t0015@sreflect
928,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Caught up with someone important during a chit-chat at the dorm this afternoon, I see! 🗣️🏠"":""👎"",""RespTime_0"":""1707859551.451;1707859558.635"",""__user_triggered__"":""false""}",2024-02-13 16:25:58.635,t0018@sreflect
929,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707861485.151;1707861488.351"",""Q3: Afternoon spent mostly at one spot with your screen seems like a cozy study session!"":""👍"",""__user_triggered__"":""false""}",2024-02-13 16:58:08.351,t0010@sreflect
930,"{""Q4: Evening walks can be such a refreshing end to the day!"":""👍"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707867018.021;1707867019.930"",""__user_triggered__"":""false""}",2024-02-13 18:30:19.930,t0004@sreflect
931,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707867022.705;1707867031.877"",""Q4: Chances are you spent some time unwinding with your favorite show or video this evening! 👍👎"":""👎"",""__user_triggered__"":""false""}",2024-02-13 18:30:31.877,t0005@sreflect
932,"{""Q4: Chilled in a cozy spot while fitting in time for study and a quick chat this evening, sound about right?"":""👍"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707867108.614;1707867113.604"",""__user_triggered__"":""false""}",2024-02-13 18:31:53.604,t0012@sreflect
933,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707867179.695;1707867185.203"",""Q4: Chances are, your evening was a blend of interesting stops and engaging conversations! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-13 18:33:05.203,t0016@sreflect
934,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707867188.130;1707867192.254"",""Q4: Your evening must have felt serene with a cozy stay at one spot, right?"":""👎"",""__user_triggered__"":""false""}",2024-02-13 18:33:12.253,t0002@sreflect
935,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707867004.695;1707867006.330"",""__user_triggered__"":""false"",""Q4: Enjoyed some cozy dorm time with screen breaks this evening?"":""👎""}",2024-02-13 18:30:06.331,t0007@sreflect
936,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707869198.854;1707869202.412"",""__user_triggered__"":""false"",""Q4: Sitting down for a good stretch of study time this evening felt quite productive, didn't it?"":""👍""}",2024-02-13 19:06:42.411,t0010@sreflect
937,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707867015.690;1707867021.488"",""__user_triggered__"":""false"",""Q4: Charging through your study sessions like a pro this evening!"":""👍""}",2024-02-13 18:30:21.487,t0015@sreflect
938,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707868427.107;1707868431.947"",""__user_triggered__"":""true""}",2024-02-13 18:53:51.947,t0015@sreflect
939,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707867502.674;1707867508.381"",""Q4: Immersed in a long study session at your usual spot this evening could've been quite the knowledge dive! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-13 18:38:28.381,t0001@sreflect
940,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707869796.562;1707869799.578"",""Q4: Seems like those chats at your study spots could have made for some engaging study breaks! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-13 19:16:39.578,t0003@sreflect
941,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707869263.636;1707869267.808"",""__user_triggered__"":""false"",""Q4: Evening walks and screen breaks could've given you a nice energy boost!"":""👍""}",2024-02-13 19:07:47.811,t0006@sreflect
942,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707870608.399;1707870610.946"",""__user_triggered__"":""false"",""Q4: Felt good to settle into one spot and get things done this evening, huh?"":""👍""}",2024-02-13 18:30:10.947,t0009@sreflect
943,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707856213.134;1707856215.940"",""Q3: Chatting away at a study spot must feel like mixing work with pleasure!"":""👍"",""__user_triggered__"":""false""}",2024-02-13 15:30:15.940,t0009@sreflect
944,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707871342.811;1707871346.655"",""Q4: Caught a bit of wisdom at your usual study spot this evening, perhaps?"":""👎"",""__user_triggered__"":""false""}",2024-02-13 19:42:26.655,t0013@sreflect
945,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707870881,714;1707870887,963"",""Q4: Staying in one spot this evening surely made things feel more manageable! 📚🛋️"":""👎"",""__user_triggered__"":""false""}",2024-02-13 19:34:47.967,t0011@sreflect
946,"{""Q4: Chatted quite a bit in your dorm this evening, haven't you?"":""👍"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707871685.745;1707871690.139"",""__user_triggered__"":""false""}",2024-02-13 19:48:10.141,t0018@sreflect
947,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707876014.015;1707876015.656"",""__user_triggered__"":""false""}",2024-02-13 21:00:15.655,t0004@sreflect
948,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707874207.386;1707874210.079"",""__user_triggered__"":""false"",""Q4: You were quite the bookworm nestled in one cozy corner this evening, weren't you?"":""👍""}",2024-02-13 18:30:10.078,t0009@sreflect
949,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707876298.961;1707876301.999"",""__user_triggered__"":""false""}",2024-02-13 21:05:01.999,t0005@sreflect
950,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707876040.748;1707876042.084"",""__user_triggered__"":""false""}",2024-02-13 21:00:42.085,t0007@sreflect
951,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707876014.539;1707876015.905"",""__user_triggered__"":""false""}",2024-02-13 21:00:15.904,t0010@sreflect
952,"{""Q1"":""2"",""__name__"":""daily_weekday"",""RespTime_0"":""1707876575.590;1707876579.442"",""__user_triggered__"":""false""}",2024-02-13 21:09:39.441,t0016@sreflect
953,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707878263.536;1707878264.914"",""__user_triggered__"":""false""}",2024-02-13 21:37:44.914,t0001@sreflect
954,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707877428.718;1707877430.414"",""__user_triggered__"":""false""}",2024-02-13 21:23:50.414,t0003@sreflect
955,"{""Q1"":""5"",""__name__"":""daily_weekday"",""RespTime_0"":""1707877305.512;1707877311.089"",""__user_triggered__"":""false""}",2024-02-13 21:21:51.088,t0006@sreflect
956,"{""Q1"":""2"",""__name__"":""daily_weekday"",""RespTime_0"":""1707880724.273;1707880725.790"",""__user_triggered__"":""false""}",2024-02-13 22:18:45.789,t0002@sreflect
957,"{""Q1"":""2"",""__name__"":""daily_weekday"",""RespTime_0"":""1707881748.920;1707881750.446"",""__user_triggered__"":""true""}",2024-02-13 22:35:50.446,t0002@sreflect
958,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707880142,048;1707880146,003"",""__user_triggered__"":""false""}",2024-02-13 22:09:06.003,t0011@sreflect
959,"{""Q1"":""5"",""__name__"":""daily_weekday"",""RespTime_0"":""1707881377.636;1707881378.589"",""__user_triggered__"":""false""}",2024-02-13 22:29:38.588,t0012@sreflect
960,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707879900.251;1707879902.756"",""__user_triggered__"":""false""}",2024-02-13 22:05:02.756,t0018@sreflect
961,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707880978,125;1707880980,468"",""__user_triggered__"":""false""}",2024-02-13 22:23:00.467,t0008@sreflect
962,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707883218.558;1707883221.241"",""Q5: Grabbing some time with friends at the cafeteria today must have been refreshing!"":""👍"",""__user_triggered__"":""false""}",2024-02-13 23:00:21.240,t0002@sreflect
963,"{""Q5: Exploring different spots around campus today might have sparked some fresh thoughts!"":""👍"",""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707883969.511;1707883970.784"",""__user_triggered__"":""false""}",2024-02-13 23:12:50.783,t0003@sreflect
964,"{""Q5: Glad to see you found time for both study and leisure today!"":""👍"",""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707883215.159;1707883218.996"",""__user_triggered__"":""false""}",2024-02-13 23:00:18.996,t0004@sreflect
965,"{""__name__"":""weekday_nudge_night"",""Q5: Looks like your evening was a mix of study time and screen relaxation! 👍👎"":""👍"",""RespTime_0"":""1707883567.525;1707883570.062"",""__user_triggered__"":""false""}",2024-02-13 23:06:10.062,t0005@sreflect
966,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707883599.765;1707883601.898"",""__user_triggered__"":""true""}",2024-02-13 23:06:41.898,t0005@sreflect
967,"{""__name__"":""weekday_nudge_night"",""Q5: Hope connecting with folks at your friend's dorm made your night!"":""👍"",""RespTime_0"":""1707883843.516;1707883848.911"",""__user_triggered__"":""false""}",2024-02-13 23:10:48.917,t0006@sreflect
968,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707883208.025;1707883209.977"",""__user_triggered__"":""false""}",2024-02-13 21:00:09.976,t0009@sreflect
969,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707883284.249;1707883289.225"",""__user_triggered__"":""false"",""Q5: Ending the night on a relaxing note at home after mixing and mingling at various spots today sounds about right!"":""👍""}",2024-02-13 23:01:29.226,t0012@sreflect
970,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707885072.958;1707885090.182"",""Q5: Ended your night with some quality time at a friend's dorm, didn't you? 🏠🎉"":""👍"",""__user_triggered__"":""false""}",2024-02-13 23:31:30.184,t0018@sreflect
971,"{""__name__"":""weekday_nudge_night"",""Q5: Balancing screen time with in-person convos today seems like you've got the social-tech dance down pat!"":""👍"",""RespTime_0"":""1707885184.974;1707885187.569"",""__user_triggered__"":""false""}",2024-02-13 23:33:07.569,t0007@sreflect
972,"{""Q5: Your evening was all about meaningful in-person chats today, wasn't it?"":""👍"",""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707884497,889;1707884501,496"",""__user_triggered__"":""false""}",2024-02-13 23:21:41.497,t0011@sreflect
973,"{""Q5: Connecting through phone calls could really add a personal touch to your day!"":""👍"",""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707890410.880;1707890413.049"",""__user_triggered__"":""false""}",2024-02-13 23:00:13.049,t0009@sreflect
974,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707931858.908;1707931862.799"",""Q2: Mixing screen time with a cozy stay at your dorm must feel pretty balanced this morning!"":""👎"",""__user_triggered__"":""false""}",2024-02-14 12:31:02.799,t0002@sreflect
975,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707931835.467;1707931837.218"",""Q2: Enjoyed some diverse spots around campus this morning?"":""👍"",""__user_triggered__"":""false""}",2024-02-14 12:30:37.217,t0004@sreflect
976,"{""__name__"":""weekday_nudge_morning"",""Q2: Spending your morning at a familiar spot might've been comfy and productive!"":""👍"",""RespTime_0"":""1707931810.157;1707931813.848"",""__user_triggered__"":""false""}",2024-02-14 12:30:13.848,t0001@sreflect
977,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707932299.373;1707932302.857"",""Q2: Picked up some new insights at your study spots this morning, I bet! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-14 12:38:22.857,t0005@sreflect
978,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707932828.369;1707932832.932"",""Q2: Finding that balance between screen time and face-to-face chit-chat this morning must feel refreshing!"":""👍"",""__user_triggered__"":""false""}",2024-02-14 12:47:12.933,t0006@sreflect
979,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707931978.041;1707931985.361"",""__user_triggered__"":""false"",""Q2: Balanced morning with some movement and screen time, wrapped up with social catch-ups?"":""👎""}",2024-02-14 12:33:05.361,t0012@sreflect
980,"{""Q2: Enjoying a peaceful morning mostly in one place with a bit of screen and social time mixed in? 👍👎"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707932372.757;1707932384.213"",""__user_triggered__"":""false""}",2024-02-14 12:39:44.213,t0016@sreflect
981,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707931871.343;1707931880.817"",""Q2: Logged some good screen time already this morning, finding that perfect balance, right?"":""👎"",""__user_triggered__"":""false""}",2024-02-14 12:31:20.819,t0018@sreflect
982,"{""Q2: Morning chats with someone special always make the day start brighter! 👍👎"":""👎"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707933732.825;1707933738.227"",""__user_triggered__"":""false""}",2024-02-14 13:02:18.226,test2@sreflect
983,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707934193.739;1707934199.848"",""Q2: You might be feeling quite chatty after some engaging in-person conversations this morning! 👍 or 👎?"":""👎"",""__user_triggered__"":""false""}",2024-02-14 13:09:59.848,t0007@sreflect
984,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707935121.618;1707935123.514"",""Q2: A morning chat coupled with a walk must have kicked off your day on a positive note!"":""👍"",""__user_triggered__"":""false""}",2024-02-14 13:25:23.515,t0010@sreflect
985,"{""__name__"":""weekday_nudge_morning"",""Q2: Engaging with pals on social apps this morning might have perked up your day! 👍👎"":""👍"",""RespTime_0"":""1707935796.201;1707935800.025"",""__user_triggered__"":""false""}",2024-02-14 13:36:40.025,t0003@sreflect
986,"{""Q2: Caught up on some much-needed screen downtime this morning? 📚🚫💻"":""👎"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707937906.972;1707937914.715"",""__user_triggered__"":""false""}",2024-02-14 14:11:54.716,t0015@sreflect
987,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707939009.190;1707939010.318"",""Q2: Navigating between a couple of spots this morning must have added a nice rhythm to your day!"":""👍"",""__user_triggered__"":""false""}",2024-02-14 12:30:10.318,t0009@sreflect
988,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707937911,818;1707937917,291"",""Q2: Being on the move this morning gave you a little boost, didn't it?"":""👎"",""__user_triggered__"":""false""}",2024-02-14 14:11:57.290,t0011@sreflect
989,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707943199.240;1707943201.581"",""Q3: Spending your morning at a familiar spot might've been comfy and productive!"":""👎"",""__user_triggered__"":""false""}",2024-02-14 15:40:01.581,t0001@sreflect
990,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Social and screen time this afternoon seemed to strike a nice balance!"":""👎"",""RespTime_0"":""1707942624.527;1707942628.201"",""__user_triggered__"":""false""}",2024-02-14 15:30:28.200,t0002@sreflect
991,"{""Q3: A spontaneous chat with someone this afternoon could have been a refreshing interlude!🌟🗨️"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707942911.776;1707942917.217"",""__user_triggered__"":""false""}",2024-02-14 15:35:17.217,t0003@sreflect
992,"{""Q3: Switching between a couple of spots on campus has likely made your afternoon dynamic!"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707942779.307;1707942784.603"",""__user_triggered__"":""false""}",2024-02-14 15:33:04.602,t0004@sreflect
993,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707943294.121;1707943295.906"",""__user_triggered__"":""false"",""Q3: Afternoon walks might be your way of recharging between classes! 👍👎"":""👍""}",2024-02-14 15:41:35.905,t0005@sreflect
994,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Seems like you've had the chance to touch base with friends both online and offline this afternoon!"":""👎"",""RespTime_0"":""1707942752,449;1707942759,053"",""__user_triggered__"":""false""}",2024-02-14 15:32:39.052,t0011@sreflect
995,"{""Q3: Settling into a comfy groove at home with some app time this afternoon, looking to keep it low-key. 👍 or 👎?"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707942938.975;1707942940.477"",""__user_triggered__"":""false""}",2024-02-14 15:35:40.476,t0012@sreflect
996,"{""Q3: Spending time with friends at their dorms seems like a nice change of scenery this afternoon!"":""👎"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707942608.835;1707942620.619"",""__user_triggered__"":""false""}",2024-02-14 15:30:20.618,t0015@sreflect
997,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707943130.679;1707943134.267"",""__user_triggered__"":""false"",""Q3: Navigating between a couple of places this afternoon could be your new favorite workout! 👍👎"":""👍""}",2024-02-14 15:38:54.266,t0016@sreflect
998,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Enjoyed some on-the-go moments while also having digital catch-ups at the dorm this afternoon, huh? 👍 or 👎?"":""👍"",""RespTime_0"":""1707943300.808;1707943303.765"",""__user_triggered__"":""false""}",2024-02-14 15:41:43.766,t0018@sreflect
999,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707944092.881;1707944100.587"",""__user_triggered__"":""false"",""Q3: Afternoon study session with a side of screen time likely kept you plugged in!"":""👍""}",2024-02-14 15:55:00.591,t0006@sreflect
1000,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707943208.686;1707943211.196"",""__user_triggered__"":""false"",""Q3: Mingling at the dorm with a splash of screen time seems like your kind of afternoon! 👎 if I'm off track."":""👎""}",2024-02-14 15:40:11.196,t0007@sreflect
1001,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707943951.803;1707943956.010"",""Q3: Hope you're having a great afternoon!"":""👎"",""__user_triggered__"":""false""}",2024-02-14 15:52:36.013,t0019@sreflect
1002,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707944176.917;1707944180.884"",""__user_triggered__"":""true""}",2024-02-14 15:56:20.884,t0019@sreflect
1003,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707943988.681;1707943995.098"",""Q3: You might have found that perfect balance between conversations and quiet focus this afternoon! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-14 15:53:15.098,test2@sreflect
1004,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707945495.230;1707945495.816"",""__user_triggered__"":""true""}",2024-02-14 16:18:15.815,test5@sreflect
1005,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707947079.750;1707947081.631"",""__user_triggered__"":""true""}",2024-02-14 16:44:41.631,test5@sreflect
1006,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707947092.167;1707947093.803"",""__user_triggered__"":""true""}",2024-02-14 16:44:53.802,test5@sreflect
1007,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707948181.621;1707948183.602"",""Q3: Engaging with friends and screens at your favorite spots made for a dynamic afternoon! 👍 or 👎"":""👍"",""__user_triggered__"":""false""}",2024-02-14 17:03:03.601,t0010@sreflect
1008,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707946196.676;1707946198.556"",""Q3: Hope you're having a great afternoon!"":""👍"",""__user_triggered__"":""false""}",2024-02-14 16:29:58.555,t0020@sreflect
1009,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707949221.711;1707949223.566"",""__user_triggered__"":""true""}",2024-02-14 17:20:23.565,t0019@sreflect
1010,"{""Q3: Afternoon strolls are a nice break between tasks, right?"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707949827.565;1707949830.761"",""__user_triggered__"":""false""}",2024-02-14 15:30:30.762,t0009@sreflect
1011,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707954475.523;1707954478.178"",""Q4: Dashing from one place to another this evening must have felt energizing!"":""👍"",""__user_triggered__"":""false""}",2024-02-14 18:47:58.177,t0005@sreflect
1012,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707953449.708;1707953453.772"",""Q4: Evening screen time might have been just the thing to wrap up your day!"":""👍"",""__user_triggered__"":""false""}",2024-02-14 18:30:53.775,t0006@sreflect
1013,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707953447.733;1707953452.653"",""Q4: Taking a break from screens in the evening can feel great. Relate much?"":""👍"",""__user_triggered__"":""false""}",2024-02-14 18:30:52.654,t0018@sreflect
1014,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707953523.104;1707953527.216"",""Q4: Enjoyed some good conversations during the day? 🗣️😊"":""👍"",""__user_triggered__"":""false""}",2024-02-14 18:32:07.216,t0019@sreflect
1015,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707953535.648;1707953538.302"",""__user_triggered__"":""true""}",2024-02-14 18:32:18.302,t0019@sreflect
1016,"{""Q4: Phone chats can really add a cozy touch to an evening, can't they?"":""👍"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707953411.172;1707953419.740"",""__user_triggered__"":""false""}",2024-02-14 18:30:19.740,test2@sreflect
1017,"{""Q4: Caught up on some good conversation at the dorm this evening, huh?"":""👎"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707953512.817;1707953516.396"",""__user_triggered__"":""false""}",2024-02-14 18:31:56.395,t0002@sreflect
1018,"{""Q4: Finding that balance between screen time and face-to-face chats seems to be working out for you this evening!"":""👍"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707954938.565;1707954942.239"",""__user_triggered__"":""false""}",2024-02-14 18:55:42.239,t0004@sreflect
1019,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707953792.789;1707953806.072"",""Q4: Seems you found a comfy spot to settle into with a side of screen glow this evening. 👍 or just me?"":""👍"",""__user_triggered__"":""false""}",2024-02-14 18:36:46.072,t0012@sreflect
1020,"{""Q4: Hope you've enjoyed some good conversations this evening! 🗣️👍👎"":""👍"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707953743.379;1707953749.438"",""__user_triggered__"":""false""}",2024-02-14 18:35:49.437,t0020@sreflect
1021,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707954897,970;1707954902,222"",""__user_triggered__"":""false"",""Q4: Enjoyed some valuable stillness this evening, great for recharging those batteries!"":""👎""}",2024-02-14 18:55:02.221,t0011@sreflect
1022,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707954920.334;1707954923.890"",""__user_triggered__"":""false"",""Q4: Explored some new corners at the campus this evening, huh? 👍👎"":""👍""}",2024-02-14 18:55:23.890,t0013@sreflect
1023,"{""__name__"":""weekday_nudge_evening"",""Q4: Caught up on some lengthy chats while keeping it lowkey with the steps this evening. 👍👎"":""👎"",""RespTime_0"":""1707957106.866;1707957129.490"",""__user_triggered__"":""false""}",2024-02-14 19:32:09.490,t0016@sreflect
1024,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707957717.289;1707957721.308"",""Q4: Hope the evening has been both enlightening and restful at your dorm tonight!"":""👎"",""__user_triggered__"":""false""}",2024-02-14 19:42:01.308,t0007@sreflect
1025,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707958805.948;1707958809.801"",""Q4: Enjoying a cozy evening in one familiar spot seems to be your jam!"":""👍"",""__user_triggered__"":""false""}",2024-02-14 20:00:09.801,t0015@sreflect
1026,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707959306.845;1707959309.262"",""__user_triggered__"":""false""}",2024-02-14 20:08:29.262,t0016@sreflect
1027,"{""Q1"":""2"",""__name__"":""daily_weekday"",""RespTime_0"":""1707962878.861;1707962880.460"",""__user_triggered__"":""false""}",2024-02-14 21:08:00.460,t0002@sreflect
1028,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707962639.310;1707962641.459"",""__user_triggered__"":""false""}",2024-02-14 21:04:01.459,t0019@sreflect
1029,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707962418.340;1707962422.910"",""__user_triggered__"":""false""}",2024-02-14 21:00:22.910,t0005@sreflect
1030,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707962502.984;1707962503.990"",""__user_triggered__"":""true""}",2024-02-14 21:01:43.990,t0005@sreflect
1031,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707962518.417;1707962519.784"",""__user_triggered__"":""true""}",2024-02-14 21:01:59.783,t0005@sreflect
1032,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707962585.850;1707962589.029"",""__user_triggered__"":""false"",""Q4: Found a favorite spot to anchor down for your evening studies?"":""👍""}",2024-02-14 19:03:09.029,t0009@sreflect
1033,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707962800.739;1707962802.184"",""__user_triggered__"":""false""}",2024-02-14 21:06:42.184,t0010@sreflect
1034,"{""Q1"":""5"",""__name__"":""daily_weekday"",""RespTime_0"":""1707962961.736;1707962967.160"",""__user_triggered__"":""false""}",2024-02-14 21:09:27.160,t0006@sreflect
1035,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707964209.065;1707964212.225"",""__user_triggered__"":""false""}",2024-02-14 21:30:12.224,t0013@sreflect
1036,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707964205.853;1707964207.999"",""__user_triggered__"":""false""}",2024-02-14 21:30:07.999,t0018@sreflect
1037,"{""Q1"":""5"",""__name__"":""daily_weekday"",""RespTime_0"":""1707966240.776;1707966245.336"",""__user_triggered__"":""false""}",2024-02-14 22:04:05.335,t0020@sreflect
1038,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707966942.187;1707966945.518"",""__user_triggered__"":""false""}",2024-02-14 22:15:45.517,t0003@sreflect
1039,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707967737.800;1707967738.823"",""__user_triggered__"":""false""}",2024-02-14 22:28:58.822,t0007@sreflect
