,Unnamed: 0,data,day,uid,data_test,Q2_question,Q2_response
1077,1077,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708019377.926;1708019380.472"",""Q2: A morning well spent chatting at a friend's place can really set the tone for the day!"":""👍"",""__user_triggered__"":""false""}",2024-02-15 12:49:40.473,t0004@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708019377.926;1708019380.472', ""Q2: A morning well spent chatting at a friend's place can really set the tone for the day!"": '👍', '__user_triggered__': 'false'}",A morning well spent chatting at a friend's place can really set the tone for the day!,👍
1078,1078,"{""Q2: Balancing screen time with in-person chats this morning could've made your day brighter! 👍👎"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708019608.795;1708019610.698"",""__user_triggered__"":""false""}",2024-02-15 12:53:30.697,t0005@sreflect,"{""Q2: Balancing screen time with in-person chats this morning could've made your day brighter! 👍👎"": '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708019608.795;1708019610.698', '__user_triggered__': 'false'}",Balancing screen time with in-person chats this morning could've made your day brighter! 👍👎,👍
1079,1079,"{""Q2: Switching between a leisurely morning at home and staying connected seems like your jam today!"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708018204.606;1708018206.502"",""__user_triggered__"":""false""}",2024-02-15 12:30:06.502,t0012@sreflect,"{'Q2: Switching between a leisurely morning at home and staying connected seems like your jam today!': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708018204.606;1708018206.502', '__user_triggered__': 'false'}",Switching between a leisurely morning at home and staying connected seems like your jam today!,👍
1080,1080,"{""__name__"":""weekday_nudge_morning"",""Q2: Exploring different spots on campus this morning surely keeps things interesting!"":""👎"",""RespTime_0"":""1708019485.059;1708019489.705"",""__user_triggered__"":""false""}",2024-02-15 12:51:29.706,t0014@sreflect,"{'__name__': 'weekday_nudge_morning', 'Q2: Exploring different spots on campus this morning surely keeps things interesting!': '👎', 'RespTime_0': '1708019485.059;1708019489.705', '__user_triggered__': 'false'}",Exploring different spots on campus this morning surely keeps things interesting!,👎
1082,1082,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708020263.295;1708020267.450"",""Q2: Morning campus exploration paired with a bit of learning seems like today's theme! 👎 if not."":""👍"",""__user_triggered__"":""false""}",2024-02-15 13:04:27.450,t0007@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708020263.295;1708020267.450', ""Q2: Morning campus exploration paired with a bit of learning seems like today's theme! 👎 if not."": '👍', '__user_triggered__': 'false'}",Morning campus exploration paired with a bit of learning seems like today's theme! 👎 if not.,👍
1083,1083,"{""Q2: Morning multitasking with both screen and the real world might have kicked your brain into high gear!"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708022044,852;1708022049,933"",""__user_triggered__"":""false""}",2024-02-15 13:34:09.934,t0008@sreflect,"{'Q2: Morning multitasking with both screen and the real world might have kicked your brain into high gear!': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708022044,852;1708022049,933', '__user_triggered__': 'false'}",Morning multitasking with both screen and the real world might have kicked your brain into high gear!,👍
1084,1084,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708021806.521;1708021810.451"",""Q2: Started your morning weaving through interesting conversations and places, I see! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-15 13:30:10.450,t0013@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708021806.521;1708021810.451', 'Q2: Started your morning weaving through interesting conversations and places, I see! 👍👎': '👍', '__user_triggered__': 'false'}","Started your morning weaving through interesting conversations and places, I see! 👍👎",👍
1085,1085,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708022752.433;1708022756.102"",""__user_triggered__"":""false"",""Q2: Caught up on screen time this morning? Remember to blink and take screen breaks! 👍👎"":""👍""}",2024-02-15 13:45:56.102,t0020@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708022752.433;1708022756.102', '__user_triggered__': 'false', 'Q2: Caught up on screen time this morning? Remember to blink and take screen breaks! 👍👎': '👍'}",Caught up on screen time this morning? Remember to blink and take screen breaks! 👍👎,👍
1096,1096,"{""Q2: Hopping between social and communication apps kept you pretty engaged this morning!"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708029962.382;1708029964.490"",""__user_triggered__"":""false""}",2024-02-15 13:46:04.490,t0009@sreflect,"{'Q2: Hopping between social and communication apps kept you pretty engaged this morning!': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708029962.382;1708029964.490', '__user_triggered__': 'false'}",Hopping between social and communication apps kept you pretty engaged this morning!,👍
1152,1152,"{""Q2: Switching up your scene this morning might have sparked some creativity! 👍👎"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708104729.566;1708104732.722"",""__user_triggered__"":""false""}",2024-02-16 12:32:12.721,t0003@sreflect,"{'Q2: Switching up your scene this morning might have sparked some creativity! 👍👎': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708104729.566;1708104732.722', '__user_triggered__': 'false'}",Switching up your scene this morning might have sparked some creativity! 👍👎,👍
1153,1153,"{""Q2: Seems like your dorm was the hub of activity for you this morning!"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708104935.557;1708104942.814"",""__user_triggered__"":""false""}",2024-02-16 12:35:42.815,t0004@sreflect,"{'Q2: Seems like your dorm was the hub of activity for you this morning!': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708104935.557;1708104942.814', '__user_triggered__': 'false'}",Seems like your dorm was the hub of activity for you this morning!,👍
1154,1154,"{""Q2: Hopping between apps might be the digital version of a morning stretch! 👍 or 👎?"":""👎"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708104604,100;1708104610,261"",""__user_triggered__"":""false""}",2024-02-16 12:30:10.262,t0011@sreflect,"{'Q2: Hopping between apps might be the digital version of a morning stretch! 👍 or 👎?': '👎', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708104604,100;1708104610,261', '__user_triggered__': 'false'}",Hopping between apps might be the digital version of a morning stretch! 👍 or 👎?,👎
1155,1155,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708104609.154;1708104613.295"",""Q2: Exploring new spots around campus this morning can be quite the adventure! 🗺️🚶‍♂️"":""👍"",""__user_triggered__"":""false""}",2024-02-16 12:30:13.296,t0019@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708104609.154;1708104613.295', 'Q2: Exploring new spots around campus this morning can be quite the adventure! 🗺️🚶\u200d♂️': '👍', '__user_triggered__': 'false'}",Exploring new spots around campus this morning can be quite the adventure! 🗺️🚶‍♂️,👍
1157,1157,"{""Q2: Chilled at the dorm this morning and kept the phone buzzing, right?"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708104633.783;1708104636.344"",""__user_triggered__"":""false""}",2024-02-16 12:30:36.345,t0002@sreflect,"{'Q2: Chilled at the dorm this morning and kept the phone buzzing, right?': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708104633.783;1708104636.344', '__user_triggered__': 'false'}","Chilled at the dorm this morning and kept the phone buzzing, right?",👍
1158,1158,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708104658.906;1708104664.100"",""Q2: Catching up on screen time this morning might have sparked some productivity!"":""👍"",""__user_triggered__"":""false""}",2024-02-16 12:31:04.099,t0005@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708104658.906;1708104664.100', 'Q2: Catching up on screen time this morning might have sparked some productivity!': '👍', '__user_triggered__': 'false'}",Catching up on screen time this morning might have sparked some productivity!,👍
1159,1159,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708104757.046;1708104760.909"",""Q2: Had some lively interactions on social apps to kickstart the morning!"":""👍"",""__user_triggered__"":""false""}",2024-02-16 12:32:40.910,t0006@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708104757.046;1708104760.909', 'Q2: Had some lively interactions on social apps to kickstart the morning!': '👍', '__user_triggered__': 'false'}",Had some lively interactions on social apps to kickstart the morning!,👍
1160,1160,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708106145.039;1708106148.036"",""Q2: Kicked off the morning with a change of scenery today - fresh perspectives! 👍 or 👎?"":""👍"",""__user_triggered__"":""false""}",2024-02-16 12:55:48.036,t0010@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708106145.039;1708106148.036', 'Q2: Kicked off the morning with a change of scenery today - fresh perspectives! 👍 or 👎?': '👍', '__user_triggered__': 'false'}",Kicked off the morning with a change of scenery today - fresh perspectives! 👍 or 👎?,👍
1161,1161,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708104751.949;1708104755.247"",""Q2: Navigating through different scenes this morning must be refreshing!"":""👍"",""__user_triggered__"":""false""}",2024-02-16 12:32:35.247,t0014@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708104751.949;1708104755.247', 'Q2: Navigating through different scenes this morning must be refreshing!': '👍', '__user_triggered__': 'false'}",Navigating through different scenes this morning must be refreshing!,👍
1162,1162,"{""Q2: Morning multitasking seems to be your jam today!"":""👎"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708105265.011;1708105268.907"",""__user_triggered__"":""false""}",2024-02-16 12:41:08.907,t0018@sreflect,"{'Q2: Morning multitasking seems to be your jam today!': '👎', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708105265.011;1708105268.907', '__user_triggered__': 'false'}",Morning multitasking seems to be your jam today!,👎
1163,1163,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708107211.195;1708107213.470"",""Q2: Mornings like these are perfect for quiet time at your dorm, aren't they? 👎 if you disagree."":""👎"",""__user_triggered__"":""false""}",2024-02-16 13:13:33.470,t0007@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708107211.195;1708107213.470', ""Q2: Mornings like these are perfect for quiet time at your dorm, aren't they? 👎 if you disagree."": '👎', '__user_triggered__': 'false'}","Mornings like these are perfect for quiet time at your dorm, aren't they? 👎 if you disagree.",👎
1164,1164,"{""Q2: Switching between study spots and home this morning must have kept things fresh!"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708108525,122;1708108530,635"",""__user_triggered__"":""false""}",2024-02-16 13:35:30.634,t0008@sreflect,"{'Q2: Switching between study spots and home this morning must have kept things fresh!': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708108525,122;1708108530,635', '__user_triggered__': 'false'}",Switching between study spots and home this morning must have kept things fresh!,👍
1165,1165,"{""Q2: Starting off your morning with a cozy stay in one spot and engaging in some online socializing? 👍👎"":""👎"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708106430.601;1708106437.942"",""__user_triggered__"":""false""}",2024-02-16 13:00:37.943,t0016@sreflect,"{'Q2: Starting off your morning with a cozy stay in one spot and engaging in some online socializing? 👍👎': '👎', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708106430.601;1708106437.942', '__user_triggered__': 'false'}",Starting off your morning with a cozy stay in one spot and engaging in some online socializing? 👍👎,👎
1166,1166,"{""Q2: Seems like you balanced still time with a bit of running this morning! 👍👎"":""👎"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708106380.638;1708106387.447"",""__user_triggered__"":""false""}",2024-02-16 12:59:47.447,t0020@sreflect,"{'Q2: Seems like you balanced still time with a bit of running this morning! 👍👎': '👎', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708106380.638;1708106387.447', '__user_triggered__': 'false'}",Seems like you balanced still time with a bit of running this morning! 👍👎,👎
1167,1167,"{""Q2: Chilled at home while catching up through messages could sum up your morning!"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708107134.724;1708107136.961"",""__user_triggered__"":""false""}",2024-02-16 13:12:16.960,t0012@sreflect,"{'Q2: Chilled at home while catching up through messages could sum up your morning!': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708107134.724;1708107136.961', '__user_triggered__': 'false'}",Chilled at home while catching up through messages could sum up your morning!,👍
1169,1169,"{""__name__"":""weekday_nudge_morning"",""Q2: Social and chat apps probably made your morning fly by!"":""👍"",""RespTime_0"":""1708112550.371;1708112553.425"",""__user_triggered__"":""false""}",2024-02-16 12:42:33.424,t0009@sreflect,"{'__name__': 'weekday_nudge_morning', 'Q2: Social and chat apps probably made your morning fly by!': '👍', 'RespTime_0': '1708112550.371;1708112553.425', '__user_triggered__': 'false'}",Social and chat apps probably made your morning fly by!,👍
1239,1239,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708191201.189;1708191202.926"",""__user_triggered__"":""false"",""Q2: Switching between a handful of spots might have kept your morning dynamic! 👍👎"":""👎""}",2024-02-17 12:33:22.926,t0005@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708191201.189;1708191202.926', '__user_triggered__': 'false', 'Q2: Switching between a handful of spots might have kept your morning dynamic! 👍👎': '👎'}",Switching between a handful of spots might have kept your morning dynamic! 👍👎,👎
1240,1240,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708191264,936;1708191269,391"",""Q2: Balancing screen time with real-world chats this morning may have been quite the juggling act!"":""👍"",""__user_triggered__"":""false""}",2024-02-17 12:34:29.391,t0008@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708191264,936;1708191269,391', 'Q2: Balancing screen time with real-world chats this morning may have been quite the juggling act!': '👍', '__user_triggered__': 'false'}",Balancing screen time with real-world chats this morning may have been quite the juggling act!,👍
1241,1241,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708191110.811;1708191112.442"",""Q2: Looks like your favorite spot today provided a good mix of chats and screen time this morning! 👍 or 👎?"":""👍"",""__user_triggered__"":""false""}",2024-02-17 12:31:52.443,t0010@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708191110.811;1708191112.442', 'Q2: Looks like your favorite spot today provided a good mix of chats and screen time this morning! 👍 or 👎?': '👍', '__user_triggered__': 'false'}",Looks like your favorite spot today provided a good mix of chats and screen time this morning! 👍 or 👎?,👍
1242,1242,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708191073.602;1708191079.043"",""Q2: Morning catch-ups via your social and communication apps might've been your focus today!"":""👎"",""__user_triggered__"":""false""}",2024-02-17 12:31:19.043,t0012@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708191073.602;1708191079.043', ""Q2: Morning catch-ups via your social and communication apps might've been your focus today!"": '👎', '__user_triggered__': 'false'}",Morning catch-ups via your social and communication apps might've been your focus today!,👎
1243,1243,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708191059.791;1708191065.507"",""__user_triggered__"":""false"",""Q2: Mixing things up with your location choices might have spiced up your morning! 👍👎"":""👍""}",2024-02-17 12:31:05.507,t0016@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708191059.791;1708191065.507', '__user_triggered__': 'false', 'Q2: Mixing things up with your location choices might have spiced up your morning! 👍👎': '👍'}",Mixing things up with your location choices might have spiced up your morning! 👍👎,👍
1244,1244,"{""Q2: This morning involved some quality one-on-one conversation time, pretty sure about that!"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708191065.197;1708191067.761"",""__user_triggered__"":""false""}",2024-02-17 12:31:07.762,t0018@sreflect,"{'Q2: This morning involved some quality one-on-one conversation time, pretty sure about that!': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708191065.197;1708191067.761', '__user_triggered__': 'false'}","This morning involved some quality one-on-one conversation time, pretty sure about that!",👍
1246,1246,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708191019.329;1708191021.880"",""__user_triggered__"":""false"",""Q2: Seems like you were quite rooted to a spot this morning! 👍👎"":""👍""}",2024-02-17 12:30:21.880,t0020@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708191019.329;1708191021.880', '__user_triggered__': 'false', 'Q2: Seems like you were quite rooted to a spot this morning! 👍👎': '👍'}",Seems like you were quite rooted to a spot this morning! 👍👎,👍
1247,1247,"{""__name__"":""weekday_nudge_morning"",""Q2: Dorm life had you settled in one cozy spot with your screen this morning, huh?"":""👍"",""RespTime_0"":""1708191339.991;1708191342.394"",""__user_triggered__"":""false""}",2024-02-17 12:35:42.394,t0002@sreflect,"{'__name__': 'weekday_nudge_morning', 'Q2: Dorm life had you settled in one cozy spot with your screen this morning, huh?': '👍', 'RespTime_0': '1708191339.991;1708191342.394', '__user_triggered__': 'false'}","Dorm life had you settled in one cozy spot with your screen this morning, huh?",👍
1248,1248,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708191003.104;1708191005.319"",""Q2: Chats at a friend's dorm in the morning are like fuel for a productive day, right?"":""👍"",""__user_triggered__"":""false""}",2024-02-17 12:30:05.319,t0004@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708191003.104;1708191005.319', ""Q2: Chats at a friend's dorm in the morning are like fuel for a productive day, right?"": '👍', '__user_triggered__': 'false'}","Chats at a friend's dorm in the morning are like fuel for a productive day, right?",👍
1249,1249,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708191817.011;1708191821.438"",""__user_triggered__"":""false"",""Q2: Morning spent at a single favorite spot with your phone keeping you company, sounds cozy! 👍 or 👎?"":""👍""}",2024-02-17 12:43:41.437,t0006@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708191817.011;1708191821.438', '__user_triggered__': 'false', 'Q2: Morning spent at a single favorite spot with your phone keeping you company, sounds cozy! 👍 or 👎?': '👍'}","Morning spent at a single favorite spot with your phone keeping you company, sounds cozy! 👍 or 👎?",👍
1250,1250,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708192498.671;1708192502.039"",""__user_triggered__"":""false"",""Q2: Your morning might have included a cozy stay-in at one place today, cozy!"":""👎""}",2024-02-17 12:55:02.039,t0014@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708192498.671;1708192502.039', '__user_triggered__': 'false', 'Q2: Your morning might have included a cozy stay-in at one place today, cozy!': '👎'}","Your morning might have included a cozy stay-in at one place today, cozy!",👎
1251,1251,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708191033.854;1708191038.178"",""Q2: Looks like your feet have carried you to a new favorite spot on campus this morning! 🧭🍃"":""👎"",""__user_triggered__"":""false""}",2024-02-17 12:30:38.180,t0019@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708191033.854;1708191038.178', 'Q2: Looks like your feet have carried you to a new favorite spot on campus this morning! 🧭🍃': '👎', '__user_triggered__': 'false'}",Looks like your feet have carried you to a new favorite spot on campus this morning! 🧭🍃,👎
1252,1252,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708192809.249;1708192811.925"",""Q2: Sitting tight in one spot might have boosted your focus this morning!"":""👍"",""__user_triggered__"":""false""}",2024-02-17 13:00:11.926,t0003@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708192809.249;1708192811.925', 'Q2: Sitting tight in one spot might have boosted your focus this morning!': '👍', '__user_triggered__': 'false'}",Sitting tight in one spot might have boosted your focus this morning!,👍
1253,1253,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708192217.770;1708192223.410"",""Q2: A burst of fresh air might have mixed well with scrolling through your social feeds this morning, huh? 👎 if it didn't."":""👎"",""__user_triggered__"":""false""}",2024-02-17 12:50:23.410,t0007@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708192217.770;1708192223.410', ""Q2: A burst of fresh air might have mixed well with scrolling through your social feeds this morning, huh? 👎 if it didn't."": '👎', '__user_triggered__': 'false'}","A burst of fresh air might have mixed well with scrolling through your social feeds this morning, huh? 👎 if it didn't.",👎
1254,1254,"{""Q2: A homely morning with screens and chats seems like your cozy start to the day!"":""👎"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708193413,255;1708193417,281"",""__user_triggered__"":""false""}",2024-02-17 13:10:17.282,t0011@sreflect,"{'Q2: A homely morning with screens and chats seems like your cozy start to the day!': '👎', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708193413,255;1708193417,281', '__user_triggered__': 'false'}",A homely morning with screens and chats seems like your cozy start to the day!,👎
1255,1255,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708195827,251;1708195830,416"",""__user_triggered__"":""false"",""Q2: Looks like you balanced stillness with some activity this morning!"":""👍""}",2024-02-17 13:50:30.415,t0022@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708195827,251;1708195830,416', '__user_triggered__': 'false', 'Q2: Looks like you balanced stillness with some activity this morning!': '👍'}",Looks like you balanced stillness with some activity this morning!,👍
1269,1269,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708202430.441;1708202431.922"",""Q2: Enjoying some entertainment apps this morning probably gave your day a vibrant start!"":""👍"",""__user_triggered__"":""false""}",2024-02-17 13:40:31.921,t0009@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708202430.441;1708202431.922', 'Q2: Enjoying some entertainment apps this morning probably gave your day a vibrant start!': '👍', '__user_triggered__': 'false'}",Enjoying some entertainment apps this morning probably gave your day a vibrant start!,👍
1417,1417,"{""Q2: A morning of staying in and social scrolling sounds pretty chill! 👍👎"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708363838.454;1708363845.243"",""__user_triggered__"":""false""}",2024-02-19 12:30:45.243,t0003@sreflect,"{'Q2: A morning of staying in and social scrolling sounds pretty chill! 👍👎': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708363838.454;1708363845.243', '__user_triggered__': 'false'}",A morning of staying in and social scrolling sounds pretty chill! 👍👎,👍
1418,1418,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708363811.493;1708363813.226"",""Q2: Exploring different spots around campus keeps things interesting! 👍 or 👎?"":""👍"",""__user_triggered__"":""false""}",2024-02-19 12:30:13.226,t0004@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708363811.493;1708363813.226', 'Q2: Exploring different spots around campus keeps things interesting! 👍 or 👎?': '👍', '__user_triggered__': 'false'}",Exploring different spots around campus keeps things interesting! 👍 or 👎?,👍
1419,1419,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708364144.920;1708364149.238"",""__user_triggered__"":""false"",""Q2: Your morning must have had you cozily tucked at home for a bit before venturing out! 👍👎"":""👍""}",2024-02-19 12:35:49.237,t0005@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708364144.920;1708364149.238', '__user_triggered__': 'false', 'Q2: Your morning must have had you cozily tucked at home for a bit before venturing out! 👍👎': '👍'}",Your morning must have had you cozily tucked at home for a bit before venturing out! 👍👎,👍
1420,1420,"{""__name__"":""weekday_nudge_morning"",""Q2: Exploring a couple of spots with your phone might have been a sweet change of scenery this morning!"":""👍"",""RespTime_0"":""1708364123.301;1708364129.334"",""__user_triggered__"":""false""}",2024-02-19 12:35:29.335,t0006@sreflect,"{'__name__': 'weekday_nudge_morning', 'Q2: Exploring a couple of spots with your phone might have been a sweet change of scenery this morning!': '👍', 'RespTime_0': '1708364123.301;1708364129.334', '__user_triggered__': 'false'}",Exploring a couple of spots with your phone might have been a sweet change of scenery this morning!,👍
1421,1421,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708364252.168;1708364255.924"",""__user_triggered__"":""false"",""Q2: Your screen might have kept you busier than your sneakers this morning! 👎 if sneakers won."":""👍""}",2024-02-19 12:37:35.924,t0007@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708364252.168;1708364255.924', '__user_triggered__': 'false', 'Q2: Your screen might have kept you busier than your sneakers this morning! 👎 if sneakers won.': '👍'}",Your screen might have kept you busier than your sneakers this morning! 👎 if sneakers won.,👍
1422,1422,"{""__name__"":""weekday_nudge_morning"",""Q2: Exploring new spots this morning could have sparked some inspiration!"":""👎"",""RespTime_0"":""1708363806,197;1708363808,981"",""__user_triggered__"":""false""}",2024-02-19 12:30:08.980,t0011@sreflect,"{'__name__': 'weekday_nudge_morning', 'Q2: Exploring new spots this morning could have sparked some inspiration!': '👎', 'RespTime_0': '1708363806,197;1708363808,981', '__user_triggered__': 'false'}",Exploring new spots this morning could have sparked some inspiration!,👎
1423,1423,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708363803.485;1708363805.965"",""__user_triggered__"":""false"",""Q2: Balanced your morning with some in-person chats and manageable screen time? 👍 or 👎"":""👍""}",2024-02-19 12:30:05.964,t0012@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708363803.485;1708363805.965', '__user_triggered__': 'false', 'Q2: Balanced your morning with some in-person chats and manageable screen time? 👍 or 👎': '👍'}",Balanced your morning with some in-person chats and manageable screen time? 👍 or 👎,👍
1424,1424,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708363813.503;1708363816.585"",""__user_triggered__"":""false"",""Q2: Seems like you've found a nice balance between screen time and connecting with others this morning!"":""👍""}",2024-02-19 12:30:16.585,t0014@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708363813.503;1708363816.585', '__user_triggered__': 'false', ""Q2: Seems like you've found a nice balance between screen time and connecting with others this morning!"": '👍'}",Seems like you've found a nice balance between screen time and connecting with others this morning!,👍
1425,1425,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708363803.694;1708363809.695"",""Q2: Taking a little stroll between study spots this morning paid off with some fresh ideas, didn't it?"":""👍"",""__user_triggered__"":""false""}",2024-02-19 12:30:09.694,t0015@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708363803.694;1708363809.695', ""Q2: Taking a little stroll between study spots this morning paid off with some fresh ideas, didn't it?"": '👍', '__user_triggered__': 'false'}","Taking a little stroll between study spots this morning paid off with some fresh ideas, didn't it?",👍
1426,1426,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708364923.332;1708364927.402"",""Q2: Enjoyed time in different spots across the campus this morning? 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-19 12:48:47.403,t0020@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1708364923.332;1708364927.402', 'Q2: Enjoyed time in different spots across the campus this morning? 👍👎': '👍', '__user_triggered__': 'false'}",Enjoyed time in different spots across the campus this morning? 👍👎,👍
1427,1427,"{""Q2: Finding that perfect spot in the dorm to chill with your phone this morning felt just right, didn't it?"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708364410.338;1708364413.528"",""__user_triggered__"":""false""}",2024-02-19 12:40:13.528,t0002@sreflect,"{""Q2: Finding that perfect spot in the dorm to chill with your phone this morning felt just right, didn't it?"": '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708364410.338;1708364413.528', '__user_triggered__': 'false'}","Finding that perfect spot in the dorm to chill with your phone this morning felt just right, didn't it?",👍
1428,1428,"{""Q2: Exploring different places this morning was probably a refreshing change of scenery."":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1708364845.605;1708364847.202"",""__user_triggered__"":""false""}",2024-02-19 12:47:27.201,t0010@sreflect,"{'Q2: Exploring different places this morning was probably a refreshing change of scenery.': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1708364845.605;1708364847.202', '__user_triggered__': 'false'}",Exploring different places this morning was probably a refreshing change of scenery.,👍
