,data,day,uid
159,"[""Text"",""Your gym visits are up. What's new in your workout routine, and how does it impact your day?"",""Who's someone you met in person lately? Describe one positive takeaway from that interaction."",""Your gym visits are up. What's new in your workout routine, and how does it impact your day?""]",2024-02-07 22:39:20.470,t0007@sreflect
160,"[""Text"",""Your screen interactions have gone up recently. Can you identify a positive interaction you had online today?"",""Noticing a shift toward texting, how does this change in communication style affect your sense of connection?"",""Your screen interactions have gone up recently. Can you identify a positive interaction you had online today?""]",2024-02-07 23:17:41.007,t0002@sreflect
161,"[""Audio"",""You're enjoying more walks lately! How has this shift contributed to your social interactions?"",""Your walks have become more frequent lately. How do they align with your day's highlights or challenges?"",""You're enjoying more walks lately! How has this shift contributed to your social interactions?""]",2024-02-08 14:37:55.638,test5@sreflect
162,"[""Audio"",""You're enjoying more walks lately! How has this shift contributed to your social interactions?"",""Your walks have become more frequent lately. How do they align with your day's highlights or challenges?"",""You're enjoying more walks lately! How has this shift contributed to your social interactions?""]",2024-02-08 14:37:57.328,test5@sreflect
163,"[""Audio"",""You're enjoying more walks lately! How has this shift contributed to your social interactions?"",""Your walks have become more frequent lately. How do they align with your day's highlights or challenges?"",""You're enjoying more walks lately! How has this shift contributed to your social interactions?""]",2024-02-08 15:54:32.464,test5@sreflect
164,"[""Audio"",""Your recent trend shows increased screen time and use of social apps. How might you plan a tech-free activity to enrich your day?"",""Reflecting more time at home, could you design a short evening routine to enhance both your sleep and offline relaxation?"",""Your recent trend shows increased screen time and use of social apps. How might you plan a tech-free activity to enrich your day?""]",2024-02-08 21:05:01.786,t0012@sreflect
165,"[""Audio"",""Noticed you're spending less time on calls and meetings. How might a short catch-up with someone today add to your vibe?"",""Who brightened your day recently, and how could you thank them?"",""Noticed you're spending less time on calls and meetings. How might a short catch-up with someone today add to your vibe?""]",2024-02-08 20:54:56.914,t0015@sreflect
166,"[""Text"",""Your screen time and unlocks have spiked. What offline activity could reduce your digital footprint while maintaining productivity?"",""You're investing more time in face-to-face chats, which is great. How do these interactions enrich your day?"",""Your screen time and unlocks have spiked. What offline activity could reduce your digital footprint while maintaining productivity?""]",2024-02-08 21:02:37.334,t0004@sreflect
167,"[""Audio"",""With less screen time lately, what new hobbies or activities are filling up your day?"",""It seems you've spent less time at the gym lately. What's one positive change you can make to include more fitness into your week?"",""With less screen time lately, what new hobbies or activities are filling up your day?""]",2024-02-08 21:18:17.563,t0016@sreflect
168,"[""Text"",""You've been cozy in your dorm more lately. How about starting your day with a stretch or a short walk to mix things up?"",""Noticed fewer calls but more visits to places lately. Reflect on somewhere new you explored and how it felt to switch up your routine."",""You've been cozy in your dorm more lately. How about starting your day with a stretch or a short walk to mix things up?""]",2024-02-08 21:21:39.773,t0002@sreflect
169,"[""Text"",""You've been moving more lately. How has the increase in walks influenced your daily energy levels?"",""Notice how screen time has gone up yet your digitized chats dipped. Which unplugged activities could replace some screen time today?"",""You've been moving more lately. How has the increase in walks influenced your daily energy levels?""]",2024-02-08 21:10:53.009,t0006@sreflect
170,"[""Text"",""With your recent boost in screen time, what's one less vital app you might curb to enhance your focus or rest?"",""Your walks have been more frequent. How does this change in routine reflect on your day and mood?"",""With your recent boost in screen time, what's one less vital app you might curb to enhance your focus or rest?""]",2024-02-08 21:12:30.434,t0010@sreflect
171,"[""Audio"",""Walking more and visiting new spots seems to be your latest trend. Reflecting on these walks, what thoughts or feelings surfaced in these fresh settings?"",""Your phone unlocks have gone up, hinting at more checking in. How can these moments be tuned to refocus on restful sleep?"",""Walking more and visiting new spots seems to be your latest trend. Reflecting on these walks, what thoughts or feelings surfaced in these fresh settings?""]",2024-02-08 21:40:58.661,t0001@sreflect
172,"[""Text"",""Your running has really picked up! How does integrating more dynamic movement shape your day and mood?"",""Notice any moments today when the support of friends brought you comfort or a smile?"",""Your running has really picked up! How does integrating more dynamic movement shape your day and mood?""]",2024-02-08 21:53:29.931,t0003@sreflect
173,"[""Text"",""Your recent trends show a shift towards texting. How is this change impacting your daily life and connections?"",""Your recent trend shows more SMS interactions. Who did you reach out to today and how did it uplift your mood?"",""Your recent trends show a shift towards texting. How is this change impacting your daily life and connections?""]",2024-02-08 21:57:16.698,t0009@sreflect
174,"[""Text"",""Noticing a hike in social app usage, how have these platforms helped or distracted from your academic goals?"",""Noticing a lot of indoor time lately, what's one indoor hobby you've ramped up, and how does it fit into your routine?"",""Noticing a hike in social app usage, how have these platforms helped or distracted from your academic goals?""]",2024-02-08 22:03:12.966,t0011@sreflect
175,"[""Text"",""Reflecting on your digital leaps, could a new app or habit be eating into your sleep routine?"",""With your phone being more of a social hub lately, how has this shift impacted your daily routine?"",""Reflecting on your digital leaps, could a new app or habit be eating into your sleep routine?""]",2024-02-08 22:05:12.788,t0013@sreflect
176,"[""Text"",""Your screen time's steady, but unlocks and social app use soared. How might moderating these affect tomorrow's focus?"",""You're reaching out less by phone. What's one new meaningful in-person interaction you've had?"",""Your screen time's steady, but unlocks and social app use soared. How might moderating these affect tomorrow's focus?""]",2024-02-08 22:11:21.950,t0007@sreflect
177,"[""Text"",""You've been exploring more places recently! How does being in different environments impact your energy and mood?"",""You've been exploring more places lately. Think of one spot that boosted your mood and how you might infuse that vibe into your daily routine."",""You've been exploring more places recently! How does being in different environments impact your energy and mood?""]",2024-02-08 22:18:38.012,t0008@sreflect
178,"[""Text"",""Exploring new places seems to be on the rise for you! What's a standout spot you've discovered and how has it impacted your social vibes?"",""Seeking joy in the little things, have any impromptu interactions lately brought a smile to your face?"",""Exploring new places seems to be on the rise for you! What's a standout spot you've discovered and how has it impacted your social vibes?""]",2024-02-08 22:31:02.221,t0005@sreflect
179,"[""Text"",""Reflect on one positive thing that brings you comfort before sleep. How can you include it in your nightly routine?"",""Noticed you're spending less time on calls and meetings. How might a short catch-up with someone today add to your vibe?"",""Reflect on one positive thing that brings you comfort before sleep. How can you include it in your nightly routine?""]",2024-02-09 19:03:00.056,t0015@sreflect
180,"[""Audio"",""Your in-person chatter has spiked. Can you share why and how this shift in conversation style has benefited your social life?"",""Noting a shift towards in-person interactions, consider why you're choosing this over digital communication lately. What are you gaining from it?"",""Your in-person chatter has spiked. Can you share why and how this shift in conversation style has benefited your social life?""]",2024-02-09 20:31:59.950,t0016@sreflect
181,"[""Text"",""Your walk time is up! What's the most refreshing route you've taken recently?"",""With fewer phone calls, what's one in-person interaction that brought value to your day?"",""Your walk time is up! What's the most refreshing route you've taken recently?""]",2024-02-09 21:02:16.326,t0004@sreflect
182,"[""Audio"",""Your in-person chatter has spiked. Can you share why and how this shift in conversation style has benefited your social life?"",""Noting a shift towards in-person interactions, consider why you're choosing this over digital communication lately. What are you gaining from it?"",""Your in-person chatter has spiked. Can you share why and how this shift in conversation style has benefited your social life?""]",2024-02-09 21:04:44.486,t0016@sreflect
183,"[""Text"",""Your frequent spots have changed recently. Reflect on your favorite new find and what it adds to your day."",""Your increased walking and explorations are interesting, any new favorite routes or sceneries that uplifted your day?"",""Your frequent spots have changed recently. Reflect on your favorite new find and what it adds to your day.""]",2024-02-09 21:02:32.178,t0011@sreflect
184,"[""Text"",""With conversations and social engagements up, how might including a gym buddy enhance your fitness routine and mood?"",""Your recent boosts in real-life chats are impressive! How do these convos benefit you compared to digital ones?"",""With conversations and social engagements up, how might including a gym buddy enhance your fitness routine and mood?""]",2024-02-09 21:12:56.798,t0005@sreflect
185,"[""Text"",""Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?"",""Notice any change in your mood after fewer calls and meetups contrasted with more social app usage?"",""Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?""]",2024-02-09 22:03:35.316,t0006@sreflect
186,"[""Text"",""Noticing fewer calls and texts lately, have in-person chats or solitary activities filled the gap? How's that shaping your day?"",""Your walks are on the rise lately. Recall a recent walk and share how it lifted your spirits or offered a fresh perspective."",""Noticing fewer calls and texts lately, have in-person chats or solitary activities filled the gap? How's that shaping your day?""]",2024-02-09 22:18:46.335,t0008@sreflect
187,"[""Text"",""Reflecting on a recent day, can you spot a pattern that links your screen time and sleep routine, and how might you tweak it for better rest?"",""Your increased screen time seems to be squeezing out your Z's. What's one night routine to adopt for better sleep tonight?"",""Reflecting on a recent day, can you spot a pattern that links your screen time and sleep routine, and how might you tweak it for better rest?""]",2024-02-09 21:52:32.519,t0010@sreflect
188,"[""Text"",""Reflecting on your digital habits, what's one book you've wanted to read but haven't started yet?"",""You've been spending more time at home lately. Can you think of a healthy new habit to start there?"",""Reflecting on your digital habits, what's one book you've wanted to read but haven't started yet?""]",2024-02-09 21:57:00.964,t0012@sreflect
189,"[""Text"",""Seems like your phone's become quieter recently. How do you plan to re-engage with your social circle today?"",""Noticing you're spending more time at home, could exploring a new route for a walk add a spark of novelty to your day?"",""Seems like your phone's become quieter recently. How do you plan to re-engage with your social circle today?""]",2024-02-09 22:37:24.062,t0013@sreflect
190,"[""Text"",""Your digital habits look quite dynamic! Could refining your screen time routine help with sleep or enhance tomorrow's productivity?"",""Noticed fewer outings and diminished walking lately. Which activities can align with your fitness goals while also enjoying the outdoors?"",""Your digital habits look quite dynamic! Could refining your screen time routine help with sleep or enhance tomorrow's productivity?""]",2024-02-09 23:43:19.622,t0007@sreflect
191,"[""Text"",""You're exploring more places lately! How do exploring new locations influence your mood?"",""Exploring new spots, nice! Reflect on one place you visited recently and one way it uplifted your mood."",""You're exploring more places lately! How do exploring new locations influence your mood?""]",2024-02-09 23:24:24.510,t0009@sreflect
192,"[""Text"",""Reflecting on recent changes, how can swapping digital chatter for real-world convos enhance your well-being?"",""Reflecting on recent changes, how can swapping digital chatter for real-world convos enhance your well-being?"",""Reflecting on recent changes, how can swapping digital chatter for real-world convos enhance your well-being?""]",2024-02-10 00:34:43.296,t0003@sreflect
193,"[""Text"",""Describe the personal milestone that gave you the biggest boost this week, and how has it shaped your outlook? Keep thriving on your journey!"",""Reflect on a moment this week when you felt a sense of accomplishment. How has that shaped your outlook? Appreciate your resilience!"",""Describe the personal milestone that gave you the biggest boost this week, and how has it shaped your outlook? Keep thriving on your journey!""]",2024-02-10 20:17:31.020,t0016@sreflect
194,"[""Text"",""Reflect on a moment this week that brought a smile to your face. What can you learn from it? Thanks for sharing your light!"",""Reflect on a decision this week that led to a positive turn, and why it felt significant to you. Thanks for sharing, keep going!"",""Reflect on a moment this week that brought a smile to your face. What can you learn from it? Thanks for sharing your light!""]",2024-02-10 21:16:56.789,t0002@sreflect
195,"[""Text"",""Reflect on a recent resilient moment this week—how did that shape your perspective? Thanks for sharing your journey!"",""Reflect on how a recent academic challenge has honed your problem-solving skills. Thanks for sharing your journey!"",""Reflecting on recent changes, how can swapping digital chatter for real-world convos enhance your well-being?""]",2024-02-10 21:04:25.819,t0003@sreflect
196,"[""Text"",""Reflect on a study session that really clicked this week. Why do you think it went so well? Thanks for sharing, keep up the great work!"",""Reflect on the ways you've paced your studies and social time this week. How can tweaking this balance benefit next week's goals? Thanks for sharing your journey!"",""Reflect on a study session that really clicked this week. Why do you think it went so well? Thanks for sharing, keep up the great work!""]",2024-02-10 21:15:34.138,t0007@sreflect
197,"[""Text"",""Reflect on a challenge you overcame this week; how did it contribute to your sense of accomplishment? Cheers to your fortitude!"",""Reflect on a challenge from this week that you turned into a learning moment. What's your takeaway? Cheers for your insights!"",""Reflect on a challenge you overcame this week; how did it contribute to your sense of accomplishment? Cheers to your fortitude!""]",2024-02-10 21:12:00.026,t0008@sreflect
198,"[""Audio"",""What new insight did your academic challenges this week give you, and how has it fueled your personal growth? Keep embracing the journey! 🚀"",""Reflect on a recent academic challenge you overcame. How did you manage and what did you learn? Keep thriving, your journey is inspiring!"",""What new insight did your academic challenges this week give you, and how has it fueled your personal growth? Keep embracing the journey! 🚀""]",2024-02-10 21:31:26.444,t0001@sreflect
199,"[""Text"",""Reflect on a class or discussion from the past week that sparked new insights; how will you apply them? Keep exploring, you're doing great!"",""Reflect on a challenge you overcame this week and how it has equipped you for future hurdles. Thanks for sharing, keep soaring!"",""Reflect on a class or discussion from the past week that sparked new insights; how will you apply them? Keep exploring, you're doing great!""]",2024-02-10 21:12:42.565,t0004@sreflect
200,"[""Text"",""Reflect on a challenging task this week and how you tackled it. Thanks for sharing—keep shining!"",""Reflect on a recent challenge you overcame. How did it boost your confidence? Thanks for sharing your journey!"",""Reflect on a challenging task this week and how you tackled it. Thanks for sharing—keep shining!""]",2024-02-10 21:08:56.292,t0006@sreflect
201,"[""Text"",""Reflect on a recent hurdle in an academic or personal project this week. What was a key takeaway for you, and how might it shape your next steps? Keep shining!"",""Reflect on a class this week that sparked your curiosity and describe how it might shape your future discussions. Thanks for sharing your journey!"",""Reflect on a recent hurdle in an academic or personal project this week. What was a key takeaway for you, and how might it shape your next steps? Keep shining!""]",2024-02-10 22:17:10.627,t0005@sreflect
202,"[""Audio"",""Share a breakthrough moment from this week that made you proud, followed by a high-five to yourself for making it happen!"",""How did overcoming a recent challenge enrich your understanding of resilience this week? Keep up your insightful reflections!"",""Share a breakthrough moment from this week that made you proud, followed by a high-five to yourself for making it happen!""]",2024-02-10 22:36:07.759,t0012@sreflect
203,"[""Text"",""How did mastering your schedule this week directly impact your personal goals, and what's one tweak to try for next week? Remember, every small step counts!"",""What's one resilience skill you leaned on this week, and how did it help navigate your challenges? Remember, your growth is commendable. Keep going!"",""How did mastering your schedule this week directly impact your personal goals, and what's one tweak to try for next week? Remember, every small step counts!""]",2024-02-10 23:00:14.990,t0010@sreflect
204,"[""Text"",""Describe a challenge from the week and how it's shaped your perspective. Keep shining, your journey matters!"",""Describe a challenge from the week and how it's shaped your perspective. Keep shining, your journey matters!"",""Describe a challenge from the week and how it's shaped your perspective. Keep shining, your journey matters!""]",2024-02-11 00:58:09.427,t0011@sreflect
205,"[""Text"",""Reflect on a challenge from the week and your strategy to tackle it. How will you apply this to future obstacles? Thanks for sharing your journey!"",""Reflect on a challenge from the week and your strategy to tackle it. How will you apply this to future obstacles? Thanks for sharing your journey!"",""Reflect on a challenge from the week and your strategy to tackle it. How will you apply this to future obstacles? Thanks for sharing your journey!""]",2024-02-11 11:02:57.073,t0009@sreflect
206,"[""Audio"",""Describe the personal milestone that gave you the biggest boost this week, and how has it shaped your outlook? Keep thriving on your journey!"",""Describe the personal milestone that gave you the biggest boost this week, and how has it shaped your outlook? Keep thriving on your journey!"",""Describe the personal milestone that gave you the biggest boost this week, and how has it shaped your outlook? Keep thriving on your journey!""]",2024-02-11 12:54:15.345,t0016@sreflect
207,"[""Text"",""Your texts are up; calls are down. How does swapping out calls for texts align with your social goals this week?"",""You're calling friends more, yet in-person chats have dipped. Can you plan events to boost face-to-face time?"",""Your texts are up; calls are down. How does swapping out calls for texts align with your social goals this week?""]",2024-02-11 21:07:05.099,t0002@sreflect
208,"[""Text"",""You've stepped up your in-person interaction game! Think of one convo that really energized you this week—what was it about?"",""You've interacted more in person and visited new places last week. How does this shift affect your daily routine and feelings?"",""You've stepped up your in-person interaction game! Think of one convo that really energized you this week—what was it about?""]",2024-02-11 21:01:48.213,t0004@sreflect
209,"[""Text"",""Since you've been spending less time on your phone, what new interests have you explored or activities have you found joy in?"",""Your recent social and screen time have cooled off. Can you think of a new weekly habit that might boost your energy and connections?"",""Since you've been spending less time on your phone, what new interests have you explored or activities have you found joy in?""]",2024-02-11 21:17:31.667,t0010@sreflect
210,"[""Audio"",""Given your commitment to physical fitness, what's one small workout routine you plan to keep consistent in the upcoming week?"",""With your social interactions on the downswing last week, what's one way you could reconnect with your circle this coming week?"",""Given your commitment to physical fitness, what's one small workout routine you plan to keep consistent in the upcoming week?""]",2024-02-11 21:18:20.482,t0016@sreflect
211,"[""Audio"",""Given your commitment to physical fitness, what's one small workout routine you plan to keep consistent in the upcoming week?"",""With your social interactions on the downswing last week, what's one way you could reconnect with your circle this coming week?"",""Given your commitment to physical fitness, what's one small workout routine you plan to keep consistent in the upcoming week?""]",2024-02-11 21:16:39.293,t0016@sreflect
212,"[""Text"",""You've been reaching out more and spending less time at home—which place did you discover this week that lifted your spirits?"",""Your increased walking and gym time reflect an active lifestyle—how has this influenced your mood this past week?"",""You've been reaching out more and spending less time at home—which place did you discover this week that lifted your spirits?""]",2024-02-11 21:17:24.937,t0005@sreflect
213,"[""Text"",""While you've been exploring more locations, your in-person interactions have lessened dramatically. Could this be reshaping your engagement with others? How might you reconnect this coming week?"",""Noticed you're visiting new places while home and chats are down. How do these spaces influence your social vibes this past week?"",""While you've been exploring more locations, your in-person interactions have lessened dramatically. Could this be reshaping your engagement with others? How might you reconnect this coming week?""]",2024-02-11 21:21:54.323,t0006@sreflect
214,"[""Text"",""With your fitness routine shifting recently, what's one new activity you'd like to try next week?"",""This week showed a shift towards less screen time. Could this change highlight new habits or interests you've developed?"",""With your fitness routine shifting recently, what's one new activity you'd like to try next week?""]",2024-02-11 21:38:55.816,t0008@sreflect
215,"[""Audio"",""Your social interactions have shifted lately. What's one way you'll reconnect with someone this coming week?"",""You've adjusted your screen time lately. Can you name a positive change this brought to your week?"",""Your social interactions have shifted lately. What's one way you'll reconnect with someone this coming week?""]",2024-02-11 21:25:58.312,t0012@sreflect
216,"[""Audio"",""You've been reaching out more via calls lately. Reflect on a conversation that sparked joy or provided a new perspective."",""You're keeping up social interactions nicely! What new convo or meet-up this past week was a hit, and how did it enrich your day?"",""You've been reaching out more via calls lately. Reflect on a conversation that sparked joy or provided a new perspective.""]",2024-02-11 21:53:09.494,t0001@sreflect
217,"[""Text"",""Your recent digital detour is noticeable. Reflect on how less screen time has opened up new opportunities this past week."",""Reflect on a digital habit you've changed this week and how it might be affecting your social routine."",""Your recent digital detour is noticeable. Reflect on how less screen time has opened up new opportunities this past week.""]",2024-02-11 21:40:36.407,t0009@sreflect
218,"[""Audio"",""Reflect on a digital detox you've done last week, how did it enrich your day?"",""Your recent activity shows a dip in both digital and in-person connections. Who's someone you've lost touch with lately and what’s one step you could take this coming week to reconnect?"",""Reflect on a digital detox you've done last week, how did it enrich your day?""]",2024-02-11 22:02:52.082,t0013@sreflect
219,"[""Text"",""Reflect on a digital break you took this past week. How did reducing screen time help you recharge?"",""Reflect on a digital break you took this past week. How did reducing screen time help you recharge?"",""Reflect on a digital break you took this past week. How did reducing screen time help you recharge?""]",2024-02-12 01:49:13.003,t0011@sreflect
220,"[""Audio"",""You're enjoying more walks lately! How has this shift contributed to your social interactions?"",""You're visiting more new places lately. Which spot inspired you recently and why?"",""You're enjoying more walks lately! How has this shift contributed to your social interactions?""]",2024-02-12 14:19:57.759,test5@sreflect
221,"[""Audio"",""You're enjoying more walks lately! How has this shift contributed to your social interactions?"",""You're visiting more new places lately. Which spot inspired you recently and why?"",""You're enjoying more walks lately! How has this shift contributed to your social interactions?""]",2024-02-12 15:09:28.838,test5@sreflect
222,"[""Audio"",""Your outgoing calls are up; who's that one person you enjoyed connecting with the most recently?"",""Reflect on one digital habit you might tweak to invest more time in face-to-face conversations this week."",""Your outgoing calls are up; who's that one person you enjoyed connecting with the most recently?""]",2024-02-12 20:03:43.759,t0016@sreflect
223,"[""Audio"",""You're choosing more face-to-face chats over calls and texts. How did this shift impact your social interactions today?"",""Noticing a shift towards more in-person interaction lately, what’s one meaningful moment from these experiences?"",""You're choosing more face-to-face chats over calls and texts. How did this shift impact your social interactions today?""]",2024-02-12 21:01:53.131,t0001@sreflect
224,"[""Text"",""Who in your circle has been a positive influence lately? Share how they've helped brighten your day."",""Your increased time at the gym is impressive. What new workout have you discovered, and how does it make you feel?"",""Who in your circle has been a positive influence lately? Share how they've helped brighten your day.""]",2024-02-12 21:02:33.201,t0002@sreflect
225,"[""Text"",""Your phone calls are up, yet in-person chit-chat took a nosedive. Found any new ways to merge screen time with real-time hangs?"",""Your outgoing calls spiked while incoming calls dropped. How will you balance this to nurture your social ties?"",""Your phone calls are up, yet in-person chit-chat took a nosedive. Found any new ways to merge screen time with real-time hangs?""]",2024-02-12 21:08:30.463,t0006@sreflect
226,"[""Text"",""Notice you've been less chatty on calls but more adventurous in texting. How's swapping calls for messages helping your social vibe?"",""With the change in your digital and physical footprint, what's one positive aspect of these shifts you'd like to maintain?"",""Notice you've been less chatty on calls but more adventurous in texting. How's swapping calls for messages helping your social vibe?""]",2024-02-12 21:04:11.911,t0005@sreflect
227,"[""Text"",""You're making strides in phone unlocks even with decreased screen use. How will you balance this trend for a focused tomorrow?"",""While your screen time has stayed consistent, the uptick in conversations and places visited is interesting! What recent changes have sparked more in-person interactions?"",""You're making strides in phone unlocks even with decreased screen use. How will you balance this trend for a focused tomorrow?""]",2024-02-12 21:01:41.367,t0009@sreflect
228,"[""Text"",""With a notable uptick in your running and walking, what's one new track or trail you've discovered recently that lifted your spirits?"",""Reflecting on your social trends, how did reducing time at home and visiting more locations influence your day?"",""With a notable uptick in your running and walking, what's one new track or trail you've discovered recently that lifted your spirits?""]",2024-02-12 21:15:02.270,t0010@sreflect
229,"[""Text"",""Your recent patterns hint at less phone and in-person interaction. Can you share how this might be influencing your sleep and social life?"",""You've been spending less time on calls and catching Zs. Could reflecting on your fave past bedtime convo spark ideas for improving sleep tonight?"",""Your recent patterns hint at less phone and in-person interaction. Can you share how this might be influencing your sleep and social life?""]",2024-02-12 21:06:58.397,t0018@sreflect
230,"[""Text"",""Your in-person social interactions are up! Can you draw parallels in how this shift corresponds with your sleep pattern changes?"",""Lately, you're exploring offline more. How could rebooting your sleep ritual boost tomorrow's adventures?"",""Your in-person social interactions are up! Can you draw parallels in how this shift corresponds with your sleep pattern changes?""]",2024-02-12 21:42:06.065,t0004@sreflect
231,"[""Text"",""Noticing longer but fewer in-person chats recently, what's one deep conversation that sparked joy or insight for you?"",""Given the uptick in your social interactions, who did you connect with on a deeper level recently, and how did it uplift your spirits?"",""Noticing longer but fewer in-person chats recently, what's one deep conversation that sparked joy or insight for you?""]",2024-02-12 21:31:58.176,t0011@sreflect
232,"[""Text"",""You're upping your text game! How do you feel about the shift from calls to texts for staying in touch?"",""You're getting creative with your in-person chats! How could you balance that with restful nights this week?"",""You're upping your text game! How do you feel about the shift from calls to texts for staying in touch?""]",2024-02-12 22:38:34.917,t0012@sreflect
233,"[""Text"",""Noticing fewer texts and calls lately, who's someone you could reach out to for a quick catch-up this week?"",""Your recent trends show you're visiting more places. What's a new spot you discovered, and how did it impact your day?"",""Noticing fewer texts and calls lately, who's someone you could reach out to for a quick catch-up this week?""]",2024-02-12 22:33:45.325,t0008@sreflect
234,"[""Text"",""Your walking and gym time has decreased, yet travel has climbed. Could a new hobby explain this shift? How might it be reshaped for fitness?"",""Your walking and gym time has decreased, yet travel has climbed. Could a new hobby explain this shift? How might it be reshaped for fitness?"",""Your walking and gym time has decreased, yet travel has climbed. Could a new hobby explain this shift? How might it be reshaped for fitness?""]",2024-02-13 08:48:48.375,t0013@sreflect
235,"[""Audio"",""You're enjoying more walks lately! How has this shift contributed to your social interactions?"",""Notice any differences in your energy or mood after the change in screen time and sleep patterns?"",""You're enjoying more walks lately! How has this shift contributed to your social interactions?""]",2024-02-13 10:22:30.539,test5@sreflect
236,"[""Text"",""Your call patterns are up; any conversations lately that brought a smile to your face? How can you have more of those moments?"",""Your call patterns are up; any conversations lately that brought a smile to your face? How can you have more of those moments?"",""Your call patterns are up; any conversations lately that brought a smile to your face? How can you have more of those moments?""]",2024-02-13 18:56:18.845,t0015@sreflect
237,"[""Text"",""Your recent trend shows less walking and travel. Share one thing you'll do this week to introduce a bit more motion in your routine."",""Your phone's been buzzing less, but you're visiting more spots. Any particular place that's become your new fave chill zone?"",""Your recent trend shows less walking and travel. Share one thing you'll do this week to introduce a bit more motion in your routine.""]",2024-02-13 21:01:59.924,t0004@sreflect
238,"[""Text"",""Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?"",""Your recent digital habits show more screen time and social app use. What new interests might be driving this?"",""Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?""]",2024-02-13 21:03:00.174,t0007@sreflect
239,"[""Text"",""Your phone has become less of a companion lately. How has this shift impacted your day-to-day life, and what positive changes have you noticed?"",""You've reduced screen time lately. How might this change positively impact your study or rest periods tomorrow?"",""Your phone has become less of a companion lately. How has this shift impacted your day-to-day life, and what positive changes have you noticed?""]",2024-02-13 21:02:06.996,t0010@sreflect
240,"[""Audio"",""While being more on-the-move, what's a new spot you've discovered that you feel grateful for?"",""Your walks are getting longer. What new sights or experiences did this bring?"",""While being more on-the-move, what's a new spot you've discovered that you feel grateful for?""]",2024-02-13 21:12:17.450,t0016@sreflect
241,"[""Text"",""Your increased running and walking activity is impressive! How do these changes in your fitness routine contribute to your overall well-being?"",""You're exploring more locations lately. How might this new explorative spirit be affecting your well-being?"",""Your increased running and walking activity is impressive! How do these changes in your fitness routine contribute to your overall well-being?""]",2024-02-13 21:26:10.641,t0003@sreflect
242,"[""Audio"",""You’ve upped your running and walking lately. How has this change influenced your daily energy levels or mood?"",""Your recent increase in running and walking is noteworthy. Can you share how this has influenced your daily energy levels and mood?"",""You’ve upped your running and walking lately. How has this change influenced your daily energy levels or mood?""]",2024-02-13 21:39:00.898,t0001@sreflect
243,"[""Text"",""Your walks are getting longer! How is this new pace setting the rhythm for your days?"",""Your walks are getting longer! How does this reflect on your mood and social goals?"",""Your walks are getting longer! How is this new pace setting the rhythm for your days?""]",2024-02-13 21:24:19.105,t0006@sreflect
244,"[""Text"",""Your screen time and app use have climbed! Reflecting on this, which app might you cut back on to reclaim some headspace?"",""Your screen time has gone up. Can you think of a book you've been wanting to read and how you could incorporate it into your routine?"",""Your screen time and app use have climbed! Reflecting on this, which app might you cut back on to reclaim some headspace?""]",2024-02-13 22:10:59.081,t0011@sreflect
245,"[""Audio"",""Noticing your screen time is down—is there a new habit you're nurturing in its place?"",""Reflecting on a recent day, which action or thought bestowed a comforting vibe to your mood?"",""Noticing your screen time is down—is there a new habit you're nurturing in its place?""]",2024-02-13 22:32:14.673,t0012@sreflect
246,"[""Text"",""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"",""Noticing more walks lately? Reflect on a recent one and how it impacted your mood."",""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?""]",2024-02-13 22:08:24.467,t0018@sreflect
247,"[""Text"",""You've been favoring texts over talks. How might more voice chats benefit your week ahead?"",""Reflecting on less time spent on calls, what's one way you can add more meaningful conversation to your day?"",""You've been favoring texts over talks. How might more voice chats benefit your week ahead?""]",2024-02-13 22:24:54.732,t0008@sreflect
248,"[""Text"",""Your gym time has spiked! How does this commitment to fitness influence your daily routine and mood?"",""Considering your dorm time is up, what new hobby or interest have you explored there recently?"",""Your gym time has spiked! How does this commitment to fitness influence your daily routine and mood?""]",2024-02-13 23:01:30.539,t0002@sreflect
249,"[""Text"",""You're making strides in phone unlocks even with decreased screen use. How will you balance this trend for a focused tomorrow?"",""With your recent uptick in social calls out, what's one new connection you've made that's brightened your day?"",""You're making strides in phone unlocks even with decreased screen use. How will you balance this trend for a focused tomorrow?""]",2024-02-13 21:02:20.124,t0009@sreflect
250,"[""Text"",""No manual key"",""No auto key"",""Hey there! What's up? Jot down whatever's been buzzing in your head today – random thoughts, cool moments, ups and downs. Your journal, your rules!""]",2024-02-14 15:58:14.801,t0019@sreflect
251,"[""Audio"",""No manual key"",""No auto key"",""Hey there! What's up? Jot down whatever's been buzzing in your head today – random thoughts, cool moments, ups and downs. Your journal, your rules!""]",2024-02-14 16:20:09.905,test5@sreflect
252,"[""Audio"",""No manual key"",""No auto key"",""Hey there! What's up? Jot down whatever's been buzzing in your head today – random thoughts, cool moments, ups and downs. Your journal, your rules!""]",2024-02-14 16:48:11.296,test5@sreflect
